source,target,weight
8220,9299,1
8220,56329,1
8220,11090,1
8220,20940,1
8220,48237,1
8220,61461,1
8220,34224,1
8220,16164,1
8220,41998,1
8220,20473,1
7819,8220,1
7713,8220,1
8220,11269,1
8220,28773,1
8220,8632,1
8220,47720,1
8220,45489,1
8220,9658,1
8220,10002,1
8220,57976,1
4637,8220,1
8220,13445,1
8220,45430,1
8220,59125,1
8220,24429,1
8220,34471,1
8220,58715,1
8220,49743,1
8220,20647,1
8220,58717,1
8220,14593,1
8220,21336,1
8220,15699,1
8220,24889,1
8220,23629,1
8220,49463,1
8220,8781,1
8220,12400,1
3326,8220,1
8220,35612,1
8220,36351,1
8220,47692,1
8220,59908,1
8220,24724,1
8220,43440,1
8220,25285,1
5430,8220,1
8220,64401,1
8220,30892,1
8220,41913,1
8220,60273,1
8220,58389,1
8220,13335,1
8220,62887,1
8220,10075,1
4229,8220,1
8220,16591,1
4657,8220,1
8220,52320,1
2635,8220,1
3352,8220,1
8220,45629,1
8220,18859,1
8220,198792,1
8220,44356,1
8220,131314,1
8220,197712,1
8220,59395,1
8220,43668,1
8220,35258,1
8220,8674,1
8220,34756,1
8220,132876,1
8220,49544,1
8220,196810,1
8220,39923,1
8220,23947,1
8220,399381,1
8220,20326,1
6507,8220,1
3333,8220,1
8220,38001,1
8220,17557,1
8220,16637,1
8220,133929,1
8220,29990,1
8220,135607,1
8220,47794,1
8220,9930,1
8220,14127,1
8220,45796,1
8220,39832,1
8220,39551,1
8220,17451,1
8220,17547,1
8220,139009,1
8220,32798,1
8220,17639,1
8220,15695,1
8220,396431,1
8220,401008,1
8220,54113,1
8220,138840,1
8220,49584,1
8220,60476,1
8220,202032,1
8220,60129,1
8220,29246,1
8220,12741,1
8220,9022,1
8220,51492,1
3465,8220,1
8220,26554,1
8220,9009,1
8220,393713,1
8220,199524,1
8220,396238,1
8220,139341,1
8220,35793,1
2906,8220,1
8220,32934,1
8220,32748,1
1764,8220,1
8220,62044,1
8220,16789,1
8220,53813,1
4800,8220,1
8220,9875,1
8220,54896,1
8220,27425,1
8220,33353,1
8220,36692,1
8220,34966,1
8220,31547,1
8220,36236,1
8220,55256,1
4775,8220,1
8220,59437,1
8220,32098,1
8220,43623,1
8220,40841,1
8220,20144,1
8220,9498,1
8220,14907,1
8220,23470,1
8220,199976,1
8220,9500,1
8220,396422,1
8220,13490,1
2686,8220,1
8220,29075,1
8220,58299,1
8220,13150,1
8220,30081,1
8220,32590,1
8220,138128,1
8220,58123,1
8220,205080,1
42,8220,1
8220,29802,1
8220,400318,1
8220,14689,1
8220,14537,1
8220,20340,1
8220,46646,1
8220,396986,1
8220,23033,1
8220,8262,1
8220,9119,1
8220,16371,1
8220,12654,1
4455,8220,1
8220,207249,1
8220,8426,1
8220,136897,1
8220,29430,1
8220,51185,1
8220,17727,1
8220,395717,1
8220,13631,1
6424,8220,1
8220,50287,1
8220,53712,1
8220,46784,1
6677,8220,1
8220,19679,1
8220,58682,1
6661,8220,1
8220,34779,1
8220,24796,1
8220,211074,1
8220,12678,1
72,8220,1
577,8220,1
8220,21013,1
8220,34177,1
2486,8220,1
8220,12843,1
6939,8220,1
8220,23774,1
8220,23673,1
6079,8220,1
8220,400790,1
8220,213176,1
8220,400138,1
8220,16491,1
8220,36184,1
6939,32798,1
3257,32798,1
6939,49183,1
174,49183,1
174,16417,1
6939,16417,1
15830,16417,1
6939,57381,1
32806,400110,1
6939,32806,1
3257,32806,1
6939,32808,1
11071,32808,1
174,41000,1
6939,41000,1
42,29680,1
42,3257,1
42,6939,1
6939,32810,1
174,213035,1
6939,213035,1
6939,327725,1
49192,58299,1
6939,49192,1
46,6939,1
6939,213033,1
6939,8245,1
6939,213045,1
44324,139317,1
20473,139317,1
6939,139317,1
139317,150173,1
139317,151187,1
57,2381,1
57,33692,1
57,6939,1
57,21951,1
6939,204858,1
8637,204858,1
6939,8251,1
6939,401468,1
174,24637,1
6939,24637,1
3257,24637,1
174,262206,1
6939,262206,1
6939,24638,1
6939,139321,1
6939,213054,1
6939,196674,1
44901,196674,1
8717,196674,1
6939,204867,1
6939,401476,1
3257,8262,1
8262,204281,1
6939,8262,1
72,6939,1
72,8902,1
72,52320,1
72,196925,1
72,9930,1
6939,41033,1
3257,41033,1
327754,328333,1
6939,327754,1
199995,204875,1
6939,204875,1
3257,139341,1
174,139341,1
21859,139341,1
17557,139341,1
29680,139341,1
139341,208972,1
4775,139341,1
9957,139341,1
7713,139341,1
132876,139341,1
38235,139341,1
9541,139341,1
4766,139341,1
8529,139341,1
138128,139341,1
4800,139341,1
133840,139341,1
9873,139341,1
4651,139341,1
58717,139341,1
8781,139341,1
37662,139341,1
17451,139341,1
23947,139341,1
4788,139341,1
7473,139341,1
77,6939,1
174,131149,1
6939,131149,1
174,204881,1
6939,204881,1
6939,16468,1
174,16468,1
6939,393301,1
6939,213078,1
6939,41047,1
12586,57433,1
6939,57433,1
6939,49242,1
174,41050,1
6939,41050,1
174,8282,1
6939,8282,1
41051,58299,1
41051,203888,1
16909,41051,1
6939,41051,1
41051,153725,1
41051,205163,1
41051,51087,1
41051,215760,1
41051,207529,1
6939,32864,1
6939,401506,1
6939,32867,1
6939,393316,1
15830,393316,1
3257,393316,1
6939,32869,1
34927,213092,1
6939,213092,1
21700,213092,1
6939,24679,1
6939,16491,1
109,9498,1
109,6939,1
109,8551,1
109,4637,1
109,4657,1
8302,29680,1
6939,8302,1
6939,57455,1
112,29680,1
174,8304,1
6939,8304,1
6939,32883,1
3257,8308,1
6939,8308,1
6939,49268,1
6939,32890,1
174,32890,1
6939,401530,1
6939,8319,1
6939,49282,1
6939,32899,1
393577,401538,1
6939,401538,1
37153,327813,1
60171,327813,1
6939,327813,1
6939,393350,1
835,49286,1
6939,49286,1
34872,49286,1
6939,8330,1
57483,212027,1
6939,57483,1
6939,49292,1
174,16527,1
6939,16527,1
174,41103,1
6939,41103,1
6939,8339,1
174,24724,1
24724,50599,1
20555,24724,1
6939,24724,1
13335,49304,1
49304,62246,1
6939,49304,1
6939,401561,1
6939,213150,1
6939,213151,1
6939,131236,1
29680,139428,1
45147,139428,1
7713,139428,1
3257,32934,1
29680,32934,1
174,32934,1
15704,32934,1
166,6939,1
174,29680,1
174,7713,1
174,20940,1
174,17557,1
174,812,1
174,16637,1
174,3741,1
174,48237,1
174,38040,1
174,3257,1
174,12389,1
174,30990,1
174,31133,1
174,17924,1
174,50266,1
174,8422,1
174,11686,1
174,4657,1
174,9930,1
174,11232,1
174,45430,1
174,8529,1
174,20278,1
174,6325,1
174,35598,1
174,5391,1
174,30740,1
174,25248,1
174,8926,1
174,134654,1
174,15412,1
174,17547,1
174,45489,1
174,32505,1
174,2572,1
174,22645,1
174,14325,1
174,22742,1
174,11722,1
174,1916,1
174,12843,1
174,2614,1
174,577,1
174,15164,1
174,34177,1
174,41887,1
174,7862,1
174,35612,1
174,17072,1
174,8151,1
174,32098,1
174,43623,1
174,35916,1
174,6677,1
174,1798,1
174,19009,1
174,7529,1
174,53907,1
174,15305,1
174,6122,1
174,6315,1
174,7049,1
174,22324,1
174,37662,1
174,36914,1
174,8015,1
174,53292,1
174,20326,1
174,58717,1
174,19527,1
174,9957,1
174,8821,1
174,31034,1
174,16082,1
174,31252,1
174,12741,1
174,15600,1
174,56665,1
174,34867,1
174,135069,1
174,17806,1
174,6424,1
174,20394,1
174,53755,1
174,52444,1
174,23089,1
174,5056,1
174,14840,1
174,52320,1
174,13000,1
174,50509,1
174,53610,1
174,3326,1
174,13009,1
174,399898,1
174,29802,1
174,35041,1
174,6181,1
174,29748,1
174,17306,1
174,395965,1
174,24806,1
174,25424,1
174,59395,1
174,29222,1
174,8728,1
174,49788,1
174,34779,1
174,25394,1
174,31103,1
174,21412,1
174,42841,1
174,55803,1
174,4651,1
174,55821,1
174,45796,1
174,9304,1
174,400427,1
174,11096,1
174,54614,1
174,15108,1
174,16276,1
174,58061,1
174,46261,1
174,19679,1
174,11758,1
174,26531,1
174,20764,1
174,18678,1
174,27887,1
174,61568,1
174,18734,1
174,23068,1
174,8002,1
174,14230,1
174,21723,1
174,53850,1
174,13855,1
174,12400,1
174,198150,1
174,9063,1
174,26744,1
174,25668,1
174,17639,1
174,61461,1
174,20473,1
174,51561,1
174,8708,1
174,15497,1
174,19830,1
174,22302,1
174,16700,1
174,22709,1
174,17049,1
174,15083,1
174,7819,1
174,19318,1
174,23376,1
174,35908,1
174,26978,1
174,36097,1
174,27257,1
174,26479,1
174,46231,1
174,26042,1
174,47583,1
174,44914,1
174,39122,1
174,8781,1
174,30742,1
174,31543,1
174,29075,1
174,5538,1
174,34056,1
174,13335,1
174,55329,1
174,138840,1
174,9241,1
174,135607,1
174,4773,1
174,136557,1
174,23673,1
174,210619,1
174,37183,1
174,64313,1
174,49115,1
174,47794,1
174,8902,1
174,15965,1
174,1764,1
174,2044,1
174,397295,1
174,262761,1
174,40913,1
174,30027,1
174,23033,1
174,12813,1
174,9022,1
174,12329,1
174,12593,1
174,12401,1
174,39704,1
174,12941,1
174,12727,1
174,138997,1
174,7311,1
174,9498,1
174,31863,1
174,36610,1
174,11260,1
174,35047,1
174,32444,1
174,40220,1
174,20335,1
174,33763,1
174,198785,1
174,9009,1
174,40523,1
174,36443,1
174,53667,1
174,29831,1
174,14755,1
174,3599,1
174,979,1
174,62831,1
174,60068,1
174,10835,1
174,394437,1
174,16582,1
174,14537,1
174,393775,1
174,394883,1
174,40317,1
174,29990,1
174,21527,1
174,26873,1
174,32244,1
174,64227,1
174,395425,1
174,20432,1
174,11352,1
174,33097,1
174,15967,1
174,39931,1
174,24916,1
174,25467,1
174,35661,1
174,62275,1
174,29003,1
174,200612,1
174,51847,1
174,16353,1
174,35574,1
174,20559,1
174,24768,1
174,202053,1
174,200736,1
174,46849,1
174,14735,1
174,62904,1
174,397952,1
174,131330,1
174,36236,1
174,3755,1
174,22593,1
174,13427,1
174,40948,1
174,56704,1
174,53062,1
174,4226,1
174,9680,1
174,17451,1
174,2033,1
174,36827,1
174,11767,1
174,15691,1
174,9092,1
174,28999,1
174,29611,1
174,20932,1
174,198385,1
174,21472,1
174,31229,1
174,4455,1
174,47869,1
174,62886,1
174,10971,1
174,60819,1
174,394384,1
174,393559,1
174,137182,1
174,22898,1
174,4581,1
174,31742,1
174,14717,1
174,4927,1
174,18450,1
174,14689,1
174,17253,1
174,30174,1
174,21981,1
174,396986,1
174,397016,1
174,36100,1
174,43376,1
174,203964,1
174,12310,1
174,62105,1
174,132876,1
174,8551,1
174,47202,1
174,13984,1
174,59865,1
174,39251,1
174,12347,1
174,27258,1
174,14127,1
174,18106,1
174,17293,1
174,14410,1
174,19116,1
174,25358,1
174,38278,1
174,9541,1
174,43858,1
174,398113,1
174,396026,1
174,205771,1
174,199524,1
174,46598,1
174,29886,1
174,19684,1
174,197071,1
174,397449,1
174,62844,1
174,54502,1
174,14500,1
174,11287,1
174,20878,1
174,3255,1
174,264409,1
174,262427,1
174,267469,1
174,263152,1
174,62206,1
174,209824,1
174,33083,1
174,30539,1
174,14860,1
174,46632,1
174,45296,1
174,17559,1
174,140627,1
174,394968,1
174,133613,1
174,30221,1
174,40107,1
174,397423,1
174,48220,1
174,60880,1
174,32748,1
174,21859,1
174,197617,1
174,208951,1
174,61138,1
174,207456,1
174,41484,1
174,393442,1
174,393436,1
174,400194,1
174,394334,1
174,395948,1
174,396097,1
174,54594,1
174,23657,1
174,266809,1
174,56987,1
174,6364,1
174,50469,1
174,209408,1
174,200023,1
174,39855,1
174,34927,1
174,15695,1
174,57043,1
174,137366,1
174,971,1
174,58057,1
174,49791,1
174,48305,1
174,61955,1
174,268205,1
174,266830,1
174,133527,1
174,18530,1
174,16713,1
174,19740,1
174,7784,1
174,26277,1
174,20119,1
174,63452,1
174,54804,1
174,46646,1
174,19256,1
174,18596,1
174,25627,1
174,398465,1
174,212602,1
174,215955,1
174,198721,1
174,12615,1
174,59930,1
174,62014,1
174,15461,1
174,47232,1
174,212882,1
174,328334,1
174,327960,1
174,58627,1
174,131274,1
174,58945,1
174,58715,1
174,24534,1
174,136168,1
174,45147,1
174,136749,1
174,10099,1
174,983,1
174,38001,1
174,15704,1
174,25687,1
174,55655,1
174,33549,1
174,393950,1
174,21837,1
174,40328,1
174,6752,1
174,38235,1
174,22299,1
174,26073,1
174,139831,1
174,394367,1
174,59318,1
174,54113,1
174,49121,1
174,400190,1
174,55256,1
174,30177,1
174,22062,1
174,19382,1
174,62715,1
174,11071,1
174,40794,1
174,46475,1
174,396317,1
174,48422,1
174,24812,1
174,47408,1
174,263237,1
174,61189,1
174,38949,1
174,202032,1
174,206934,1
174,59827,1
174,42947,1
174,44600,1
174,20596,1
174,203596,1
174,203752,1
174,12996,1
174,56630,1
174,62167,1
174,30925,1
174,200322,1
174,204403,1
174,204020,1
174,272156,1
174,33044,1
174,13002,1
174,48519,1
174,17274,1
174,46506,1
174,396420,1
174,140577,1
174,4800,1
174,6653,1
174,14430,1
174,393577,1
174,12186,1
174,19504,1
174,26311,1
174,62813,1
174,53732,1
174,19551,1
174,12678,1
174,6206,1
174,393670,1
174,1286,1
174,21788,1
174,32393,1
174,22006,1
174,15081,1
174,12183,1
174,38008,1
174,269070,1
174,265605,1
174,48426,1
174,263812,1
174,62887,1
174,6866,1
174,400387,1
174,396422,1
174,26650,1
174,19864,1
174,46454,1
174,23473,1
174,32987,1
174,52025,1
174,36530,1
174,43641,1
174,42695,1
174,51247,1
174,201483,1
174,56910,1
174,16789,1
174,33353,1
174,148968,1
174,139009,1
174,138128,1
174,58682,1
174,397026,1
174,399765,1
174,3130,1
174,32595,1
174,22168,1
174,4508,1
174,397373,1
174,136897,1
174,12243,1
174,45691,1
174,32415,1
174,396443,1
174,58580,1
174,6698,1
174,204279,1
174,198890,1
174,197267,1
174,198622,1
174,200845,1
174,215373,1
174,62663,1
174,30094,1
174,7106,1
174,4058,1
174,53428,1
174,3464,1
174,36184,1
174,395301,1
174,63186,1
174,19969,1
174,55247,1
174,54896,1
174,12847,1
174,40933,1
174,33835,1
174,51765,1
174,18013,1
174,50917,1
174,41564,1
174,58065,1
174,209847,1
174,216309,1
174,398989,1
174,24429,1
174,40934,1
174,397336,1
174,8075,1
174,215724,1
174,401725,1
174,396354,1
174,397031,1
174,63023,1
174,397945,1
174,397142,1
174,22961,1
174,17267,1
174,62611,1
174,26195,1
174,397041,1
174,395510,1
174,46733,1
174,399503,1
174,394256,1
174,395839,1
174,400113,1
174,13490,1
174,6128,1
174,46687,1
174,139901,1
174,21245,1
174,201789,1
174,62390,1
174,14713,1
174,20648,1
174,60431,1
174,26931,1
174,33983,1
174,13188,1
174,51945,1
174,30536,1
174,398362,1
174,12129,1
174,14277,1
174,36360,1
174,13631,1
174,22115,1
174,22369,1
174,27602,1
174,11775,1
174,30038,1
174,63430,1
174,17216,1
174,399728,1
174,3653,1
174,22687,1
174,33570,1
174,26068,1
174,53268,1
174,394993,1
174,395029,1
174,394957,1
174,397655,1
174,16581,1
174,1008,1
174,399521,1
174,40841,1
174,31957,1
174,10111,1
174,397550,1
174,11597,1
174,399790,1
174,395717,1
174,46131,1
174,20007,1
174,399951,1
174,39979,1
174,23078,1
174,398885,1
174,45250,1
174,28458,1
174,4766,1
174,54004,1
174,36920,1
174,25818,1
174,30081,1
174,56457,1
174,135330,1
174,211826,1
174,39063,1
174,267784,1
174,36295,1
174,14010,1
174,30475,1
174,33302,1
174,398391,1
174,11320,1
174,26955,1
174,62537,1
174,54037,1
174,46562,1
174,55140,1
174,22639,1
174,40907,1
174,395348,1
174,18779,1
174,20388,1
174,46323,1
174,12214,1
174,32307,1
174,46446,1
174,393397,1
174,18988,1
174,400818,1
174,32160,1
174,47328,1
174,11961,1
174,394950,1
174,22300,1
174,18865,1
174,53525,1
174,62624,1
174,215759,1
174,60602,1
174,47288,1
174,8657,1
174,201814,1
174,9211,1
174,43009,1
174,15372,1
174,215120,1
174,41231,1
174,203015,1
174,198524,1
174,207439,1
174,204621,1
174,34655,1
174,37738,1
174,329305,1
174,205996,1
174,55720,1
174,45557,1
174,40511,1
174,132337,1
174,23947,1
174,44051,1
174,136237,1
174,137995,1
174,137557,1
174,136493,1
174,149522,1
174,151358,1
174,214809,1
174,139225,1
174,26541,1
174,140905,1
174,149493,1
174,63741,1
174,18474,1
174,62833,1
174,36644,1
174,199081,1
174,214618,1
174,55685,1
174,10561,1
174,22332,1
174,398013,1
174,35865,1
174,53712,1
174,395832,1
174,398719,1
174,54778,1
174,205019,1
174,394127,1
174,14630,1
174,150766,1
174,46784,1
174,34547,1
174,393731,1
174,204242,1
174,27424,1
174,149290,1
174,63981,1
174,50311,1
174,32590,1
174,23047,1
174,394545,1
174,396984,1
174,55263,1
174,54819,1
174,54155,1
174,11738,1
174,40111,1
174,395359,1
174,43727,1
174,400205,1
174,51185,1
174,394034,1
174,10242,1
174,9100,1
174,43525,1
174,204260,1
174,212054,1
174,35071,1
174,202894,1
174,206255,1
174,52438,1
174,14012,1
174,21832,1
174,61468,1
174,63068,1
174,40716,1
174,394684,1
174,399668,1
174,216333,1
174,2686,1
174,49835,1
174,557,1
174,22612,1
174,54013,1
174,16652,1
174,33621,1
174,54305,1
174,36210,1
174,1610,1
174,33133,1
174,17172,1
174,21782,1
174,40355,1
174,62744,1
174,55943,1
174,154167,1
174,36436,1
174,10423,1
174,2901,1
174,16871,1
174,40300,1
174,23342,1
174,36299,1
174,6379,1
174,262706,1
174,23372,1
174,19796,1
174,26467,1
174,11476,1
174,213176,1
174,64241,1
174,29231,1
174,34977,1
174,5564,1
174,13597,1
174,22179,1
174,33412,1
174,7806,1
174,12266,1
174,15008,1
174,29049,1
174,35394,1
174,8637,1
174,56654,1
174,201746,1
174,205035,1
174,210612,1
174,43174,1
174,61049,1
174,4788,1
174,46280,1
174,43733,1
174,29119,1
174,59890,1
174,205394,1
174,15699,1
174,53591,1
174,197991,1
174,7296,1
174,23764,1
174,200584,1
174,393524,1
174,18914,1
174,267522,1
174,11996,1
174,214043,1
174,58299,1
174,399868,1
174,11374,1
174,394814,1
174,393681,1
174,49743,1
174,209022,1
174,62296,1
174,205184,1
174,56971,1
174,213527,1
174,204211,1
174,13737,1
6939,16559,1
3257,8368,1
8368,13335,1
6939,8368,1
6939,32945,1
6939,393397,1
6939,213176,1
8551,213176,1
15830,213176,1
6939,32953,1
6939,16569,1
6939,401593,1
6939,204989,1
24768,29680,1
6939,327872,1
60171,327872,1
37724,327872,1
6939,16578,1
6939,41155,1
6939,401604,1
6939,16581,1
6939,16582,1
1764,8387,1
6939,8387,1
6939,24776,1
3257,131274,1
6939,131274,1
7473,131274,1
6939,196810,1
6939,16591,1
6939,8399,1
3257,8399,1
8399,35699,1
8399,29680,1
6939,205010,1
29680,262355,1
262355,265178,1
6939,262355,1
6939,205016,1
39832,205016,1
6939,205019,1
4455,205019,1
10835,393436,1
6939,393436,1
6939,24796,1
24796,39120,1
5394,24796,1
6939,205020,1
6939,32987,1
6939,16608,1
16608,32281,1
6939,49375,1
6939,393442,1
6939,327906,1
6939,16612,1
6939,393444,1
393444,399788,1
6939,393445,1
6939,131303,1
6939,393446,1
6939,8422,1
8426,29680,1
3257,8426,1
29680,205035,1
6939,24812,1
24812,199995,1
24812,47898,1
1820,24812,1
6939,16619,1
6939,24806,1
8431,29680,1
8431,44901,1
8431,20911,1
6939,393455,1
577,393457,1
19752,393457,1
6939,393457,1
3257,131314,1
6939,131314,1
6939,213234,1
6939,393460,1
250,6939,1
6939,16637,1
13335,16637,1
6939,8447,1
13335,131330,1
6939,131330,1
6939,16652,1
6939,213262,1
213262,213605,1
53667,213262,1
6939,41231,1
271,6939,1
271,6509,1
3257,196881,1
6939,196881,1
20473,401682,1
6939,401682,1
6939,33044,1
6939,205080,1
35699,205080,1
3262,205080,1
9050,205080,1
54004,205080,1
4788,205080,1
9498,205080,1
20932,205080,1
29680,205081,1
29119,205081,1
6939,8473,1
8473,35100,1
6939,327963,1
6939,16668,1
29535,196890,1
6939,196890,1
6939,262427,1
34927,213279,1
6939,213279,1
288,3257,1
288,1103,1
288,766,1
6939,327960,1
29680,57634,1
6939,393507,1
6939,16676,1
293,6939,1
25394,205094,1
6939,205094,1
6939,327966,1
212895,401703,1
6939,401703,1
297,6939,1
6939,327981,1
6939,24877,1
6939,205103,1
6939,33071,1
6939,401712,1
6939,393522,1
6939,393524,1
6768,49461,1
6939,49461,1
6939,49463,1
6939,16696,1
577,16696,1
24889,51873,1
13030,24889,1
6939,24889,1
6939,33083,1
6939,327996,1
29680,196925,1
34170,196925,1
21245,196925,1
6939,196925,1
6939,16700,1
6939,24893,1
3255,24893,1
6939,401725,1
6939,33089,1
6939,213314,1
6939,262459,1
262459,264409,1
6939,205121,1
19684,401731,1
6939,401731,1
20473,41281,1
6939,41281,1
6939,24904,1
6939,16713,1
16713,400686,1
6939,33097,1
6939,401742,1
6939,393552,1
6939,8529,1
8529,9009,1
8529,42156,1
8529,14593,1
8529,55256,1
4455,8529,1
8529,24429,1
8529,9541,1
8529,199524,1
8529,17557,1
8529,13335,1
3257,8529,1
8529,32590,1
4637,8529,1
29680,205138,1
6939,205138,1
6939,49490,1
6939,24916,1
6939,393559,1
4637,393559,1
8535,12741,1
6939,8535,1
6939,196954,1
6939,401755,1
6939,8540,1
8540,39912,1
6939,401754,1
6939,270684,1
13335,213344,1
6939,213344,1
6939,41313,1
3257,8551,1
6939,8551,1
714,8551,1
8551,20473,1
8551,20940,1
8551,21859,1
8551,14593,1
8551,19551,1
8551,13335,1
8551,36692,1
6939,328039,1
262505,263444,1
6939,262505,1
6939,8554,1
6939,262507,1
6939,401772,1
6939,33133,1
6939,16750,1
6939,196975,1
3257,196975,1
8560,29680,1
6939,393577,1
215887,393577,1
214731,393577,1
216324,393577,1
393577,399899,1
6939,205163,1
34927,205163,1
6939,262512,1
3257,57717,1
57717,62068,1
6939,57717,1
49870,57717,1
3257,196983,1
6939,196983,1
6939,131447,1
6939,401786,1
6939,213373,1
6939,205184,1
262535,262761,1
6939,262535,1
29680,49544,1
49544,64404,1
49544,200851,1
49544,62731,1
6939,197000,1
6939,8587,1
29680,270735,1
3257,270735,1
270735,271201,1
6939,270735,1
52320,270735,1
15830,139664,1
6939,139664,1
6939,393618,1
577,16789,1
6939,16789,1
6939,393626,1
60068,197019,1
6939,197019,1
42000,197019,1
6939,16796,1
6939,8607,1
6939,393632,1
23252,393632,1
3257,33185,1
33185,395262,1
33185,399760,1
6939,33185,1
36236,41378,1
41378,60068,1
41378,138997,1
6939,41378,1
6939,213409,1
213409,213449,1
6939,197033,1
197033,206120,1
49581,51396,1
3257,49581,1
49581,62403,1
49581,64107,1
49581,197477,1
49581,214481,1
6939,49581,1
6939,49584,1
60171,328112,1
6939,328112,1
49585,58299,1
6939,49585,1
6939,197046,1
6939,41400,1
6939,8632,1
8637,29680,1
8637,42947,1
6939,401854,1
29535,57789,1
6939,57789,1
29680,49600,1
15704,49600,1
49600,213449,1
49600,400992,1
29119,49600,1
49600,199496,1
49600,213600,1
6939,16832,1
6939,57794,1
6939,33218,1
6939,393670,1
6939,8648,1
6939,213449,1
6204,213449,1
6939,16842,1
16842,53597,1
16842,26554,1
16842,46262,1
6939,33229,1
6939,33230,1
6939,197071,1
62403,197071,1
197071,214556,1
197071,211619,1
12586,197071,1
3257,393681,1
6939,393681,1
3257,8657,1
8657,37575,1
8657,209179,1
8657,15704,1
6939,8657,1
6939,393682,1
6939,8664,1
29680,205275,1
12586,57821,1
6939,57821,1
6939,33247,1
6939,16866,1
16866,393941,1
6939,8674,1
8674,31529,1
8676,207995,1
6939,8676,1
29680,49638,1
20144,49638,1
25152,49638,1
6939,16871,1
6939,49640,1
6939,328170,1
6939,393710,1
6939,8687,1
400587,401903,1
6939,401903,1
6939,393713,1
6939,41458,1
6939,49650,1
6939,139761,1
139761,140866,1
6939,393717,1
21859,401922,1
6939,401922,1
6939,393731,1
6079,393731,1
8708,29680,1
8708,31017,1
8708,48571,1
8708,57050,1
6939,393732,1
6939,393737,1
15164,393737,1
6939,41484,1
6939,8717,1
6939,328206,1
16909,52025,1
6939,16909,1
142046,205329,1
6939,205329,1
27523,205329,1
34927,205329,1
205329,209735,1
6939,25108,1
6939,33302,1
29802,33302,1
4455,41495,1
41495,44749,1
29222,41495,1
41495,211501,1
3257,41495,1
6939,41495,1
41495,60431,1
6939,8728,1
6939,213527,1
6939,328220,1
6939,33309,1
20473,33309,1
26679,33309,1
33309,50763,1
53062,270877,1
6939,270877,1
6939,205344,1
6939,270888,1
557,6939,1
557,13335,1
6939,16942,1
6939,25133,1
32595,131630,1
6939,131630,1
6939,393775,1
6939,262706,1
6939,57907,1
6939,33333,1
57910,59432,1
57910,59908,1
29680,57910,1
29119,57910,1
6939,139831,1
137239,139831,1
13335,139831,1
6939,41529,1
6939,131642,1
131642,131658,1
18178,131642,1
6939,25145,1
25145,59886,1
25145,43009,1
6939,131644,1
6939,401977,1
6939,131646,1
29680,205375,1
6939,25152,1
25152,29680,1
577,3257,1
577,11814,1
577,55256,1
577,40934,1
577,22639,1
577,54113,1
577,32678,1
577,15830,1
577,14007,1
577,15296,1
577,54182,1
577,46872,1
577,13319,1
577,6939,1
6939,205369,1
44324,205369,1
34927,205369,1
8772,29680,1
8772,200736,1
8772,58057,1
8772,44324,1
8772,26431,1
8772,61218,1
8772,139216,1
8772,209218,1
8772,215956,1
6939,393796,1
6939,328262,1
6939,205381,1
6939,205384,1
29680,33353,1
2516,33353,1
6939,393802,1
6939,131658,1
13335,131659,1
55789,131659,1
