asn,degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,local_clustering,avg_neighbor_degree,node_clique_number,eccentricity,core_number,n_providers,n_customers,n_peers,provider_ratio,is_tier1,avg_ixp_cosine_dist,ixp_vector_norm,n_ixp_memberships
174,111,0.33035714285714285,0.06373482657137203,0.5384615384615384,0.2155979987601221,0.02988463536961441,0.09680589680589681,16.90990990990991,11,4,15,0,94,16,0.0,True,0.250152,178.117938,0
714,10,0.02976190476190476,3.435219257425279e-05,0.45100671140939597,0.060119168107547215,0.0026003048416987523,0.8444444444444444,89.9,8,4,10,4,0,6,0.4,False,0.177281,29.631065,80
766,7,0.020833333333333332,0.0050282092501536075,0.41947565543071164,0.022894610583178644,0.003145970333278177,0.14285714285714285,55.714285714285715,3,4,3,2,4,1,0.2857,False,0.519671,18.411953,4
1267,7,0.020833333333333332,0.0022675915440936623,0.4132841328413284,0.039303763210151325,0.0022569609301564507,0.6190476190476191,81.28571428571429,6,4,6,3,1,3,0.4286,False,0.282687,22.869193,9
1299,90,0.26785714285714285,0.020050740150122388,0.5217391304347826,0.2246320138464394,0.02160266449245286,0.18202247191011237,23.22222222222222,12,4,15,0,77,12,0.0,True,0.15333,223.360695,0
2134,13,0.03869047619047619,0.009533252640323153,0.4329896907216495,0.02642451162034731,0.0042616337634524375,0.15384615384615385,29.615384615384617,4,3,7,12,0,1,0.9231,False,0.371161,18.734994,6
2856,5,0.01488095238095238,2.6744433966629383e-05,0.37250554323725055,0.019227342312860777,0.0015318103783906834,0.3,42.0,3,4,5,0,1,4,0.0,False,0.329957,16.155494,2
2914,67,0.1994047619047619,0.01072890091877111,0.5045045045045045,0.18483092293749429,0.01604707756668499,0.2329262777023971,27.119402985074625,12,4,15,0,53,12,0.0,True,0.133579,199.524435,13
3223,11,0.03273809523809523,0.00010417715346077907,0.4534412955465587,0.06121111657031765,0.002976837310231922,0.6545454545454545,87.54545454545455,7,4,9,5,2,4,0.4545,False,0.173996,25.573424,14
3257,60,0.17857142857142855,0.010346113179066531,0.49339207048458145,0.17646331320397404,0.014126957515412973,0.27570621468926554,29.45,12,4,15,0,49,10,0.0,True,0.1242,166.442182,2
3320,31,0.09226190476190475,0.005919843899968794,0.47191011235955055,0.12142838031264079,0.007421090204705316,0.5290322580645161,47.61290322580645,12,4,15,0,12,19,0.0,True,0.103929,116.743308,7
3352,74,0.22023809523809523,0.29474741076783717,0.5618729096989966,0.014379820868934676,0.04595414249568941,0.00037023324694557573,5.445945945945946,3,2,4,1,72,0,0.0135,False,0.381513,6.082763,3
3356,119,0.35416666666666663,0.061956515822916274,0.5572139303482587,0.24032022497391994,0.031587193222737335,0.10525566158666856,17.747899159663866,12,4,15,0,105,12,0.0,True,0.224259,231.162281,3
3816,2,0.005952380952380952,0.0001558248291977528,0.4324324324324325,0.009825076551192274,0.0010066999579630225,0.0,121.5,2,4,2,1,1,0,0.5,False,0.618918,3.464102,0
5089,3,0.008928571428571428,9.059881128111405e-06,0.43523316062176165,0.01748479676128301,0.0012257931454964692,0.6666666666666666,117.0,3,4,3,1,1,1,0.3333,False,0.577974,4.0,2
5405,47,0.13988095238095238,0.005563421497719254,0.48,0.13936480420159733,0.011094454114107206,0.29417206290471787,29.93617021276596,11,4,15,5,3,38,0.1064,False,0.112332,155.164429,21
