asn,degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,local_clustering,avg_neighbor_degree,node_clique_number,eccentricity,core_number,n_providers,n_customers,n_peers,provider_ratio,is_tier1,avg_ixp_cosine_dist,ixp_vector_norm,n_ixp_memberships
1756,4,0.012422360248447204,0.0014268845366831849,0.36017897091722595,0.032276700402405004,0.0032240102947101077,0.16666666666666666,31.25,3,4,3,3,0,1,0.75,False,,0.0,0
1764,11,0.03416149068322981,2.063943551143876e-05,0.331275720164609,0.05390823179857731,0.004219313675288677,0.8727272727272727,14.272727272727273,9,4,9,1,2,8,0.0909,False,0.058523,27.730849,8
3257,12,0.037267080745341616,0.00015382829279619203,0.3316168898043255,0.048639487911715865,0.004888525252541219,0.5757575757575758,11.916666666666666,7,4,6,0,7,4,0.0,True,0.101883,28.248894,2
3491,8,0.024844720496894408,0.00022509884354662902,0.3319587628865979,0.0320441806380828,0.0037211805317849678,0.6071428571428571,11.875,6,4,5,0,4,4,0.0,True,0.236297,21.977261,13
5511,7,0.021739130434782608,7.094805957057074e-06,0.32991803278688525,0.03350645553177386,0.003069704235996219,0.9047619047619048,14.714285714285714,7,4,6,0,2,5,0.0,True,0.120743,21.377558,2
5542,2,0.006211180124223602,0.0009502875697650141,0.31786771964462,0.021747232304035913,0.001927377755487938,0.0,55.0,2,4,2,2,0,0,1.0,False,1.0,1.0,0
5618,3,0.009316770186335404,0.005581943004610764,0.4192708333333333,0.07308229266363724,0.0026764201489414417,0.3333333333333333,86.66666666666667,3,4,3,2,0,1,0.6667,False,,0.0,0
5627,1,0.003105590062111801,0.0,0.30991337824831566,0.01996067884248449,0.0012443718168501168,0.0,95.0,2,4,1,1,0,0,1.0,False,,0.0,0
6453,7,0.021739130434782608,1.2577156014782993e-05,0.32991803278688525,0.03296508370392837,0.0030834449606916624,0.8571428571428571,14.285714285714286,7,4,6,0,4,3,0.0,True,0.175451,21.307276,0
6736,15,0.046583850931677016,0.012967946251214198,0.34623655913978496,0.023750873058127876,0.012053046647879102,0.0,2.933333333333333,2,4,3,1,14,0,0.0667,False,1.0,2.645751,1
