asn,degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,local_clustering,avg_neighbor_degree,node_clique_number,eccentricity,core_number,n_providers,n_customers,n_peers,provider_ratio,is_tier1,avg_ixp_cosine_dist,ixp_vector_norm,n_ixp_memberships
174,100,0.3205128205128205,0.05195283715696433,0.5297113752122241,0.23752041781225014,0.032548251290091305,0.09252525252525252,14.76,10,4,12,0,87,12,0.0,True,0.248373,161.811619,0
714,8,0.02564102564102564,4.0667288995452645e-05,0.45614035087719296,0.06107625576604276,0.0026939095578466864,0.8571428571428571,90.375,7,4,8,4,0,4,0.5,False,0.171987,29.410882,80
766,7,0.022435897435897436,0.0019231176818043233,0.4256480218281037,0.039575478938620644,0.0028385163396634767,0.42857142857142855,65.85714285714286,4,4,5,2,2,3,0.2857,False,0.274102,27.221315,4
1267,6,0.019230769230769232,0.002338864714375765,0.41324503311258276,0.03957497884920499,0.0024501369843190094,0.6,72.66666666666667,5,4,5,3,1,2,0.5,False,0.301923,23.937418,9
1299,81,0.2596153846153846,0.021586359654397563,0.5208681135225376,0.23430948473312196,0.024333357731906934,0.15617283950617283,19.493827160493826,10,4,12,0,71,10,0.0,True,0.161686,205.759568,0
2134,12,0.038461538461538464,0.01046820321240551,0.4256480218281037,0.027419829988519412,0.005022760008686317,0.16666666666666666,25.583333333333332,4,3,6,12,0,0,1.0,False,0.403457,16.792856,6
2856,2,0.00641025641025641,1.655166562904074e-05,0.3525423728813559,0.006156054298702808,0.001099669833045725,0.0,29.0,2,4,2,0,1,1,0.0,False,0.366367,8.660254,2
3257,52,0.16666666666666666,0.012855722505063904,0.49056603773584906,0.17982488171280717,0.015546155953234629,0.25565610859728505,26.096153846153847,10,4,12,0,41,10,0.0,True,0.134949,157.496032,2
3303,46,0.14743589743589744,0.011647350027219477,0.48297213622291024,0.14683225567678873,0.014322655211960644,0.20966183574879227,25.23913043478261,9,4,12,4,0,41,0.087,False,0.143756,91.782351,63
3320,22,0.07051282051282051,0.0015456315465733192,0.4351464435146444,0.0980154477579073,0.006644017457903679,0.49783549783549785,37.04545454545455,9,4,12,0,10,12,0.0,True,0.103084,89.0,7
3352,68,0.21794871794871795,0.30198953850851085,0.5611510791366906,0.020037931157894064,0.04883218532343408,0.0004389815627743635,5.4411764705882355,3,2,4,1,67,0,0.0147,False,0.391208,6.082763,3
3356,110,0.35256410256410253,0.06156212834802822,0.5541740674955595,0.2697519108322485,0.03574612814176007,0.10291909924937448,15.718181818181819,10,4,12,0,99,11,0.0,True,0.218299,219.852223,3
3816,3,0.009615384615384616,0.00019111798022106142,0.4357541899441341,0.015098941654542203,0.001437038398463571,0.3333333333333333,81.0,3,4,3,1,1,1,0.3333,False,0.619692,5.196152,0
5089,4,0.01282051282051282,2.2304865552453975e-05,0.4400564174894217,0.02679321704763859,0.001715434536814002,0.6666666666666666,89.25,4,4,4,2,1,1,0.5,False,0.538466,6.480741,2
5511,32,0.10256410256410256,0.004507350919968131,0.48297213622291024,0.13419969175198318,0.009843582539446965,0.40524193548387094,37.875,10,4,12,0,19,13,0.0,True,0.144263,109.325203,2
6147,7,0.022435897435897436,0.00040700230002055875,0.4469914040114613,0.03475893715004685,0.002707841255778847,0.5238095238095238,62.142857142857146,5,4,6,4,3,0,0.5714,False,0.297734,20.297783,1
6400,5,0.016025641025641024,0.00013055777872679047,0.4438122332859175,0.03489839725918293,0.0021058708365724443,0.7,88.6,5,4,4,4,0,0,0.8,False,0.481223,3.0,0
6453,46,0.14743589743589744,0.0054761408899802145,0.4890282131661442,0.1692387436275939,0.013503561964367704,0.30241545893719807,28.869565217391305,10,4,12,0,36,9,0.0,True,0.12117,143.600139,0
6507,7,0.022435897435897436,0.00026811658742238807,0.4515195369030391,0.044320188055976734,0.00246043738517203,0.6666666666666666,75.14285714285714,5,4,7,4,0,3,0.5714,False,0.309927,13.228757,86
6568,4,0.01282051282051282,0.0,0.44635193133047213,0.03782631010347632,0.001662871032630158,1.0,130.25,5,4,4,3,0,1,0.75,False,0.252384,20.124612,3
6713,4,0.01282051282051282,0.0,0.4425531914893617,0.031174786359383477,0.0016356136509136116,1.0,101.75,5,4,4,4,0,0,1.0,False,0.554298,6.082763,0
