window_start,window_id,collector,adj_eig_ratio_1_2,innermost_core_size,kirchhoff_index,rich_club_p75,rich_club_p90,rich_club_p95,symmetry_ratio,as_path_avg,as_path_max,edit_distance_avg,edit_distance_max,unique_as_path_max,flaps,nadas,vf_rate_delta,ego_filter_ratio,ego_origin_violations,ego_valley_free_paths_total,std_edge_ixp_cosine_dist,unique_peers,assortativity,betweenness_centrality,clustering_avg_local,core_std,degeneracy,eigenvector_centrality,frac_p2p_edges,n_customers,number_rare_ases,pagerank,rich_club_p25,avg_edge_ixp_cosine_dist,avg_ixp_cosine_dist,as_path_std,edit_distance_dict_0,ego_avg_violation_depth,ego_max_violation_depth,ego_valley_free_violations,ann_wd_ratio,new_prefixes,origin_changes
2025-11-01 00:50:00+00:00,20251101_0050,rrc04,1.258590185386713,17,79357.05790641333,0.0852359208523592,0.19556451612903225,0.20588235294117646,15.6,3.5,4,1.3333333333333333,2,4,0,57,0.085913,0.014595595650659186,0,42045,0.345455,7,-0.38889875904761023,0.1575610695350654,0.2810064229196861,1.2031944743546956,6,0.11699700777023053,0.2195,19.0,4,0.01662119586646524,0.02972368515980088,0.379523,0.399932,0.5773502691896257,0,0.5214,0.8333,18380,0.005050505050505051,0,1
2025-11-01 00:55:00+00:00,20251101_0055,rrc04,1.268588543909398,17,79364.7501300752,0.08485540334855403,0.1935483870967742,0.20588235294117646,15.6,5.985207100591716,8,2.396078431372549,6,12,17,46,0.029799,0.015253618168306232,0,61909,0.34549,8,-0.38907024440291044,0.15756106953506532,0.2791159135441468,1.2031944743546956,6,0.11693510362733932,0.2182,19.0,3,0.016625247027350815,0.02965154029290816,0.382606,0.399932,0.9354952916298392,10,0.5263,0.8571,31263,0.38717067583046966,82,22
2025-11-01 01:00:00+00:00,20251101_0100,rrc04,1.268588543909398,17,79364.7501300752,0.08485540334855403,0.1935483870967742,0.20588235294117646,15.6,6.576923076923077,9,1.6521739130434783,3,9,1,54,0.051689,0.03369580518018018,0,43708,0.34549,8,-0.38907024440291044,0.1575610695350654,0.2791159135441468,1.2031944743546956,6,0.1169351036273393,0.2182,19.0,8,0.016625247027350815,0.02965154029290816,0.382606,0.399932,1.474396877996611,2,0.5291,0.8571,19243,0.013763896241397565,2,3
2025-11-01 01:05:00+00:00,20251101_0105,rrc04,1.258590185386713,17,79357.05790641333,0.0852359208523592,0.19556451612903225,0.20588235294117646,15.6,7.0,7,0.0,0,1,0,45,0.060673,0.01979763971452119,0,46265,0.345455,6,-0.38889875904761023,0.1575610695350653,0.2810064229196861,1.2031944743546956,6,0.11699700777023049,0.2195,19.0,7,0.01662119586646524,0.02972368515980088,0.379523,0.399932,0.0,0,0.4951,0.8333,23323,0.0008865248226950354,0,0
2025-11-01 01:10:00+00:00,20251101_0110,rrc04,1.258590185386713,17,79357.05790641333,0.0852359208523592,0.19556451612903225,0.20588235294117646,15.6,3.5,4,0.6666666666666666,1,2,0,35,0.036873,0.012207959793534366,0,45413,0.345455,6,-0.38889875904761023,0.15756106953506532,0.2810064229196861,1.2031944743546956,6,0.11699700777023053,0.2195,19.0,1,0.01662119586646524,0.02972368515980088,0.379523,0.399932,0.5773502691896257,1,0.5371,0.8333,16567,0.005594405594405594,1,0
2025-11-01 01:15:00+00:00,20251101_0115,rrc04,1.268588543909398,17,79364.7501300752,0.08485540334855403,0.1935483870967742,0.20588235294117646,15.6,7.487179487179487,11,1.8,4,11,1,35,0.074147,0.013957566193231633,0,44851,0.34549,8,-0.38907024440291044,0.15756106953506532,0.2791159135441468,1.2031944743546956,6,0.11693510362733929,0.2182,19.0,8,0.016625247027350815,0.02965154029290816,0.382606,0.399932,1.6522997509340045,3,0.5051,0.8571,26065,0.05151915455746367,3,3
2025-11-01 01:20:00+00:00,20251101_0120,rrc04,1.268588543909398,17,79364.7501300752,0.08485540334855403,0.1935483870967742,0.20588235294117646,15.6,3.8333333333333335,4,1.6,2,6,0,71,0.037569,0.013497499927743576,0,55323,0.34549,8,-0.38907024440291044,0.1575610695350654,0.2791159135441468,1.2031944743546956,6,0.11693510362733929,0.2182,19.0,9,0.016625247027350815,0.02965154029290816,0.382606,0.399932,0.40824829046386296,0,0.5297,0.8333,22623,0.00646551724137931,0,1
2025-11-01 01:25:00+00:00,20251101_0125,rrc04,1.258590185386713,17,79357.05790641333,0.0852359208523592,0.19556451612903225,0.20588235294117646,15.6,7.861111111111111,11,1.121212121212121,4,7,1,40,0.052461,0.01732304777371769,0,42161,0.345455,9,-0.38889875904761023,0.1575610695350654,0.2810064229196861,1.2031944743546956,6,0.11699700777023046,0.2195,19.0,7,0.01662119586646524,0.02972368515980088,0.379523,0.399932,2.5762960985301335,7,0.5053,0.8,19420,0.04186046511627907,2,2
2025-11-01 01:30:00+00:00,20251101_0130,rrc04,1.258590185386713,17,79357.05790641333,0.0852359208523592,0.19556451612903225,0.20588235294117646,15.6,6.9,11,2.0,3,6,1,67,0.027812,0.011893766305316546,0,48764,0.345455,7,-0.38889875904761023,0.15756106953506532,0.2810064229196861,1.2031944743546956,6,0.11699700777023048,0.2195,19.0,19,0.01662119586646524,0.02972368515980088,0.379523,0.399932,2.378141197564929,0,0.5384,0.8333,18094,0.013812154696132596,1,1
2025-11-01 01:35:00+00:00,20251101_0135,rrc04,1.258590185386713,17,79357.05790641333,0.0852359208523592,0.19556451612903225,0.20588235294117646,15.6,6.238095238095238,8,1.9444444444444444,4,8,0,37,0.045492,0.011579104527131269,0,50031,0.345455,9,-0.38889875904761023,0.15756106953506538,0.2810064229196861,1.2031944743546956,6,0.11699700777023055,0.2195,19.0,7,0.01662119586646524,0.02972368515980088,0.379523,0.399932,1.445847914020071,2,0.5078,0.8,20844,0.0310192023633678,0,1
2025-11-01 01:40:00+00:00,20251101_0140,rrc04,1.268588543909398,17,79364.7501300752,0.08485540334855403,0.1935483870967742,0.20588235294117646,15.6,6.818181818181818,11,1.55,3,12,1,40,0.081129,0.014147589933172187,0,42205,0.34549,8,-0.38907024440291044,0.1575610695350654,0.2791159135441468,1.2031944743546956,6,0.11693510362733929,0.2182,19.0,4,0.016625247027350815,0.02965154029290816,0.382606,0.399932,3.4728383291777436,0,0.5356,0.8333,22381,0.028423772609819122,1,1
2025-11-01 01:45:00+00:00,20251101_0145,rrc04,1.268588543909398,17,79364.7501300752,0.08485540334855403,0.1935483870967742,0.20588235294117646,15.6,6.666666666666667,9,2.0,4,16,2,48,0.08008,0.013491939880071645,0,40146,0.34549,9,-0.38907024440291044,0.1575610695350654,0.2791159135441468,1.2031944743546956,6,0.11693510362733933,0.2182,19.0,5,0.016625247027350815,0.02965154029290816,0.382606,0.399932,1.6096301099659793,3,0.5182,0.8333,22723,0.06944444444444445,2,3
2025-11-01 01:50:00+00:00,20251101_0150,rrc04,1.268588543909398,17,79364.7501300752,0.08485540334855403,0.1935483870967742,0.20588235294117646,15.6,4.769230769230769,8,1.4545454545454546,2,6,1,38,0.020587,0.013117175411450275,0,47840,0.34549,6,-0.38907024440291044,0.15756106953506532,0.2791159135441468,1.2031944743546956,6,0.11693510362733932,0.2182,19.0,5,0.016625247027350815,0.02965154029290816,0.382606,0.399932,1.9644272343292226,0,0.5303,0.8333,17736,0.017735334242837655,0,1
2025-11-01 01:55:00+00:00,20251101_0155,rrc04,1.268588543909398,17,79364.7501300752,0.08485540334855403,0.1935483870967742,0.20588235294117646,15.6,3.9,4,2.2222222222222223,3,10,0,57,0.075611,0.015011037527593819,0,43239,0.34549,8,-0.38907024440291044,0.15756106953506532,0.2791159135441468,1.2031944743546956,6,0.11693510362733929,0.2182,19.0,5,0.016625247027350815,0.02965154029290816,0.382606,0.399932,0.31622776601683794,0,0.519,0.8571,21946,0.011904761904761904,0,1
2025-11-01 02:00:00+00:00,20251101_0200,rrc04,1.258590185386713,17,79357.05790641333,0.0852359208523592,0.19556451612903225,0.20588235294117646,15.6,6.625,8,1.4285714285714286,3,10,0,40,0.095049,0.014547658736172147,0,46893,0.345455,7,-0.38889875904761023,0.1575610695350654,0.2810064229196861,1.2031944743546956,6,0.1169970077702305,0.2195,19.0,6,0.01662119586646524,0.02972368515980088,0.379523,0.399932,1.3601470508735443,2,0.5376,0.8571,21488,0.01694915254237288,1,1
2025-11-01 02:05:00+00:00,20251101_0205,rrc04,1.268588543909398,17,79364.7501300752,0.08485540334855403,0.1935483870967742,0.20588235294117646,15.6,7.13265306122449,9,1.935483870967742,4,7,0,37,-0.059351,0.007314417908416684,0,121290,0.34549,9,-0.38907024440291044,0.15756106953506532,0.2791159135441468,1.2031944743546956,6,0.11693510362733932,0.2182,19.0,14,0.016625247027350815,0.02965154029290816,0.382606,0.399932,1.2164492684061943,0,0.5133,0.875,22216,0.2229806598407281,164,1
2025-11-01 02:10:00+00:00,20251101_0210,rrc04,1.250143783322978,9,79346.151983118,0.08561643835616438,0.19696969696969696,0.20588235294117646,15.6,6.3780821917808215,9,2.6282722513089007,4,9,18,44,0.043607,0.016308476486877253,0,59189,0.345548,8,-0.3885784263419463,0.1575610695350653,0.28151398390628896,1.30420286505573,7,0.11700522745705949,0.2191,19.0,11,0.01661722008996128,0.0297958300266936,0.377009,0.399932,0.9344221013843919,1,0.5195,0.8571,23526,0.3778467908902691,10,18
2025-11-01 02:15:00+00:00,20251101_0215,rrc04,1.260074694732934,17,79353.7850249389,0.0852359208523592,0.19507575757575757,0.20588235294117646,15.6,3.75,4,1.8571428571428572,3,8,0,36,0.061827,0.01769610345414327,0,42380,0.345602,7,-0.3887509751192877,0.15756106953506524,0.2796900081302174,1.2031944743546956,6,0.11699634203401228,0.2178,19.0,9,0.016621196089740033,0.02972368515980088,0.380059,0.399932,0.4629100498862757,0,0.5265,0.8571,21636,0.008620689655172414,0,1
2025-11-01 02:20:00+00:00,20251101_0220,rrc04,1.250143783322978,9,79346.151983118,0.08561643835616438,0.19696969696969696,0.20588235294117646,15.6,5.35,8,1.8125,3,9,0,73,0.032929,0.017962757727716633,0,74021,0.345548,9,-0.3885784263419463,0.15756106953506532,0.28151398390628896,1.30420286505573,7,0.11700522745705949,0.2191,19.0,5,0.01661722008996128,0.0297958300266936,0.377009,0.399932,2.007223796297028,1,0.5082,0.8571,20935,0.012368583797155226,3,2
