window_start,window_id,collector,adj_eig_ratio_1_2,innermost_core_size,kirchhoff_index,rich_club_p75,rich_club_p90,rich_club_p95,symmetry_ratio,as_path_avg,as_path_max,edit_distance_avg,edit_distance_max,unique_as_path_max,flaps,nadas,vf_rate_delta,ego_filter_ratio,ego_origin_violations,ego_valley_free_paths_total,std_edge_ixp_cosine_dist,unique_peers,assortativity,betweenness_centrality,clustering_avg_local,core_std,degeneracy,eigenvector_centrality,frac_p2p_edges,n_customers,number_rare_ases,pagerank,rich_club_p25,avg_edge_ixp_cosine_dist,avg_ixp_cosine_dist,as_path_std,edit_distance_dict_0,ego_avg_violation_depth,ego_max_violation_depth,ego_valley_free_violations,ann_wd_ratio,new_prefixes,origin_changes
2025-11-01 00:00:00+00:00,20251101_0000,rrc05,2.8743818559812366,27,43218.82476953351,0.26452494873547505,0.5685483870967742,0.7647058823529411,32.2,3.5483658593933693,8,1.5735066542865985,6,69,50,918,0.024946,0.08207178996217032,0,190825,0.193647,15,-0.4271828657930831,0.29110150284091585,0.5724849066470314,4.340910271374771,15,0.014961931246380086,0.2405,74.0,136,0.046105466422344046,0.06191936083240431,0.247207,0.381388,0.9953453019951494,1612,0.5105,0.875,23815,6.210572429906542,0,23
2025-11-01 00:05:00+00:00,20251101_0005,rrc05,2.867738749346164,27,43054.31995480182,0.26452494873547505,0.5827956989247312,0.7647058823529411,32.2,3.5724365365442137,7,1.5299097590473532,5,63,40,780,0.043353,0.0600046753694157,0,124611,0.194112,14,-0.4264227580880015,0.29207645325349324,0.5715043436773362,4.345743776736638,15,0.015012074588608806,0.2404,74.0,19,0.046254412723622476,0.06214530275315417,0.247679,0.381398,1.1640065774781883,1797,0.4639,0.875,17359,8.19032663316583,1690,31
2025-11-01 00:10:00+00:00,20251101_0010,rrc05,2.8757402017887084,27,43212.494411039195,0.26452494873547505,0.5827956989247312,0.7647058823529411,32.2,3.4881908360888048,7,1.529112852000847,5,67,27,772,0.029478,0.06231500947068251,0,142674,0.193288,14,-0.4271568051693047,0.2910980164414155,0.5724169694674924,4.342594393093277,15,0.014940741375063992,0.239,74.0,13,0.04610216177196189,0.06196581196581197,0.246506,0.381329,1.161263908625515,1509,0.502,0.8571,17775,5.602999558888399,2377,15
2025-11-01 00:15:00+00:00,20251101_0015,rrc05,2.866474483027459,27,43051.50521661155,0.2648667122351333,0.5849462365591398,0.7647058823529411,32.2,3.44679919979995,7,0.6895368782161235,6,67,44,990,0.014328,0.11024854200472342,0,221883,0.194151,14,-0.42683001239200014,0.29189176744986806,0.5717315565729886,4.345743776736638,15,0.01502632934347106,0.2409,74.0,102,0.04622814908592679,0.062192204868439564,0.247351,0.381398,0.8619407374236386,12278,0.4749,0.875,22451,13.795601552393274,10898,13
2025-11-01 00:20:00+00:00,20251101_0020,rrc05,2.872941176001809,27,43230.37364837909,0.26452494873547505,0.5685483870967742,0.7647058823529411,32.2,3.5774179804005115,7,1.4846008799497172,4,69,56,798,0.022489,0.053579114657484356,0,133458,0.19371,13,-0.426739189004256,0.29115617195725113,0.5723713360274597,4.340594999745318,15,0.014969609730293942,0.2406,74.0,6,0.04611010788617572,0.061872909698996656,0.247173,0.381388,1.2604908587982178,1984,0.4143,0.8571,13266,9.690338563170933,104,26
2025-11-01 00:25:00+00:00,20251101_0025,rrc05,2.859844875627928,27,43068.62990396981,0.26666666666666666,0.5720430107526882,0.75,31.8,3.510291409381432,7,1.496361600895606,6,65,24,929,0.022399,0.08898042189438853,0,154293,0.194138,14,-0.42601464265384204,0.29210968236403406,0.5715448049262708,4.319661876324826,15,0.015167036127044831,0.2401,74.0,136,0.04627662340310561,0.06186389006144177,0.249481,0.381404,0.9848410819402215,1378,0.4795,0.875,19385,8.43013698630137,10872,12
2025-11-01 00:30:00+00:00,20251101_0030,rrc05,2.8620662938403862,28,43070.70374115027,0.2680701754385965,0.5705645161290323,0.7647058823529411,32.2,3.641137040714995,7,1.392391304347826,5,67,26,767,0.051879,0.05,0,104208,0.194785,13,-0.42499389482235006,0.2921466522541956,0.5717853460591978,4.3413351530509665,15,0.015077094781845154,0.2402,74.0,19,0.046267337224640034,0.06200459640729797,0.246717,0.381394,1.3122886308337052,1687,0.4933,0.8571,17108,3.369301547469678,254,16
2025-11-01 00:35:00+00:00,20251101_0035,rrc05,2.85612965207063,27,42884.60755689708,0.267719298245614,0.5827956989247312,0.7647058823529411,32.2,3.6135066582117945,7,1.4640155856062342,5,75,33,810,0.039899,0.05134166380758049,0,124200,0.195142,14,-0.4249001610870242,0.2930310430597117,0.5709190029387845,4.340276563240614,15,0.015148990967337553,0.24,74.0,8,0.04641175550698588,0.06227800142079091,0.247381,0.381403,1.3222700326416408,1607,0.4672,0.875,17874,4.951334379905808,274,11
2025-11-01 00:40:00+00:00,20251101_0040,rrc05,2.859988376574467,28,42892.82077914306,0.26842105263157895,0.5849462365591398,0.7647058823529411,32.6,3.7371787921500594,8,1.5717919075144509,5,72,45,724,0.06432,0.055542906124854345,0,125319,0.195276,14,-0.42422525203066447,0.29306496784865543,0.5712529973013981,4.349565775496306,15,0.015105622117395167,0.2399,74.0,15,0.046408962870148715,0.06232536111768885,0.246821,0.381403,1.3587200956913283,1394,0.4884,0.8571,26410,2.8660658794282163,92,15
2025-11-01 00:45:00+00:00,20251101_0045,rrc05,2.85888872213689,28,42911.85174836408,0.2724324324324324,0.5849462365591398,0.7647058823529411,32.2,3.5544375353306954,7,1.3575570635410241,6,69,25,727,0.052716,0.043597571565861436,0,125511,0.195254,14,-0.4251733252254094,0.29307496246409875,0.571719154798591,4.346836260793073,15,0.015119452400605396,0.2402,74.0,14,0.04641692063614785,0.06223064172389297,0.247212,0.381403,1.3828044547100224,1849,0.4781,0.8571,19420,3.6087311301509586,298,10
