window_start,window_id,collector,adj_eig_ratio_1_2,innermost_core_size,kirchhoff_index,rich_club_p75,rich_club_p90,rich_club_p95,symmetry_ratio,as_path_avg,as_path_max,edit_distance_avg,edit_distance_max,unique_as_path_max,flaps,nadas,vf_rate_delta,ego_filter_ratio,ego_origin_violations,ego_valley_free_paths_total,std_edge_ixp_cosine_dist,unique_peers,assortativity,betweenness_centrality,clustering_avg_local,core_std,degeneracy,eigenvector_centrality,frac_p2p_edges,n_customers,number_rare_ases,pagerank,rich_club_p25,avg_edge_ixp_cosine_dist,avg_ixp_cosine_dist,as_path_std,edit_distance_dict_0,ego_avg_violation_depth,ego_max_violation_depth,ego_valley_free_violations,ann_wd_ratio,new_prefixes,origin_changes
2025-11-01 00:00:00+00:00,20251101_0000,rrc04,2.804289837583161,24,40946.17496177133,0.24680306905370844,0.4946236559139785,0.7416666666666667,28.6,3.739164696611505,8,1.6049627791563275,6,34,31,236,0.090423,0.0371952586263729,0,39193,0.196022,9,-0.42749362090498283,0.30352873478082343,0.5881150098415939,3.3923177607425705,12,0.02005777462227337,0.2221,68.0,24,0.048650470168904336,0.06322897483118478,0.263546,0.391098,1.1824706784787058,372,0.5222,0.875,15959,8.968197879858657,0,81
2025-11-01 00:05:00+00:00,20251101_0005,rrc04,2.8017101144173333,24,40962.192197727934,0.24680306905370844,0.4946236559139785,0.7416666666666667,28.6,3.3822916666666667,8,1.4072081764389457,5,28,28,462,0.02455,0.05642995772738149,0,50646,0.196101,9,-0.4269509531757918,0.30357601810093005,0.5884890078341268,3.392124912255089,12,0.02008576805023898,0.2223,68.0,31,0.04865573692729692,0.06316758747697974,0.2635,0.391098,1.166288198010993,331,0.4881,0.8571,18194,2.10989010989011,823,64
2025-11-01 00:10:00+00:00,20251101_0010,rrc04,2.7595110344305294,24,40946.97015074669,0.24680306905370844,0.4946236559139785,0.75,28.6,3.6901408450704225,8,1.4597315436241611,5,32,43,343,0.04253,0.04150382561787857,0,46165,0.196426,10,-0.42935462088618725,0.30357520502679675,0.5886130494241201,3.3923177607425705,12,0.019920316958709973,0.2221,68.0,14,0.048650814061081356,0.06322897483118478,0.263816,0.391142,1.0355424243537072,294,0.5167,0.8333,19673,0.8897243107769424,151,40
2025-11-01 00:15:00+00:00,20251101_0015,rrc04,2.7515539125130375,24,40396.909691211295,0.25065847234416155,0.4946236559139785,0.75,28.2,3.949046109682435,9,1.4163715072805982,6,28,17,399,-0.018469,0.08566402814423922,0,178408,0.197653,10,-0.4291903453647237,0.3054188824547179,0.589846965723334,3.3919267742606247,12,0.020088983534986688,0.2211,68.0,146,0.048987099789829514,0.06325263811297331,0.264874,0.391174,0.7236019057667499,223,0.5059,0.875,21201,51.608024691358025,14091,84
2025-11-01 00:20:00+00:00,20251101_0020,rrc04,2.751323850658226,24,40398.1562393775,0.25021949078138717,0.4924731182795699,0.75,28.2,3.8601871101871104,8,1.6691176470588236,4,30,27,707,0.024478,0.06257472363750069,0,33813,0.197658,8,-0.42872179385021425,0.3054337616142083,0.5894318722310362,3.3919267742606247,12,0.020166306850531994,0.2204,68.0,11,0.048992261168226185,0.06319056486654252,0.265233,0.391174,1.0408680556272931,247,0.5048,0.8571,13664,1.3017591339648173,48,65
2025-11-01 00:25:00+00:00,20251101_0025,rrc04,2.732795693328386,24,40227.06699572807,0.2101232101232101,0.49032258064516127,0.7416666666666667,28.2,3.60731319554849,7,1.3633828996282529,5,29,10,429,0.086832,0.0467581743109028,0,36100,0.198505,9,-0.4274577772738133,0.3064924945550388,0.5868701094625061,3.3761261665699487,12,0.020555863388039955,0.22,68.0,19,0.04918301601489981,0.06321009352834098,0.26747,0.391195,1.0769933392667492,270,0.4893,0.8,18804,0.751044776119403,145,35
2025-11-01 00:30:00+00:00,20251101_0030,rrc04,2.7515539125130375,24,40396.909691211295,0.25065847234416155,0.4946236559139785,0.75,28.2,3.5723039215686274,7,1.6005067567567568,4,34,13,722,0.060125,0.045380731267920124,0,47676,0.197653,10,-0.4291903453647237,0.30541888245471777,0.589846965723334,3.3919267742606247,12,0.020088983534986688,0.2211,68.0,11,0.048987099789829514,0.06325263811297331,0.264874,0.391174,1.0038149600890856,219,0.5252,0.8571,19419,0.8390745501285347,417,33
2025-11-01 00:35:00+00:00,20251101_0035,rrc04,2.7515539125130375,24,40396.909691211295,0.25065847234416155,0.4946236559139785,0.75,28.2,3.3920248575867427,7,1.448780487804878,5,34,13,462,0.072907,0.04545181536983092,0,39677,0.197653,9,-0.4291903453647237,0.30541888245471777,0.589846965723334,3.3919267742606247,12,0.020088983534986685,0.2211,68.0,11,0.048987099789829514,0.06325263811297331,0.264874,0.391174,0.8933366407944573,290,0.4909,0.8333,17610,1.7618613138686132,683,40
2025-11-01 00:40:00+00:00,20251101_0040,rrc04,2.759309618906448,24,40408.93275460505,0.2127872127872128,0.4967741935483871,0.75,28.2,3.722391702257474,7,1.6770759403832505,5,28,18,247,0.019354,0.04487354695564095,0,41308,0.197699,8,-0.42994500861106544,0.3054169975205011,0.59086028787796,3.3907772193431267,12,0.020033313059017482,0.2211,68.0,11,0.048988392037698204,0.06325263811297331,0.264749,0.391174,1.0957483113097584,214,0.5135,0.8571,19495,1.4227430555555556,136,52
2025-11-01 00:45:00+00:00,20251101_0045,rrc04,2.7525613069208106,24,40395.40124391838,0.21212121212121213,0.4924731182795699,0.7416666666666667,28.2,3.662769784172662,8,1.4619140625,5,29,13,213,0.082199,0.022538383170387317,0,32296,0.197621,8,-0.4292943460122176,0.30542411745879816,0.5896732453085339,3.390981714125842,12,0.02019257679561017,0.2204,68.0,10,0.048992385676203704,0.06319056486654252,0.264884,0.391174,1.23062433170438,213,0.4964,0.8571,15922,7.4630872483221475,70,29
2025-11-01 00:50:00+00:00,20251101_0050,rrc04,2.759309618906448,24,40408.93275460505,0.2127872127872128,0.4967741935483871,0.75,28.2,3.638440860215054,7,1.6003616636528029,5,35,11,272,-0.01912,0.033353503126317914,0,39563,0.197699,11,-0.42994500861106544,0.3054169975205012,0.59086028787796,3.3907772193431267,12,0.020033313059017482,0.2211,68.0,14,0.048988392037698204,0.06325263811297331,0.264749,0.391174,1.1496852534971218,222,0.4961,0.8333,13164,4.495468277945619,363,35
2025-11-01 00:55:00+00:00,20251101_0055,rrc04,2.750606634836984,24,40411.2799462764,0.21212121212121213,0.4924731182795699,0.7416666666666667,28.2,3.667964404894327,8,1.3324607329842932,5,28,15,238,0.13377,0.03148971545893111,0,42796,0.197682,9,-0.42919204285900087,0.30543318930963453,0.5896879441829314,3.3907772193431267,12,0.020211753755702045,0.2206,68.0,16,0.04899740656131421,0.06312849162011173,0.265102,0.391174,1.0620102392702817,470,0.5155,0.8571,26020,2.561253561253561,219,49
2025-11-01 01:00:00+00:00,20251101_0100,rrc04,2.750606634836984,24,40411.2799462764,0.21212121212121213,0.4924731182795699,0.7416666666666667,28.2,4.159538066723695,10,1.892922794117647,6,37,48,226,0.001652,0.049707911036036036,0,35243,0.197682,8,-0.42919204285900087,0.3054331893096346,0.5896879441829314,3.3907772193431267,12,0.020211753755702045,0.2206,68.0,9,0.04899740656131421,0.06312849162011173,0.265102,0.391174,1.4774720081685881,256,0.517,0.8571,13755,4.80082135523614,135,98
2025-11-01 01:05:00+00:00,20251101_0105,rrc04,2.787454879801863,24,40408.04805259798,0.21312021312021312,0.4989247311827957,0.7583333333333333,28.2,4.235849056603773,8,1.777634130575307,6,28,23,201,0.029966,0.03689480421554702,0,38590,0.197465,9,-0.4289549154444657,0.30532525618437095,0.5922746657318781,3.3907772193431267,12,0.020085390905653075,0.2225,68.0,8,0.048973564404090876,0.0633147113594041,0.264066,0.391129,1.3901593417632867,227,0.471,0.8333,18273,4.1568627450980395,42,84
2025-11-01 01:10:00+00:00,20251101_0110,rrc04,2.8006589095538175,24,40409.255507137605,0.2127872127872128,0.4967741935483871,0.75,28.2,3.9315975286849074,7,1.682328907048008,5,34,14,339,0.01656,0.0575081499592502,0,32927,0.197372,11,-0.42841141174945097,0.30536549276772057,0.591215431290197,3.3907772193431267,12,0.02010777257966975,0.2219,68.0,8,0.04898777202224263,0.06325263811297331,0.264374,0.391129,1.040546132914042,312,0.5155,0.8333,11335,2.0214094558429974,230,82
