window_start,window_id,collector,adj_eig_ratio_1_2,innermost_core_size,kirchhoff_index,rich_club_p75,rich_club_p90,rich_club_p95,symmetry_ratio,as_path_avg,as_path_max,edit_distance_avg,edit_distance_max,unique_as_path_max,flaps,nadas,vf_rate_delta,ego_filter_ratio,ego_origin_violations,ego_valley_free_paths_total,std_edge_ixp_cosine_dist,unique_peers,assortativity,betweenness_centrality,clustering_avg_local,core_std,degeneracy,eigenvector_centrality,frac_p2p_edges,n_customers,number_rare_ases,pagerank,rich_club_p25,avg_edge_ixp_cosine_dist,avg_ixp_cosine_dist,as_path_std,edit_distance_dict_0,ego_avg_violation_depth,ego_max_violation_depth,ego_valley_free_violations,ann_wd_ratio,new_prefixes,origin_changes,discovered_label,event_id,binary_label,provenance,incident_type
2016-10-21T11:10:00+00:00,20161021_1110,rrc04,2.1877828779057125,42,3227523.897472123,0.0348423445685479,0.1042248995983935,0.201412622465254,199.6,4.311557306177346,11,1.8529645164947288,8,36,264,479,-0.000494,0.805487,0,10394,0.184339,8,-0.3877636396167336,0.1786812992765308,0.5943902960771572,4.087635926704029,19,0.0130733018845854,0.3036,91.0,264,0.0091078649607107,0.0077198238199682,0.316381,0.664317,1.489284672940284,832,0.2967,0.8571,1987,4.171943887775552,1110,24,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T11:15:00+00:00,20161021_1115,rrc04,2.1896335241475686,42,3227820.8737941445,0.0348313619540267,0.1042248995983935,0.2015265436318067,199.6,4.23790111842793,10,1.784176715879635,8,25,233,411,-0.000829,0.805415,0,9549,0.184372,8,-0.3878887070256039,0.1786846713511123,0.5943912054270611,4.084887814915039,19,0.0130480956020844,0.3036,91.0,80,0.0091083533901446,0.007717683981526,0.316396,0.664317,1.517014005277345,880,0.3065,0.8571,1646,4.179554390563565,297,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T11:20:00+00:00,20161021_1120,rrc04,2.1892453606070923,42,3227651.897077465,0.0348258706467661,0.1041606425702811,0.2012987012987013,199.6,4.053498985801217,11,1.701332963065815,8,35,198,351,-0.001106,0.793548,0,7872,0.184301,8,-0.3877764461306349,0.1786819007027713,0.5943539935690484,4.084076497900548,19,0.013053656576666,0.3036,91.0,100,0.009108353165692,0.007717683981526,0.316344,0.664317,1.436515206544005,1073,0.329,0.8571,1127,3.881889763779528,302,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T11:25:00+00:00,20161021_1125,rrc04,2.188960931643356,42,3227355.5830611764,0.0348313619540267,0.1042248995983935,0.2015265436318067,199.6,4.332852169482891,10,1.7581678063605777,8,40,253,546,-0.000256,0.831367,0,11768,0.184363,9,-0.3878565442745679,0.1786846149368135,0.594354730498935,4.0857309760812806,19,0.0130503893991872,0.3037,91.0,232,0.0091083055487329,0.0077106116197057,0.316407,0.664317,1.4356444633349166,899,0.3366,0.8571,1655,4.952481076534903,2112,1,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T11:30:00+00:00,20161021_1130,rrc04,2.188848103141894,42,3227658.355235125,0.0347052887106892,0.1042570281124498,0.2015265436318067,199.6,4.43588699829032,10,1.8962107208872456,8,38,310,508,-0.00048,0.845205,0,12269,0.184291,8,-0.3879046818029146,0.1786807810064502,0.5941366716714243,4.089171424957996,19,0.0130405148222815,0.3039,91.0,169,0.0091081028898593,0.0077226769378911,0.316241,0.664317,1.483729841611424,1159,0.3275,0.8571,1855,5.500671742051052,984,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T11:35:00+00:00,20161021_1135,rrc04,2.1893719004132657,42,3227643.34844606,0.0346998336197256,0.1041927710843373,0.201412622465254,200.0,4.54985754985755,10,1.8864101315148565,8,42,312,450,-0.000464,0.801232,0,11573,0.184174,8,-0.387688444518,0.1786828523985544,0.5941385174746637,4.088123964548416,19,0.0130438023416723,0.304,91.0,114,0.0091081053683353,0.0077219636584104,0.316074,0.664317,1.5090516412281565,1038,0.3183,0.8571,1881,4.0485844110450895,801,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T11:40:00+00:00,20161021_1140,rrc04,2.18940662276646,42,3225576.593935722,0.0346943785287619,0.1041927710843373,0.201412622465254,200.0,4.493185550082102,10,1.9281743580693549,7,38,278,511,-0.000537,0.83315,0,12144,0.18413,10,-0.3875491775483264,0.17874496539029,0.5940894348301506,4.088224612554407,19,0.0130474866271764,0.3041,91.0,56,0.0091113621140857,0.0077283384072424,0.316008,0.664306,1.5259324552568316,896,0.308,0.8571,1747,5.08347245409015,403,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T11:45:00+00:00,20161021_1145,rrc04,2.190506211005152,42,3227365.049528555,0.0347818948059766,0.1041927710843373,0.201412622465254,200.4,5.204523319987015,11,2.0588577749315946,9,49,306,424,-2.1e-05,0.862645,0,18433,0.184186,9,-0.3875054930764597,0.1786834550735376,0.5947535273242468,4.085879625849236,19,0.013056693630748,0.304,91.0,58,0.0091080511839472,0.0077134613329533,0.316005,0.664268,1.6260570619330554,1998,0.2802,0.875,2538,6.404019404019404,828,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T11:50:00+00:00,20161021_1150,rrc04,2.1895840331222787,42,3231605.848876552,0.0347107438016528,0.1042248995983935,0.201412622465254,200.0,4.252244083779128,10,1.7633184221228142,8,36,279,490,-0.000799,0.802366,0,10986,0.184173,8,-0.387209823771143,0.1786232336712915,0.5937430179699503,4.088420136577087,19,0.013027843275651,0.3042,91.0,108,0.0091051270484267,0.0077226769378911,0.315972,0.664302,1.388010770515998,910,0.3018,0.8571,1619,4.141569658280135,599,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T11:55:00+00:00,20161021_1155,rrc04,2.1883782702943946,42,3231285.4567966177,0.0346289983199308,0.1042248995983935,0.2015265436318067,200.0,4.266915621943629,10,1.859521943573668,9,29,237,380,-0.001087,0.824735,0,11223,0.184149,9,-0.387647661178163,0.1786218488712089,0.5938555233819094,4.08778659519997,19,0.0130294945379495,0.3041,91.0,83,0.0091048367059964,0.0077248167763333,0.315983,0.664322,1.470400326786606,1073,0.2875,0.8571,1934,4.763659466327828,611,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T12:00:00+00:00,20161021_1200,rrc04,2.188356797130121,42,3233405.5304910545,0.0345746986907136,0.1042570281124498,0.201412622465254,200.0,4.483997439590334,11,1.936873936873937,8,32,280,597,-0.0025,0.832439,0,12410,0.184099,9,-0.3877778321587671,0.1786000370142761,0.5939895327471205,4.089855430757705,19,0.0130059138718246,0.3044,91.0,263,0.0091139561252834,0.0077234353293199,0.315811,0.664322,1.528667654195876,1015,0.3169,0.875,2810,5.185892116182573,1321,5,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T12:05:00+00:00,20161021_1205,rrc04,2.188279712321316,42,3233512.083162072,0.0345638602271742,0.1042248995983935,0.201412622465254,200.0,5.644434208506064,11,2.03601432540081,8,27,1131,492,-0.0004,0.822948,0,32541,0.184122,8,-0.3878656010855514,0.1786000483008278,0.5941706625067495,4.088307462904952,19,0.0130002547468191,0.3043,91.0,101,0.0091140304991367,0.0077220104726961,0.315883,0.664322,1.5839321845013576,2245,0.2973,0.875,5397,4.667478859108499,2175,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T12:10:00+00:00,20161021_1210,rrc04,2.188354511859309,42,3229173.2890472407,0.034585537154253,0.104289156626506,0.2015265436318067,200.0,4.989689620172018,10,2.021527332127647,8,37,320,456,-0.000846,0.871568,0,18696,0.184069,9,-0.3879032057377778,0.1786563063915075,0.5943616737320034,4.090148509989434,19,0.0130025141916295,0.3046,91.0,100,0.0091168965030354,0.0077255726142556,0.315803,0.664322,1.551705459531177,1696,0.3257,0.875,1940,6.851756954612006,1014,7,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
2016-10-21T12:15:00+00:00,20161021_1215,rrc04,2.1893844902591155,42,3231004.6484497967,0.034585537154253,0.104289156626506,0.2016404647983595,200.0,5.400921658986175,11,1.9250730432108256,8,33,922,449,-0.000332,0.803778,0,29059,0.184022,9,-0.3882063614512915,0.1786582797395309,0.5951922232232384,4.089411285822314,19,0.0129998606529632,0.3044,91.0,224,0.0091170465960404,0.0077248601859437,0.315644,0.664317,1.6214045204367007,2017,0.3154,0.875,3589,4.109964664310954,2151,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack
