asn,degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,local_clustering,avg_neighbor_degree,node_clique_number,eccentricity,core_number,n_providers,n_customers,n_peers,provider_ratio,is_tier1,avg_ixp_cosine_dist,ixp_vector_norm,n_ixp_memberships
174,102,0.32484076433121023,0.057783128529457405,0.5313028764805414,0.23720012043726732,0.0331116399020982,0.09007959619491361,14.637254901960784,10,4,12,0,89,12,0.0,True,0.251965,162.385344,0
714,8,0.025477707006369428,3.924523120287227e-05,0.45507246376811594,0.06053324752090184,0.002664077096069896,0.8571428571428571,91.25,7,4,8,4,0,4,0.5,False,0.172763,29.410882,80
766,7,0.02229299363057325,0.0019634114353437983,0.4272108843537415,0.03935673081890348,0.0028128633231386813,0.42857142857142855,67.14285714285714,4,4,5,2,2,3,0.2857,False,0.274764,27.221315,4
1267,6,0.019108280254777073,0.002352530347693125,0.41424802110817943,0.039523985575341064,0.002425043066118655,0.6,74.33333333333333,5,4,5,3,1,2,0.5,False,0.302028,23.937418,9
1299,83,0.2643312101910828,0.02242889622296541,0.521594684385382,0.2349698419345702,0.024724119374089026,0.15163091389950045,19.289156626506024,10,4,12,0,72,10,0.0,True,0.166792,206.266817,0
2134,12,0.038216560509554146,0.010488514200421968,0.42837653478854026,0.027156334989955535,0.0049779743634684945,0.16666666666666666,26.0,4,3,6,12,0,0,1.0,False,0.403654,16.792856,6
2856,2,0.006369426751592357,1.6382202270530986e-05,0.35241301907968575,0.006058849739140172,0.0010909093971666049,0.0,29.0,2,4,2,0,1,1,0.0,False,0.366367,8.660254,2
3257,54,0.17197452229299365,0.012972517195227146,0.49139280125195617,0.1817488874097066,0.015969553496156988,0.2445842068483578,25.5,10,4,12,0,43,10,0.0,True,0.134779,157.990506,2
3303,46,0.1464968152866242,0.011568630881182748,0.4823348694316436,0.14537912110108955,0.014184905826868406,0.20966183574879227,25.5,9,4,12,4,0,41,0.087,False,0.143175,91.782351,63
3320,22,0.07006369426751592,0.0015538868844131213,0.4367176634214187,0.09691706994747347,0.006584273001337984,0.49783549783549785,37.5,9,4,12,0,10,12,0.0,True,0.104151,89.0,7
3352,69,0.2197452229299363,0.3035545774091387,0.5617173524150268,0.019852336666404558,0.04882424549514882,0.00042625745950554135,5.405797101449275,3,2,4,1,67,0,0.0145,False,0.391273,6.082763,3
3356,114,0.36305732484076436,0.06532905931283235,0.5567375886524822,0.27204726010544467,0.036824565118543706,0.09734513274336283,15.368421052631579,10,4,12,0,100,11,0.0,True,0.224891,221.424931,3
3816,4,0.012738853503184714,0.00023082363895014034,0.4422535211267606,0.02457004556804339,0.0016958979407360243,0.3333333333333333,89.5,3,4,4,1,1,1,0.25,False,0.582651,5.477226,0
5089,4,0.012738853503184714,1.4583884468502201e-05,0.43916083916083914,0.027030102806247815,0.0016726483271628945,0.6666666666666666,90.5,4,4,4,2,1,1,0.5,False,0.565987,6.480741,2
5511,32,0.10191082802547771,0.0037891279946931,0.4823348694316436,0.13475008248915712,0.009555698625256076,0.4173387096774194,38.46875,10,4,12,0,19,13,0.0,True,0.128498,111.085553,2
6147,7,0.02229299363057325,0.00041025059928896765,0.4466571834992888,0.03439524820911464,0.002684723346104511,0.5238095238095238,62.57142857142857,5,4,6,4,3,0,0.5714,False,0.302353,20.297783,1
6400,5,0.01592356687898089,0.00013931200755627006,0.4435028248587571,0.034495210525042966,0.002085162571576416,0.7,89.0,5,4,4,4,0,0,0.8,False,0.482173,3.0,0
6453,44,0.14012738853503184,0.004778880494342434,0.4868217054263566,0.16363638120510116,0.012715099104781665,0.3181818181818182,30.09090909090909,10,4,12,0,34,9,0.0,True,0.11185,142.684968,0
6507,7,0.02229299363057325,0.0002621330084985711,0.45050215208034433,0.04403104494763877,0.0024325014331160887,0.6666666666666666,76.0,5,4,7,4,0,3,0.5714,False,0.310154,13.228757,86
6568,4,0.012738853503184714,0.0,0.4453900709219858,0.03780884180754763,0.0016433910537547779,1.0,132.25,5,4,4,3,0,1,0.75,False,0.252716,20.124612,3
6713,4,0.012738853503184714,0.0,0.4422535211267606,0.03105267706383092,0.0016135479412225514,1.0,102.5,5,4,4,4,0,0,1.0,False,0.555798,6.082763,0
6730,15,0.04777070063694268,0.005615021210865616,0.41534391534391535,0.051583678907382885,0.004991992572067212,0.3142857142857143,28.133333333333333,6,4,10,1,2,12,0.0667,False,0.193435,103.687029,5
6739,5,0.01592356687898089,0.001228365103315702,0.2945590994371482,0.0004379719710625701,0.0039869384913743125,0.0,2.6,2,4,2,0,5,0,0.0,False,,0.0,0
6752,6,0.019108280254777073,1.3608901188653266e-06,0.4492131616595136,0.045826173697888606,0.002145061011386604,0.9333333333333333,95.83333333333333,6,4,6,5,0,1,0.8333,False,0.211873,35.24202,3
6762,62,0.19745222929936307,0.013238570219607776,0.4952681388012618,0.17874639236877787,0.01968946627926843,0.16604970914859862,21.387096774193548,10,4,12,0,53,9,0.0,True,0.188013,146.229272,12
6805,2,0.006369426751592357,0.0,0.4422535211267606,0.021978916636887773,0.0010988856962876863,1.0,176.5,3,4,2,1,0,1,0.5,False,0.308148,18.814888,6
6813,1,0.0031847133757961785,0.0,0.36009174311926606,0.0006971879681538664,0.0010776484645806507,0.0,69.0,2,3,1,1,0,0,1.0,False,0.335589,1.732051,0
6830,29,0.09235668789808918,0.0015485004084469527,0.4707646176911544,0.12943190994055828,0.00839406728328403,0.4802955665024631,40.172413793103445,10,4,12,0,10,19,0.0,True,0.108655,132.064378,18
6939,139,0.4426751592356688,0.1173340896140857,0.5869158878504673,0.29231020632610505,0.04661038970442454,0.0662079032426233,12.532374100719425,10,4,12,3,17,113,0.0216,False,0.227939,216.956217,327
7004,4,0.012738853503184714,0.0002352356678278583,0.4453900709219858,0.02489605145739396,0.0017319257748818976,0.5,94.25,4,4,4,1,1,2,0.25,False,0.307872,19.052559,1
7438,3,0.009554140127388536,0.00031099308531705417,0.43490304709141275,0.015216072920395587,0.001444117827797614,0.6666666666666666,79.66666666666667,3,4,3,2,1,0,0.6667,False,0.486498,6.244998,1
7726,3,0.009554140127388536,0.00010663639382611244,0.43793584379358436,0.023493148104974087,0.0013971320658485876,0.6666666666666666,114.33333333333333,3,4,3,3,0,0,1.0,False,0.349258,9.165151,0
7782,2,0.006369426751592357,4.7480533716941945e-05,0.3939774153074028,0.011375968899563724,0.0010843232570526547,0.0,78.0,2,4,2,1,1,0,0.5,False,0.487248,18.165902,3
7979,7,0.02229299363057325,3.1288465357497473e-05,0.4577259475218659,0.057869328248630864,0.002451278574128132,0.8571428571428571,106.71428571428571,6,4,7,5,0,2,0.7143,False,0.197828,38.392708,10
8069,5,0.01592356687898089,2.5437007793899188e-06,0.4447592067988669,0.036407491375315335,0.001869363830032325,0.9,90.6,5,4,5,5,0,0,1.0,False,0.211387,14.899664,0
8075,10,0.03184713375796178,0.000467279666610314,0.45973645680819913,0.06737796682968492,0.0033028701024372634,0.6444444444444445,82.4,7,4,9,5,1,4,0.5,False,0.191176,26.134269,201
8220,61,0.1942675159235669,0.03421926211352985,0.46795827123695977,0.15244870886692805,0.020355734566767626,0.1185792349726776,16.311475409836067,8,4,12,3,19,39,0.0492,False,0.180369,182.893412,49
8301,5,0.01592356687898089,0.0,0.4466571834992888,0.0461654482524376,0.0018780262371642655,1.0,120.8,6,4,5,4,0,1,0.8,False,0.261744,19.313208,4
8414,2,0.006369426751592357,0.0,0.3108910891089109,0.002094287385821095,0.001225299738451935,1.0,10.0,3,4,2,2,0,0,1.0,False,0.619678,2.236068,0
8529,18,0.05732484076433121,0.0004051086057492032,0.43854748603351956,0.09311323936073132,0.005275340042427664,0.6209150326797386,48.5,8,4,12,8,8,2,0.4444,False,0.093734,79.724526,18
8544,4,0.012738853503184714,1.3608901188653266e-06,0.4472934472934472,0.03855942598676184,0.0016280148397822647,0.8333333333333334,134.5,4,4,4,3,0,1,0.75,False,0.295963,18.814888,4
8659,5,0.01592356687898089,0.003066238280658567,0.3871763255240444,0.008054179533959037,0.002742527142051722,0.2,33.2,3,3,3,4,1,0,0.8,False,0.473119,8.544004,0
8757,5,0.01592356687898089,2.2879347340007914e-05,0.45179856115107914,0.03845658318293959,0.0019091424948698209,0.8,103.0,4,4,5,2,1,2,0.4,False,0.155529,25.317978,8
8781,14,0.0445859872611465,0.00022637849288563702,0.43490304709141275,0.08040057086234845,0.004228328468955835,0.7252747252747253,56.785714285714285,8,4,12,7,5,2,0.5,False,0.120917,54.037024,8
8903,6,0.019108280254777073,0.007751530574885818,0.39746835443037976,0.02017476910381347,0.0033091796226586917,0.2,36.833333333333336,4,4,3,1,3,2,0.1667,False,0.585767,18.867962,2
10429,6,0.019108280254777073,0.0002512795062116546,0.44039270687237025,0.024235982246358975,0.0022438326823772947,0.3333333333333333,50.333333333333336,4,4,6,1,5,0,0.1667,False,0.24999,23.194827,0
10834,3,0.009554140127388536,1.3355826729587948e-05,0.43072702331961593,0.01514735198097608,0.0015246590704685549,0.6666666666666666,78.33333333333333,3,4,3,1,2,0,0.3333,False,0.479528,7.416198,0
11179,10,0.03184713375796178,0.0002981902992935904,0.45973645680819913,0.05624373201887077,0.0033314934843727607,0.6,66.1,6,4,8,10,0,0,1.0,False,0.138464,29.240383,2
