window_start,window_id,collector,discovered_label,event_id,binary_label,provenance,incident_type,innermost_core_size,rich_club_p90,symmetry_ratio,frac_p2p_edges,std_edge_ixp_cosine_dist,as_path_max,edit_distance_max,flaps,ego_origin_violations,unique_peers
2016-10-21T11:10:00+00:00,20161021_1110,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2433,0.240137,11,7,130,0,9
2016-10-21T11:15:00+00:00,20161021_1115,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2433,0.240137,10,7,148,0,8
2016-10-21T11:20:00+00:00,20161021_1120,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.243,0.239804,10,6,93,0,8
2016-10-21T11:25:00+00:00,20161021_1125,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2433,0.240137,10,6,119,0,8
2016-10-21T11:30:00+00:00,20161021_1130,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,18,0.5476923076923077,23.2,0.2454,0.240098,11,7,151,2,9
2016-10-21T11:35:00+00:00,20161021_1135,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,18,0.5476923076923077,23.2,0.2454,0.240098,9,7,184,0,8
2016-10-21T11:40:00+00:00,20161021_1140,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5446153846153846,23.2,0.2444,0.240197,10,8,154,0,10
2016-10-21T11:45:00+00:00,20161021_1145,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2433,0.240137,10,8,456,0,9
2016-10-21T11:50:00+00:00,20161021_1150,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,18,0.5446153846153846,23.2,0.2444,0.240037,9,6,152,0,10
2016-10-21T11:55:00+00:00,20161021_1155,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2433,0.240137,9,7,146,0,7
2016-10-21T12:00:00+00:00,20161021_1200,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2433,0.240137,11,8,180,0,8
2016-10-21T12:05:00+00:00,20161021_1205,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5446153846153846,23.2,0.2444,0.240197,10,7,931,0,8
2016-10-21T12:10:00+00:00,20161021_1210,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2444,0.240176,10,8,389,0,7
2016-10-21T12:15:00+00:00,20161021_1215,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.243,0.239804,10,7,813,0,7
2016-10-21T12:20:00+00:00,20161021_1220,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,18,0.5446153846153846,23.2,0.2444,0.240037,11,7,173,2,9
2016-10-21T12:25:00+00:00,20161021_1225,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.243,0.239804,10,6,223,0,7
2016-10-21T12:30:00+00:00,20161021_1230,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2433,0.240137,9,7,192,0,9
2016-10-21T12:35:00+00:00,20161021_1235,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2433,0.240137,9,6,130,0,9
2016-10-21T12:40:00+00:00,20161021_1240,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5446153846153846,23.2,0.2444,0.240197,10,7,327,0,9
2016-10-21T12:45:00+00:00,20161021_1245,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5446153846153846,23.2,0.2444,0.240197,12,9,357,0,8
2016-10-21T12:50:00+00:00,20161021_1250,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2437,0.240422,11,8,158,0,7
2016-10-21T12:55:00+00:00,20161021_1255,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2437,0.240422,10,7,128,0,8
2016-10-21T13:00:00+00:00,20161021_1300,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2437,0.240422,10,6,191,0,7
2016-10-21T13:05:00+00:00,20161021_1305,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5446153846153846,23.2,0.2447,0.240482,11,7,237,0,7
2016-10-21T13:10:00+00:00,20161021_1310,rrc05,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack,17,0.5415384615384615,23.2,0.2447,0.24046,11,8,1639,2,10
