window_start,window_id,collector,discovered_label,event_id,binary_label,provenance,incident_type,innermost_core_size,rich_club_p90,symmetry_ratio,frac_p2p_edges,std_edge_ixp_cosine_dist,as_path_max,edit_distance_max,flaps,ego_origin_violations,unique_peers
2016-10-21T11:10:00+00:00,20161021_1110,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1042248995983935,199.6,0.3036,0.184339,11,8,264,0,8
2016-10-21T11:15:00+00:00,20161021_1115,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1042248995983935,199.6,0.3036,0.184372,10,8,233,0,8
2016-10-21T11:20:00+00:00,20161021_1120,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1041606425702811,199.6,0.3036,0.184301,11,8,198,0,8
2016-10-21T11:25:00+00:00,20161021_1125,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1042248995983935,199.6,0.3037,0.184363,10,8,253,0,9
2016-10-21T11:30:00+00:00,20161021_1130,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1042570281124498,199.6,0.3039,0.184291,10,8,310,0,8
2016-10-21T11:35:00+00:00,20161021_1135,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1041927710843373,200.0,0.304,0.184174,10,8,312,0,8
2016-10-21T11:40:00+00:00,20161021_1140,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1041927710843373,200.0,0.3041,0.18413,10,7,278,0,10
2016-10-21T11:45:00+00:00,20161021_1145,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1041927710843373,200.4,0.304,0.184186,11,9,306,0,9
2016-10-21T11:50:00+00:00,20161021_1150,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1042248995983935,200.0,0.3042,0.184173,10,8,279,0,8
2016-10-21T11:55:00+00:00,20161021_1155,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1042248995983935,200.0,0.3041,0.184149,10,9,237,0,9
2016-10-21T12:00:00+00:00,20161021_1200,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1042570281124498,200.0,0.3044,0.184099,11,8,280,0,9
2016-10-21T12:05:00+00:00,20161021_1205,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1042248995983935,200.0,0.3043,0.184122,11,8,1131,0,8
2016-10-21T12:10:00+00:00,20161021_1210,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.104289156626506,200.0,0.3046,0.184069,10,8,320,0,9
2016-10-21T12:15:00+00:00,20161021_1215,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.104289156626506,200.0,0.3044,0.184022,11,8,922,0,9
2016-10-21T12:20:00+00:00,20161021_1220,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1041927710843373,200.0,0.3043,0.184049,11,8,272,0,9
2016-10-21T12:25:00+00:00,20161021_1225,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1046443839875631,200.0,0.3045,0.183978,11,8,287,0,10
2016-10-21T12:30:00+00:00,20161021_1230,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,43,0.1047415468324912,200.0,0.3045,0.184077,12,9,417,0,10
2016-10-21T12:35:00+00:00,20161021_1235,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1046767716025391,200.0,0.3044,0.184056,10,8,270,0,9
2016-10-21T12:40:00+00:00,20161021_1240,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,43,0.1035224182634541,200.8,0.306,0.183682,11,8,598,0,10
2016-10-21T12:45:00+00:00,20161021_1245,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as12880,1,historical,dos_attack,42,0.1046767716025391,200.0,0.304,0.184055,11,9,329,0,9
