window_start,window_id,collector,discovered_label,event_id,binary_label,provenance,incident_type,innermost_core_size,rich_club_p90,symmetry_ratio,frac_p2p_edges,std_edge_ixp_cosine_dist,as_path_max,edit_distance_max,flaps,ego_origin_violations,unique_peers
2016-10-21T11:10:00+00:00,20161021_1110,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2267414679756896,53.2,0.3169,0.157544,11,8,264,0,8
2016-10-21T11:15:00+00:00,20161021_1115,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2269752220663861,53.2,0.3168,0.157556,10,8,233,0,8
2016-10-21T11:20:00+00:00,20161021_1120,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2267414679756896,53.2,0.3168,0.157247,11,8,198,0,8
2016-10-21T11:25:00+00:00,20161021_1125,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2267414679756896,53.2,0.3169,0.157544,10,8,253,0,9
2016-10-21T11:30:00+00:00,20161021_1130,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2267414679756896,53.2,0.3169,0.157544,10,8,310,0,8
2016-10-21T11:35:00+00:00,20161021_1135,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2267414679756896,53.2,0.3169,0.157544,10,8,312,0,8
2016-10-21T11:40:00+00:00,20161021_1140,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2267414679756896,53.2,0.3169,0.157544,10,7,278,0,10
2016-10-21T11:45:00+00:00,20161021_1145,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2267414679756896,53.2,0.3168,0.157316,11,9,306,0,9
2016-10-21T11:50:00+00:00,20161021_1150,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2267414679756896,53.2,0.3169,0.157544,10,8,279,0,8
2016-10-21T11:55:00+00:00,20161021_1155,rrc04,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack,31,0.2267414679756896,53.2,0.3169,0.157544,10,9,237,0,9
