window_start,window_id,collector,algebraic_connectivity,frac_p2p_edges,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,std_edge_ixp_cosine_dist,symmetry_ratio,as_path_avg,as_path_max,as_path_std,edit_distance_avg,edit_distance_dict_5,unique_as_path_max,origin_changes,unique_peers,vf_rate_delta,ego_origin_violations,adj_eig_ratio_1_2,clustering_avg_local,pagerank,avg_ixp_cosine_dist,n_edges_missing_ixp_data,avg_path_length,edit_distance_max,ego_filter_ratio,flaps,n_customers,nadas,number_rare_ases
2025-11-01 00:15:00+00:00,20251101_0015,rrc04,0.2708591938438614,0.2209,13,0.0856164383561643,0.1975806451612903,0.2058823529411764,0.34572,15.6,4.985050505050505,9,1.6579402621836623,1.0666666666666669,0,2,0,8,0.132847,0,1.2496963427999197,0.2806435635747908,0.0166173812829228,0.399932,424,2.995477796723256,3,0.0160070360598065,1,19.0,36,52
2025-11-01 04:35:00+00:00,20251101_0435,rrc04,0.2709635460216056,0.2191,17,0.0840429470566456,0.1955645161290322,0.2058823529411764,0.345455,15.6,5.421774931381519,10,0.9379279002972442,1.7564377682403434,0,22,214,9,0.043547,1,1.2590600971847892,0.283049434356486,0.0166005268917877,0.399932,425,2.99440284676403,4,0.0799758921722613,155,19.0,51,3
2025-11-01 04:40:00+00:00,20251101_0440,rrc04,0.2709635460216041,0.2191,17,0.0840429470566456,0.1955645161290322,0.2058823529411764,0.345455,15.6,5.36217211228716,10,0.8359913083287955,2.056493884682586,0,15,229,8,0.000585,0,1.2590600971847892,0.283049434356486,0.0166005268917877,0.399932,425,2.99440284676403,4,0.0321751666213985,155,19.0,37,6
2025-11-01 06:30:00+00:00,20251101_0630,rrc04,0.277655258342564,0.226,9,0.0806561859193438,0.2193732193732193,0.2058823529411764,0.345548,16.0,8.282228116710876,11,0.987139878141871,2.204404291360813,20,22,103,8,0.028089,2,1.252290978992727,0.2816795162646812,0.0164135285029371,0.399932,433,2.9899603942157134,8,0.0332586202993049,80,19.0,58,6
2025-11-01 06:35:00+00:00,20251101_0635,rrc04,0.2975688423827788,0.1942,17,0.0810526315789473,0.2229885057471264,0.2666666666666666,0.293859,16.4,7.736246226098625,11,1.3376368575779454,2.3354519774011298,217,41,586,9,0.004713,1,1.2712255979149636,0.3116299251440133,0.0175218934997243,0.349897,424,2.917524750510882,9,0.1584901007900874,547,19.0,62,5
2025-11-01 06:40:00+00:00,20251101_0640,rrc04,0.2653492165135789,0.1921,9,0.084855403348554,0.210752688172043,0.2416666666666666,0.331132,16.0,6.775421686746988,10,1.0266591070313524,2.224671849114311,14,51,449,9,0.032836,0,1.2520636747761429,0.2922907110126005,0.0175635097910275,0.379918,411,2.92678592820349,7,0.1218368196088814,317,19.0,53,2
2025-11-01 06:45:00+00:00,20251101_0645,rrc04,0.2847625019694819,0.1982,16,0.0824561403508772,0.2056451612903226,0.2087912087912088,0.336766,16.2,6.747530864197531,10,1.4108351030581965,2.460167714884696,6,23,697,9,0.015462,0,1.2462756941823694,0.2925691663142785,0.0174896411832808,0.399932,410,2.914246759325207,7,0.0934051593640055,31,19.0,33,24
2025-11-01 06:50:00+00:00,20251101_0650,rrc04,0.2847591976502319,0.1968,9,0.0821052631578947,0.2036290322580645,0.2087912087912088,0.336269,16.0,6.22957704229577,10,1.1991201403899825,1.8341616531519749,22,19,705,9,0.023063,2,1.252520037444762,0.2931885012894416,0.0174941296471638,0.399932,410,2.9142671089314423,5,0.1806503546931862,24,19.0,33,15
2025-11-01 07:05:00+00:00,20251101_0705,rrc04,0.2848154475142745,0.1968,17,0.0817543859649122,0.2021505376344086,0.2087912087912088,0.341754,16.0,6.221324717285945,9,0.9891633823474584,1.8051391862955035,4,30,26,8,0.063465,0,1.2609047080753315,0.2908839208866848,0.0174824748743103,0.399932,409,2.91386011680674,8,0.0222618972381975,1,19.0,45,8
2025-11-01 07:10:00+00:00,20251101_0710,rrc04,0.2976329071711716,0.1943,17,0.0814035087719298,0.2,0.2087912087912088,0.341732,16.0,6.418552036199095,9,0.8979289263057099,2.656346749226006,14,21,24,9,0.08985,0,1.271620376938304,0.2875431752272719,0.0173589623737982,0.399932,412,2.9172393007836046,7,0.02296193014349,3,19.0,49,13
2025-11-01 07:40:00+00:00,20251101_0740,rrc04,0.2750935710234046,0.2186,17,0.0803144224196855,0.1875,0.2058823529411764,0.345455,16.0,6.908923218814849,12,1.3787917085313244,1.8569676153091264,0,15,248,9,0.029984,0,1.267168588513221,0.2846119879872978,0.0164856920443973,0.399932,431,2.9818734457032328,4,0.0618601363522356,0,19.0,694,5
2025-11-01 07:50:00+00:00,20251101_0750,rrc04,0.2592383307911879,0.2203,17,0.0803144224196855,0.1875,0.2058823529411764,0.345455,16.0,6.904335363668936,12,1.3019777542020965,2.008006405124099,0,17,238,9,0.012094,0,1.266649559782116,0.284609151880611,0.0164818818659944,0.399932,431,2.9848024316109423,4,0.0380880799544974,0,19.0,426,3
2025-11-01 07:55:00+00:00,20251101_0755,rrc04,0.2757308404037556,0.2199,17,0.0803144224196855,0.1875,0.2058823529411764,0.345455,16.0,6.852281368821293,12,1.2832549339968784,1.944477731176353,10,45,240,9,0.031091,0,1.2672160436110682,0.2829445914463615,0.0164394740605703,0.399932,432,2.980786589297228,5,0.1040492471616287,187,19.0,891,2
2025-11-01 08:45:00+00:00,20251101_0845,rrc04,0.2747529280033539,0.2209,9,0.0813397129186602,0.2193732193732193,0.2,0.34447,16.0,8.90479788439743,14,1.1041749033823025,2.679795194958645,28,24,108,9,0.028914,0,1.252248538725611,0.2823390999635002,0.0164257165356606,0.399932,432,2.9836050474348346,9,0.0564024390243902,104,19.0,38,4
2025-11-01 09:15:00+00:00,20251101_0915,rrc04,0.2746767523049628,0.223,9,0.080997949419002,0.2193732193732193,0.2058823529411764,0.345548,16.0,6.134433717429669,10,1.1731752431565268,1.9366573390994657,1,13,820,9,0.002185,0,1.2565751214823364,0.2831443586617925,0.0164302607328341,0.399932,432,2.9858892880169474,5,0.1188452059107738,208,19.0,32,21
2025-11-01 10:15:00+00:00,20251101_1015,rrc04,0.2746767439213882,0.2234,17,0.0806561859193438,0.1875,0.2058823529411764,0.345455,16.0,6.307341060765718,9,1.1334182299522326,2.100277447483155,0,17,178,8,-0.001246,0,1.2650667620612948,0.2826457546337768,0.0164341989684036,0.399932,432,2.985907709311965,4,0.0420146048599323,2,19.0,45,3
2025-11-01 10:20:00+00:00,20251101_1020,rrc04,0.2746767523049633,0.223,9,0.080997949419002,0.2193732193732193,0.2058823529411764,0.345548,16.0,6.345488988870471,10,1.269818936497364,1.9980435997764117,43,19,1185,9,0.033495,0,1.2565751214823364,0.2831443586617925,0.0164302607328341,0.399932,432,2.9858892880169474,5,0.2293174274122779,17,19.0,24,20
2025-11-01 10:45:00+00:00,20251101_1045,rrc04,0.2746745256925203,0.2216,17,0.0806561859193438,0.2165242165242165,0.2058823529411764,0.345602,16.0,6.644082710074791,11,1.371404215147761,2.032357473035439,0,10,104,9,0.081304,0,1.266558952143383,0.281352570693534,0.0164341980397777,0.399932,432,2.985907709311965,4,0.0561566389104636,2,19.0,334,7
2025-11-01 11:00:00+00:00,20251101_1100,rrc04,0.2746767439213878,0.2234,17,0.0806561859193438,0.1875,0.2058823529411764,0.345455,16.0,6.816593047820242,13,1.4449726298487362,2.0171610169491525,0,19,333,9,0.081755,0,1.2650667620612948,0.2826457546337768,0.0164341989684036,0.399932,432,2.985907709311965,4,0.0899991529491487,1,19.0,706,2
2025-11-01 11:05:00+00:00,20251101_1105,rrc04,0.2746767523049628,0.223,9,0.080997949419002,0.2193732193732193,0.2058823529411764,0.345548,16.0,5.662058371735792,9,0.9604909335910335,1.720164609053498,0,12,59,9,0.026243,0,1.2565751214823364,0.2831443586617925,0.0164302607328341,0.399932,432,2.9858892880169474,6,0.0150659308958598,3,19.0,47,7
2025-11-01 11:10:00+00:00,20251101_1110,rrc04,0.2746767523049619,0.223,9,0.080997949419002,0.2193732193732193,0.2058823529411764,0.345548,16.0,6.998503833925565,13,1.4418513392338057,1.98996723996724,4,15,307,8,0.024922,0,1.2565751214823364,0.2831443586617925,0.0164302607328341,0.399932,432,2.9858892880169474,5,0.0639044652128764,0,19.0,798,3
2025-11-01 12:20:00+00:00,20251101_1220,rrc04,0.283127078905981,0.2243,9,0.0799200799200799,0.2193732193732193,0.2058823529411764,0.345548,16.0,5.295662100456621,9,1.2330790802964908,3.063754427390791,26,28,27,9,0.082293,0,1.257596578750808,0.2851173016773212,0.0163945382023903,0.399932,433,2.9855208621166067,7,0.0320715573240825,5,19.0,49,1
2025-11-01 12:25:00+00:00,20251101_1225,rrc04,0.2831240229569949,0.223,17,0.0795870795870795,0.2165242165242165,0.2058823529411764,0.345602,16.0,5.632042253521127,9,1.1982474202124145,2.907749077490775,29,23,26,9,0.027394,0,1.267594749027838,0.2833255137090627,0.0163984722313134,0.399932,433,2.985539283411624,8,0.0193553102843359,3,19.0,45,2
2025-11-01 12:30:00+00:00,20251101_1230,rrc04,0.2831270789059812,0.2243,9,0.0799200799200799,0.2193732193732193,0.2058823529411764,0.345548,16.0,5.939953810623557,9,1.1867700476544525,2.604221635883905,11,15,35,8,0.088341,0,1.257596578750808,0.2851173016773212,0.0163945382023903,0.399932,433,2.9855208621166067,7,0.019018247237214,3,19.0,38,1
2025-11-01 13:55:00+00:00,20251101_1355,rrc04,0.2802735397104652,0.2339,16,0.0827067669172932,0.2266009852216748,0.2,0.344426,16.2,6.024554941682013,11,1.1654681980047616,2.580706418533992,13,18,249,9,0.053191,0,1.2106119531636097,0.283535025438376,0.0163651564334993,0.400245,431,2.989105557081388,5,0.0790049207217058,74,19.0,59,18
2025-11-01 14:25:00+00:00,20251101_1425,rrc04,0.2830660061621182,0.2247,9,0.080997949419002,0.2193732193732193,0.2058823529411764,0.345548,16.0,4.9001468428781205,9,1.2457043751107904,1.9921752738654148,0,29,38,9,-0.011178,0,1.2571467198785755,0.2831103433835237,0.0164148578591462,0.399932,432,2.986570875932578,7,0.0363197967612629,13,19.0,50,4
2025-11-01 14:30:00+00:00,20251101_1430,rrc04,0.2830630065112177,0.2234,17,0.0806561859193438,0.2165242165242165,0.2058823529411764,0.345602,16.0,5.27683615819209,10,1.1401382259239277,2.1141975308641974,0,24,21,9,-0.047911,0,1.2671384173205693,0.2813185554152652,0.0164187968135661,0.399932,432,2.986589297227595,7,0.0703472424255018,6,19.0,54,9
2025-11-01 19:20:00+00:00,20251101_1920,rrc04,0.2732003081981296,0.2268,13,0.0835087719298245,0.1969696969696969,0.2095238095238095,0.343489,15.8,4.11017382413088,11,0.7584038807798223,2.452156526706655,1,19,370,8,0.071342,0,1.2203078803626584,0.2870328199145645,0.0165545473902894,0.400245,424,2.993698569204537,5,0.093557748113755,1,19.0,29,2
2025-11-01 23:30:00+00:00,20251101_2330,rrc04,0.2823701426556215,0.2295,16,0.083859649122807,0.2241379310344827,0.2095238095238095,0.344372,15.6,6.582227784730914,10,1.1579922115982286,2.25,0,18,369,8,0.069931,0,1.200243842601921,0.2643852124528501,0.0165362308304177,0.400245,425,2.999203054340574,6,0.0869086139046786,46,19.0,34,12
2025-11-02 00:45:00+00:00,20251102_0045,rrc04,0.2834363196857085,0.2209,9,0.0832432432432432,0.1950757575757575,0.2279411764705882,0.345438,15.6,6.380333496812163,10,1.4033408005936496,2.1198465963566635,0,13,278,9,0.102887,0,1.2374656428294923,0.2618209525694133,0.016652042475943,0.399932,424,2.999812386259169,4,0.0646746528723114,0,19.0,41,8
2025-11-02 07:55:00+00:00,20251102_0755,rrc04,0.2794679486713634,0.2306,9,0.0824561403508772,0.2165242165242165,0.2087912087912088,0.345438,16.0,6.767800929395893,10,1.148581266816543,2.0205223880597014,4,12,528,9,0.029348,0,1.2353294438223523,0.26081711367759,0.0165153417836261,0.399932,430,3.0035802192884318,7,0.1034606716717131,0,19.0,40,30
2025-11-02 09:05:00+00:00,20251102_0905,rrc04,0.2796274925069732,0.2285,17,0.0806561859193438,0.2136752136752136,0.2087912087912088,0.345415,16.0,4.7176100628930815,9,1.204200462059803,1.6402997502081598,0,14,45,8,0.022269,0,1.2455055022715358,0.2556581061597398,0.0164239096363229,0.399932,432,3.003281867681062,4,0.0376989323514458,1,19.0,59,2
2025-11-02 10:00:00+00:00,20251102_1000,rrc04,0.2798023793834534,0.2302,9,0.080997949419002,0.2165242165242165,0.2087912087912088,0.345438,16.0,6.4928840519045625,10,1.3361417854367827,2.189792663476874,5,15,264,9,0.055755,0,1.2351255060557578,0.2570093411292617,0.0164607787377264,0.399932,431,3.001969944278719,6,0.0750644160487984,2,19.0,24,11
2025-11-02 13:55:00+00:00,20251102_1355,rrc04,0.2810157426721799,0.232,9,0.0805860805860805,0.2068965517241379,0.2,0.331785,16.0,6.3283173734610125,11,1.299448237907655,1.815022815022815,0,20,329,8,0.089698,0,1.2393680245165488,0.282892019905559,0.0164589188537583,0.399932,432,2.994714487966022,8,0.07049822964087,5,19.0,46,5
2025-11-02 17:45:00+00:00,20251102_1745,rrc04,0.2709750619580763,0.2226,16,0.0843243243243243,0.210752688172043,0.2087912087912088,0.331089,15.8,5.650397275822929,8,0.8645966015689088,2.2900394910048267,0,15,152,8,0.125082,0,1.235585168528255,0.2832859596463134,0.0166508787047603,0.399932,424,2.996144349477683,4,0.0590158755232604,157,19.0,41,1
2025-11-02 17:55:00+00:00,20251102_1755,rrc04,0.2709716451319564,0.2213,18,0.0839639639639639,0.2044334975369458,0.2087912087912088,0.330553,15.6,5.775569558894813,7,0.9056051092251274,2.318940702360392,0,7,119,7,0.04736,0,1.2418210011704705,0.2838941018207206,0.0166551848984652,0.399932,424,2.9961633428300094,4,0.0592269326683291,157,19.0,35,0
2025-11-02 19:05:00+00:00,20251102_1905,rrc04,0.2708851100887502,0.2222,9,0.0843243243243243,0.2068965517241379,0.2087912087912088,0.330653,15.6,6.177510040160643,9,0.773777031616446,2.0657956136257583,0,14,500,9,0.091245,0,1.2343215083444885,0.2849925103017773,0.0166098501887803,0.399932,425,2.995299669655498,4,0.0841871584699453,14,19.0,54,6
2025-11-02 22:00:00+00:00,20251102_2200,rrc04,0.2705768356330271,0.2302,16,0.0845614035087719,0.210752688172043,0.2095238095238095,0.329512,15.8,6.628646060078363,11,1.2739406149575891,1.5717344753747324,0,8,128,8,0.066129,0,1.2019274344632045,0.2863605720336119,0.0165798093890765,0.400245,424,2.9963756488909863,4,0.0521248877570547,0,19.0,193,30
2025-11-02 22:05:00+00:00,20251102_2205,rrc04,0.2700805016261388,0.2399,18,0.0857826384142173,0.2178030303030303,0.2205882352941176,0.325625,16.2,6.515019490942445,11,1.2109612091836457,2.032518140284869,5,19,394,9,0.042305,1,1.1519544378054918,0.2885814180819054,0.0165002596172004,0.399946,424,2.996529145794638,6,0.1662551829232277,50,19.0,278,4
2025-11-02 22:15:00+00:00,20251102_2215,rrc04,0.2700806837855942,0.2411,18,0.0861244019138756,0.2266009852216748,0.2205882352941176,0.32577,16.2,6.9892601431980905,12,1.308057960002116,1.9350273399807008,0,14,218,9,0.048883,0,1.1467718704511678,0.2881052295183108,0.016496999174902,0.399946,424,2.996510384420555,4,0.0551138441533814,1,19.0,582,7
2025-11-02 23:10:00+00:00,20251102_2310,rrc04,0.2700855094259153,0.2424,17,0.0864661654135338,0.229064039408867,0.2205882352941176,0.325603,16.0,3.5,4,0.7071067811865476,1.0,0,2,0,6,0.065258,0,1.1412641038584426,0.2891364621049945,0.0164936064302941,0.399946,424,2.996491623046472,1,0.0391548829901595,0,19.0,53,4
2025-11-02 23:55:00+00:00,20251102_2355,rrc04,0.2700806837855943,0.2411,18,0.0861244019138756,0.2266009852216748,0.2205882352941176,0.32577,16.2,6.685045572184089,13,1.277747455181934,2.276866801210898,18,23,409,9,0.036888,1,1.1467718704511678,0.2881052295183108,0.016496999174902,0.399946,424,2.996510384420555,5,0.2631271402946132,276,19.0,769,3
2025-11-03 00:35:00+00:00,20251103_0035,rrc04,0.2705824855397186,0.2325,17,0.0856140350877193,0.2178030303030303,0.2166666666666666,0.328154,16.0,6.571372753321177,12,1.2425427302486018,2.051495758297366,7,16,375,8,0.04577,0,1.1799492940787462,0.2859405298234657,0.0165690835426967,0.399684,424,2.996319018404908,5,0.2440262711239023,254,19.0,832,13
2025-11-03 00:45:00+00:00,20251103_0045,rrc04,0.2705890872105359,0.2351,17,0.0863157894736842,0.2215909090909091,0.2166666666666666,0.332404,16.0,7.034283980582524,13,1.3493241055390748,1.9927939731411728,0,14,218,9,0.057495,0,1.162994501832964,0.2877600709985064,0.0165619818175032,0.399684,424,2.9962812647475223,4,0.0672666136027679,39,19.0,574,5
2025-11-03 01:45:00+00:00,20251103_0145,rrc04,0.2705861360993877,0.2338,17,0.0859649122807017,0.2196969696969697,0.2166666666666666,0.328072,16.0,6.034674063800278,9,0.8650051731533722,2.1399669694467383,0,15,603,9,0.050808,0,1.172894241533401,0.286994276528016,0.0165654849366673,0.399684,424,2.9963001415762154,4,0.1244199703486916,63,19.0,31,8
2025-11-03 02:25:00+00:00,20251103_0225,rrc04,0.2705823716208199,0.2312,17,0.0852631578947368,0.2157258064516129,0.2166666666666666,0.327864,16.0,6.759940505701537,12,1.2877314461101794,2.264561918746941,4,19,391,8,0.013965,0,1.1859093935678762,0.2864167568045777,0.0165726090696259,0.399684,424,2.9963378952336006,5,0.1253464208187114,25,19.0,406,9
2025-11-03 02:35:00+00:00,20251103_0235,rrc04,0.2705823716208182,0.2312,17,0.0852631578947368,0.2157258064516129,0.2166666666666666,0.327864,16.0,6.6266767633059285,13,1.291196731243593,2.0435674631909246,9,22,410,8,0.032284,1,1.1859093935678762,0.2864167568045777,0.0165726090696259,0.399684,424,2.9963378952336006,5,0.263336813083862,271,19.0,838,3
2025-11-03 03:30:00+00:00,20251103_0330,rrc04,0.27058237162082,0.2312,17,0.0852631578947368,0.2157258064516129,0.2166666666666666,0.327864,16.0,3.5074626865671643,6,0.8821220880901279,2.2586206896551726,2,4,17,6,-0.018947,0,1.1859093935678762,0.2864167568045777,0.0165726090696259,0.399684,424,2.9963378952336006,5,0.0566568685087203,0,19.0,50,8
2025-11-03 03:50:00+00:00,20251103_0350,rrc04,0.2705823716208199,0.2312,17,0.0852631578947368,0.2157258064516129,0.2166666666666666,0.327864,16.0,6.555252778773754,11,1.1613788165138594,2.408006469874646,5,22,169,9,0.029645,1,1.1859093935678762,0.2864167568045777,0.0165726090696259,0.399684,424,2.9963378952336006,5,0.2306927308325822,19,19.0,30,1
2025-11-03 03:55:00+00:00,20251103_0355,rrc04,0.2705823716208198,0.2312,17,0.0852631578947368,0.2157258064516129,0.2166666666666666,0.327864,16.0,6.832657657657657,12,1.328688140171298,1.815879201169021,0,14,299,9,0.053015,0,1.1859093935678762,0.2864167568045777,0.0165726090696259,0.399684,424,2.9963378952336006,4,0.0968477455395314,6,19.0,636,0
2025-11-03 04:05:00+00:00,20251103_0405,rrc04,0.2705860546197146,0.2325,17,0.0856140350877193,0.2177419354838709,0.2166666666666666,0.3278,16.0,7.064861816130851,10,1.163676379021714,0.9310344827586208,0,10,9,8,0.042354,0,1.1787244005456043,0.287470503509128,0.0165689559171058,0.399684,424,2.996319018404908,3,0.0472773959670719,1,19.0,44,15
