window_start,window_id,collector,frac_p2p_edges,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,std_edge_ixp_cosine_dist,symmetry_ratio,unique_peers,as_path_max,edit_distance_dict_5,edit_distance_max,unique_as_path_max,flaps,nadas,origin_changes,ego_filter_ratio,ego_origin_violations,avg_ixp_cosine_dist,betweenness_skewness,clustering_avg_local,degeneracy,kirchhoff_index,median_edge_ixp_cosine_dist,spectral_gap,as_path_avg,as_path_std,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_6,ego_avg_violation_depth,ego_valley_free_violations,ego_vf_paths_frac,vf_rate_delta,new_prefixes,rich_club_p25,unique_prefixes_wd
2025-11-01 01:35:00+00:00,20251101_0135,rrc05,0.2401,27,0.2638414217361586,0.5685483870967742,0.7647058823529411,0.194819,32.6,14,8,5,6,65,37,728,22,0.0526896404471391,0,0.381394,13.199250522123911,0.5712110370458034,15,43052.82339838921,0.186782,21.0011239846322,3.6156716417910446,1.287611008563792,1.5190957886044592,1538,1,0.4559,15054,0.624821,0.026126,195,0.0620514985225833,631
2025-11-01 01:40:00+00:00,20251101_0140,rrc05,0.2402,28,0.2680701754385965,0.5705645161290323,0.7647058823529411,0.194785,32.2,14,8,12,5,66,41,782,39,0.0729296334914998,0,0.381394,13.199634885588663,0.5717853460591978,15,43070.70374115027,0.187991,21.0150150294337,3.5268967789768517,1.1681769360427086,1.4921692379616642,1609,0,0.5054,25343,0.663675,0.048984,2910,0.0620045964072979,1366
2025-11-01 01:45:00+00:00,20251101_0145,rrc05,0.2402,28,0.2680701754385965,0.5705645161290323,0.7647058823529411,0.194785,32.2,14,7,3,5,66,27,694,17,0.0476966680555491,0,0.381394,13.199634885588669,0.5717853460591978,15,43070.70374115027,0.187991,21.0150150294337,3.5700901328273247,1.3156078257114872,1.4256696711946173,1453,0,0.481,18806,0.574554,0.048127,62,0.0620045964072979,869
2025-11-01 01:50:00+00:00,20251101_0150,rrc05,0.24,28,0.2680701754385965,0.5849462365591398,0.7647058823529411,0.195193,32.2,14,7,9,5,81,30,660,16,0.0481334869970436,0,0.381403,13.172336331577895,0.5709148070628546,15,42894.88964938606,0.188295,20.95502963911289,3.6152327876465806,1.3159178325481435,1.4536979490366688,1678,0,0.4457,11786,0.519009,0.034126,88,0.0622780014207909,484
2025-11-01 01:55:00+00:00,20251101_0155,rrc05,0.2399,28,0.2680701754385965,0.5849462365591398,0.7647058823529411,0.195129,32.2,14,7,6,5,66,24,724,29,0.0555674878324546,0,0.381403,13.168013671673991,0.5710291893545137,15,42883.40357644158,0.188319,20.971586112302425,3.5260574692129216,1.2591084022727317,1.5146510925385157,1896,0,0.4961,22153,0.555335,0.058171,744,0.0623253611176888,903
2025-11-01 02:00:00+00:00,20251101_0200,rrc05,0.24,28,0.2680701754385965,0.5849462365591398,0.7647058823529411,0.195193,32.2,13,8,1,6,67,28,712,13,0.0523010762722408,0,0.381403,13.1723363315779,0.5709148070628546,15,42894.88964938606,0.188295,20.95502963911289,3.752388752388753,1.3013829345514052,1.552555544485404,1602,1,0.5008,21317,0.622375,0.037413,420,0.0622780014207909,1421
2025-11-01 02:05:00+00:00,20251101_0205,rrc05,0.24,28,0.2680701754385965,0.5849462365591398,0.7647058823529411,0.195193,32.2,14,7,6,5,66,28,734,10,0.0596188137624601,0,0.381403,13.1723363315779,0.5709148070628546,15,42894.88964938606,0.188295,20.95502963911289,3.4806018168054504,1.1814640206878544,1.22851225405592,2784,0,0.4689,15697,0.534689,0.049081,1355,0.0622780014207909,789
2025-11-01 02:10:00+00:00,20251101_0210,rrc05,0.24,28,0.2680701754385965,0.5849462365591398,0.7647058823529411,0.195193,32.2,13,7,15,5,72,27,756,16,0.0561277366141884,0,0.381403,13.172336331577895,0.5709148070628546,15,42894.88964938606,0.188295,20.95502963911289,3.6624773778403377,1.30204374128298,1.4828048235819562,1663,0,0.4851,25265,0.597945,0.05986,530,0.0622780014207909,1301
2025-11-01 02:20:00+00:00,20251101_0220,rrc05,0.2403,27,0.272072072072072,0.5827956989247312,0.7647058823529411,0.195268,32.2,14,7,3,5,72,98,794,45,0.0672477626768707,0,0.381403,13.172031709569964,0.5716089586649504,15,42913.07211313135,0.188295,20.93505882804737,3.65936061215226,1.0993342312448744,1.688282042610754,1568,0,0.4494,21575,0.638606,0.037358,2947,0.062183282026995,959
2025-11-01 02:25:00+00:00,20251101_0225,rrc05,0.2405,27,0.272072072072072,0.5685483870967742,0.7647058823529411,0.194859,32.2,14,7,8,5,61,101,771,203,0.0434174498400426,0,0.381394,13.199330203175496,0.5724772585584693,15,43088.93369555231,0.187991,20.995241214659437,3.6565890094255735,1.182868176745522,1.4795974787128163,1705,0,0.4924,19791,0.546286,0.031696,1710,0.0619107921767271,1117
2025-11-01 02:30:00+00:00,20251101_0230,rrc05,0.2405,27,0.272072072072072,0.5685483870967742,0.7647058823529411,0.194859,32.2,14,7,1,5,72,36,756,11,0.0391326112829489,0,0.381394,13.199330203175494,0.5724772585584693,15,43088.93369555231,0.187991,20.995241214659437,3.662779603519559,1.3157355679200746,1.4884419787332408,1509,0,0.4749,20780,0.589175,0.030087,257,0.0619107921767271,1176
2025-11-01 02:45:00+00:00,20251101_0245,rrc05,0.2403,27,0.272072072072072,0.5827956989247312,0.7647058823529411,0.195268,32.2,14,7,9,5,68,151,754,40,0.0745597953909303,0,0.381403,13.17203170956996,0.5716089586649504,15,42913.07211313135,0.188295,20.93505882804737,3.911145532633951,1.1043265294572746,1.7239204629767029,1600,0,0.4913,16567,0.553396,0.042657,263,0.062183282026995,1099
2025-11-01 02:50:00+00:00,20251101_0250,rrc05,0.2405,27,0.272072072072072,0.5685483870967742,0.7647058823529411,0.194859,32.2,14,7,3,5,95,33,768,34,0.04443421007744,0,0.381394,13.199330203175496,0.5724772585584693,15,43088.93369555231,0.187991,20.995241214659437,3.6492622020431327,1.3016149231400622,1.4930091185410337,1495,0,0.4065,16442,0.607225,0.030199,124,0.0619107921767271,468
2025-11-01 02:55:00+00:00,20251101_0255,rrc05,0.2405,27,0.272072072072072,0.5685483870967742,0.7647058823529411,0.194859,32.2,14,7,2,5,71,29,773,19,0.0602568877888185,0,0.381394,13.199330203175494,0.5724772585584693,15,43088.93369555231,0.187991,20.995241214659437,3.6037387017255536,1.286140570327258,1.5202267170482329,1238,0,0.5052,32547,0.686238,0.053457,249,0.0619107921767271,1446
2025-11-01 03:05:00+00:00,20251101_0305,rrc05,0.2404,28,0.2724324324324324,0.5705645161290323,0.7647058823529411,0.194846,32.2,15,7,6,5,63,24,759,40,0.0595983144208211,0,0.381394,13.19993686412885,0.5725869591451754,15,43087.70996273527,0.187523,21.02211678347709,3.4623159745110965,1.1575261556957088,1.270306258322237,3357,0,0.501,16975,0.576361,0.027204,1482,0.0619576942920125,1060
2025-11-01 03:10:00+00:00,20251101_0310,rrc05,0.2404,27,0.267719298245614,0.5685483870967742,0.7647058823529411,0.194798,32.2,15,7,3,5,71,101,812,42,0.0753869846785657,0,0.381394,13.199028206538774,0.5716756454724917,15,43071.91117127719,0.188113,20.98796723925365,3.687176423735564,1.0831559672198536,1.5862913096695226,2107,0,0.4828,26362,0.645567,0.04545,2997,0.0619576942920125,1331
2025-11-01 03:15:00+00:00,20251101_0315,rrc05,0.2404,27,0.267719298245614,0.5685483870967742,0.7647058823529411,0.194798,32.2,15,7,6,5,78,48,759,45,0.0581791174104103,0,0.381394,13.199028206538772,0.5716756454724917,15,43071.91117127719,0.188113,20.98796723925365,3.679040119985002,1.24337688029439,1.550080289040546,1832,0,0.4726,19109,0.574779,0.041812,121,0.0619576942920125,1273
