window_start,window_id,collector,frac_p2p_edges,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,std_edge_ixp_cosine_dist,symmetry_ratio,unique_peers,as_path_max,edit_distance_dict_5,edit_distance_max,unique_as_path_max,flaps,nadas,origin_changes,ego_filter_ratio,ego_origin_violations,avg_ixp_cosine_dist,betweenness_skewness,clustering_avg_local,degeneracy,kirchhoff_index,median_edge_ixp_cosine_dist,spectral_gap,as_path_avg,as_path_std,edit_distance_avg,edit_distance_dict_0,edit_distance_dict_6,ego_avg_violation_depth,ego_valley_free_violations,ego_vf_paths_frac,vf_rate_delta,new_prefixes,rich_club_p25,unique_prefixes_wd
2025-11-01 00:00:00+00:00,20251101_0000,rrc04,0.2182,17,0.084855403348554,0.1935483870967742,0.2058823529411764,0.34549,15.6,9,8,0,3,10,0,69,2,0.0162704534367047,0,0.399932,11.117555874198835,0.2791159135441468,6,79364.7501300752,0.28481,2.7877848999232158,5.526315789473684,1.8064212949190013,1.7647058823529411,1,0,0.5362,21459,0.862958,0.039754,0,0.0296515402929081,498
2025-11-01 00:05:00+00:00,20251101_0005,rrc04,0.2182,17,0.084855403348554,0.1935483870967742,0.2058823529411764,0.34549,15.6,7,7,0,3,5,0,52,0,0.0094781059739983,0,0.399932,11.117555874198834,0.2791159135441468,6,79364.7501300752,0.28481,2.7877848999232158,5.714285714285714,1.6035674514745462,2.0,0,0,0.5101,23419,0.841742,0.05545,0,0.0296515402929081,287
2025-11-01 00:10:00+00:00,20251101_0010,rrc04,0.2195,17,0.0852359208523592,0.1955645161290322,0.2058823529411764,0.345455,15.6,7,9,0,3,9,1,40,1,0.0118621676666483,0,0.399932,11.117650671310352,0.2810064229196861,6,79357.05790641333,0.279505,2.705775711870446,7.235294117647059,1.56242646885805,1.6,3,0,0.5312,24991,0.824793,0.067991,0,0.0297236851598008,357
2025-11-01 00:20:00+00:00,20251101_0020,rrc04,0.2195,17,0.0852359208523592,0.1955645161290322,0.2058823529411764,0.345455,15.6,7,4,0,2,6,0,64,1,0.0168668493755403,0,0.399932,11.117650671310365,0.2810064229196861,6,79357.05790641333,0.279505,2.705775711870446,3.8333333333333335,0.4082482904638629,1.6,0,0,0.5281,18975,0.813333,0.079434,0,0.0297236851598008,471
2025-11-01 00:25:00+00:00,20251101_0025,rrc04,0.2182,17,0.084855403348554,0.1935483870967742,0.2058823529411764,0.34549,15.6,9,8,0,3,10,0,43,2,0.0115739633650581,0,0.399932,11.117555874198834,0.2791159135441468,6,79364.7501300752,0.28481,2.7877848999232158,6.052631578947368,1.6490294859747157,2.0,0,0,0.5098,23959,0.872584,0.043618,1,0.0296515402929081,304
2025-11-01 00:30:00+00:00,20251101_0030,rrc04,0.2195,17,0.0852359208523592,0.1955645161290322,0.2058823529411764,0.345455,15.6,5,4,0,1,2,0,58,0,0.0091725660348633,0,0.399932,11.117650671310356,0.2810064229196861,6,79357.05790641333,0.279505,2.705775711870446,3.5,0.5773502691896257,0.6666666666666666,1,0,0.5367,24698,0.812538,0.071681,0,0.0297236851598008,269
2025-11-01 00:35:00+00:00,20251101_0035,rrc04,0.2195,17,0.0852359208523592,0.1955645161290322,0.2058823529411764,0.345455,15.6,6,4,0,1,2,0,52,0,0.0121174810054356,0,0.399932,11.11765067131036,0.2810064229196861,6,79357.05790641333,0.279505,2.705775711870446,3.5,0.7071067811865476,1.0,0,0,0.5116,22802,0.824995,0.07109,0,0.0297236851598008,260
2025-11-01 00:40:00+00:00,20251101_0040,rrc04,0.2209,17,0.0856164383561643,0.1969696969696969,0.2058823529411764,0.345938,15.6,6,8,0,3,10,1,48,2,0.0183288583050629,0,0.399932,11.117724513516226,0.2800784600156752,6,79343.40660917269,0.274201,2.650360984856224,6.833333333333333,1.5811388300841898,1.9375,1,0,0.5287,24699,0.862019,0.066842,1,0.0297958300266936,454
2025-11-01 00:45:00+00:00,20251101_0045,rrc04,0.2182,17,0.084855403348554,0.1935483870967742,0.2058823529411764,0.34549,15.6,8,8,0,3,10,0,42,2,0.0133514450660422,0,0.399932,11.117555874198835,0.2791159135441468,6,79364.7501300752,0.28481,2.7877848999232158,5.37037037037037,1.8006013557045997,1.76,3,0,0.5189,21110,0.871506,0.05449,0,0.0296515402929081,246
2025-11-01 00:50:00+00:00,20251101_0050,rrc04,0.2195,17,0.0852359208523592,0.1955645161290322,0.2058823529411764,0.345455,15.6,7,4,0,2,4,0,57,1,0.0145955956506591,0,0.399932,11.11765067131036,0.2810064229196861,6,79357.05790641333,0.279505,2.705775711870446,3.5,0.5773502691896257,1.3333333333333333,0,0,0.5214,18380,0.793231,0.085913,0,0.0297236851598008,354
2025-11-01 01:00:00+00:00,20251101_0100,rrc04,0.2182,17,0.084855403348554,0.1935483870967742,0.2058823529411764,0.34549,15.6,8,9,0,3,9,1,54,3,0.0336958051801801,0,0.399932,11.117555874198835,0.2791159135441468,6,79364.7501300752,0.28481,2.7877848999232158,6.576923076923077,1.474396877996611,1.6521739130434785,2,0,0.5291,19243,0.855359,0.051689,2,0.0296515402929081,741
2025-11-01 01:05:00+00:00,20251101_0105,rrc04,0.2195,17,0.0852359208523592,0.1955645161290322,0.2058823529411764,0.345455,15.6,6,7,0,0,1,0,45,0,0.0197976397145211,0,0.399932,11.11765067131036,0.2810064229196861,6,79357.05790641333,0.279505,2.705775711870446,7.0,0.0,0.0,0,0,0.4951,23323,0.864393,0.060673,0,0.0297236851598008,523
2025-11-01 01:10:00+00:00,20251101_0110,rrc04,0.2195,17,0.0852359208523592,0.1955645161290322,0.2058823529411764,0.345455,15.6,6,4,0,1,2,0,35,0,0.0122079597935343,0,0.399932,11.117650671310365,0.2810064229196861,6,79357.05790641333,0.279505,2.705775711870446,3.5,0.5773502691896257,0.6666666666666666,1,0,0.5371,16567,0.823893,0.036873,1,0.0297236851598008,301
