window_start,window_id,collector,algebraic_connectivity,frac_p2p_edges,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,std_edge_ixp_cosine_dist,symmetry_ratio,as_path_avg,as_path_max,as_path_std,edit_distance_avg,edit_distance_dict_5,unique_as_path_max,origin_changes,unique_peers,vf_rate_delta,ego_origin_violations,adj_eig_ratio_1_2,clustering_avg_local,pagerank,avg_ixp_cosine_dist,n_edges_missing_ixp_data,avg_path_length,edit_distance_max,ego_filter_ratio,flaps,n_customers,nadas,number_rare_ases
2025-11-01 05:15:00+00:00,20251101_0515,rrc05,0.3510638491424661,0.24,28,0.2680701754385965,0.5849462365591398,0.7647058823529411,0.195193,32.2,3.676117916973291,9,1.1927761327277395,1.6600693563393385,42,60,40,13,0.032516,0,2.856868776537327,0.5709148070628546,0.0464126750537753,0.381403,9,2.3854093614572656,6,0.091199317824943,190,74.0,859,137
2025-11-01 14:55:00+00:00,20251101_1455,rrc05,0.3512530874928815,0.2391,28,0.2663157894736842,0.5885057471264368,0.75,0.195546,32.2,3.672180151454763,7,1.0570151004378092,1.6555410832519266,1,68,12,14,0.047971,0,2.8475399680714024,0.5701433713570339,0.0465726434336321,0.381419,9,2.38633814537429,6,0.0785927314938833,262,74.0,847,18
2025-11-01 16:15:00+00:00,20251101_1615,rrc05,0.3510298995405418,0.24,28,0.2355134825014343,0.5741935483870968,0.75,0.195389,32.2,3.5067008947110123,7,0.9664224682630138,1.446561235748437,20,71,48,14,0.015156,0,2.8457107420642305,0.5710074232122482,0.0464425982093421,0.381422,9,2.3857510204815595,5,0.0922556309380128,112,74.0,1009,137
2025-11-01 17:20:00+00:00,20251101_1720,rrc05,0.3510608727810801,0.2399,28,0.2641831852358168,0.5827956989247312,0.7647058823529411,0.195148,32.6,3.6460067185182954,9,0.9850640010109296,1.7827598367675954,15,71,13,13,0.013367,4,2.8596532166860853,0.5712419979687591,0.0464084733291869,0.381403,9,2.3853733973494453,6,0.1247010651660197,103,74.0,915,134
2025-11-01 21:55:00+00:00,20251101_2155,rrc05,0.3510559750188614,0.2405,28,0.2352266207687894,0.5763440860215053,0.7583333333333333,0.195368,31.8,3.475432832515043,7,0.8921852703512165,0.7059731241561114,5,79,11,13,0.020325,0,2.846804605148756,0.5725414083529722,0.0464401815618588,0.381409,9,2.3857510204815595,6,0.0956013411609268,24,74.0,1018,118
2025-11-02 04:15:00+00:00,20251102_0415,rrc05,0.3512145330801253,0.2398,27,0.2687719298245614,0.5870967741935483,0.7720588235294118,0.19427,32.2,3.429967322355353,7,0.8810380969272751,0.6581679389312977,7,72,13,14,0.005595,0,2.862673265457488,0.5738149529077727,0.0462322871062602,0.381334,9,2.3841987666458127,5,0.1000878568622806,30,74.0,949,95
2025-11-02 10:15:00+00:00,20251102_1015,rrc05,0.3510345250858138,0.2403,27,0.272072072072072,0.5849462365591398,0.7720588235294118,0.195694,32.2,3.429546263057469,7,0.8809975847357232,0.6090946586925139,13,77,14,15,0.019047,0,2.8546466398025085,0.572667358551213,0.046419985005704,0.381403,9,2.385715056373739,5,0.0886906805086455,32,74.0,1100,99
2025-11-02 14:25:00+00:00,20251102_1425,rrc05,0.3507041684352717,0.2419,28,0.2691228070175439,0.5725806451612904,0.7720588235294118,0.194683,32.2,3.4289429450382163,7,0.8740460191845364,0.62639014126841,5,70,23,13,0.009312,0,2.869827136414984,0.5744861763435223,0.0461121141259679,0.381356,9,2.3838308457711443,5,0.0701255189393862,23,74.0,996,95
2025-11-02 20:30:00+00:00,20251102_2030,rrc05,0.3504736718948119,0.2427,27,0.2641831852358168,0.5685483870967742,0.7647058823529411,0.194063,32.6,3.81559098962288,7,0.9690128746885484,1.8228697897454813,396,62,91,14,0.010433,0,2.8654698922801605,0.5746211236117622,0.0459818483192785,0.381365,9,2.3830719231312703,5,0.103162758624161,59,74.0,1090,131
2025-11-02 20:35:00+00:00,20251102_2035,rrc05,0.3504736718948112,0.2427,27,0.2641831852358168,0.5685483870967742,0.7647058823529411,0.194063,32.6,3.642947822775168,7,1.228188914662691,1.4578413563427188,158,74,296,15,0.028296,0,2.8654698922801605,0.5746211236117622,0.0459818483192785,0.381365,9,2.3830719231312703,5,0.0591281186846345,88,74.0,985,12
2025-11-03 01:20:00+00:00,20251103_0120,rrc05,0.3510394842293755,0.2422,27,0.2684210526315789,0.5705645161290323,0.7583333333333333,0.194904,32.2,3.531734132933533,10,0.834159081537462,1.937100924425808,101,75,63,14,-0.000598,0,2.8659863779399006,0.5738356632667962,0.0460245429218776,0.380554,9,2.383422174840085,6,0.0930359245917345,38,74.0,1030,204
2025-11-03 02:30:00+00:00,20251103_0230,rrc05,0.3509532676053642,0.2419,27,0.264524948735475,0.5849462365591398,0.7720588235294118,0.194643,32.6,3.4480231213872834,10,0.8643271035459746,1.540538914952484,4,70,156,14,0.007131,0,2.861006792984178,0.5723229856370219,0.0462433831938322,0.381365,9,2.3841808919474485,5,0.0753275629317875,26,74.0,906,236
2025-11-04 01:35:00+00:00,20251104_0135,rrc05,0.3503628926659251,0.2429,27,0.2638414217361586,0.5705645161290323,0.7720588235294118,0.194094,32.6,3.4044560683307954,7,0.908270232840982,1.3798467610866032,53,62,441,15,0.015253,0,2.862299670265126,0.5745348543500328,0.0466026524592848,0.381354,9,2.3845920100098312,5,0.0816104783824095,43,74.0,1090,133
2025-11-04 06:35:00+00:00,20251104_0635,rrc05,0.3508974442168947,0.244,27,0.2687719298245614,0.5827956989247312,0.7720588235294118,0.195605,32.2,3.4585251261864705,7,0.9419173804863704,0.6776505020941616,17,65,18,14,0.010899,0,2.8544613481173498,0.5762297706281245,0.0462705839077048,0.381373,9,2.386701224416838,6,0.0955940138784382,52,74.0,1289,94
2025-11-04 09:20:00+00:00,20251104_0920,rrc05,0.350968227977022,0.2422,27,0.2670175438596491,0.5685483870967742,0.7647058823529411,0.195594,32.2,3.4580405256357736,8,0.9075051053269644,0.6563572149344097,11,72,29,14,0.003866,0,2.8620380830454395,0.5728329120954437,0.0462927664425188,0.381364,9,2.387094467780856,5,0.0949671392159754,113,74.0,1066,101
2025-11-04 10:25:00+00:00,20251104_1025,rrc05,0.3509706129563038,0.2419,27,0.2680701754385965,0.5725806451612904,0.7647058823529411,0.195637,32.2,3.474868717179295,7,0.8802004786475616,0.9227805912652036,15,55,57,14,0.009539,0,2.8651272570036044,0.5726128508946634,0.0462810713285833,0.381364,9,2.386754848511931,5,0.0978670372388548,65,74.0,1080,98
2025-11-04 10:55:00+00:00,20251104_1055,rrc05,0.3509769330248244,0.2417,27,0.2684210526315789,0.5725806451612904,0.7647058823529411,0.195608,32.2,4.197491906069423,7,1.1064136144571826,1.8832299207169945,287,77,587,14,0.015452,0,2.864405292056816,0.5724525148732045,0.0462772481240908,0.381364,9,2.386701224416838,5,0.0867798739258013,167,74.0,767,14
2025-11-04 11:05:00+00:00,20251104_1105,rrc05,0.3507946865389704,0.2421,27,0.2680701754385965,0.5705645161290323,0.7647058823529411,0.195086,32.2,3.725829240395613,8,1.0576109175023138,1.1414412745461282,6,68,58,14,0.009375,0,2.869511455499783,0.5733602115705699,0.0461343954540314,0.381354,9,2.385785358919687,5,0.0513150966730748,27,74.0,811,31
2025-11-04 11:15:00+00:00,20251104_1115,rrc05,0.3509598047467741,0.242,27,0.267719298245614,0.5705645161290323,0.7647058823529411,0.195657,32.2,3.476651305683564,8,0.888163223575584,0.780690038953812,13,68,16,14,0.007911,0,2.861856319870484,0.5725120204178131,0.0462848338641017,0.381364,9,2.3867905979086603,5,0.0937636578483054,168,74.0,990,119
2025-11-04 12:30:00+00:00,20251104_1230,rrc05,0.3507778701196157,0.2424,28,0.2684210526315789,0.5745967741935484,0.7647058823529411,0.195429,32.2,3.3837691669483454,7,0.8416897350222688,0.6461530485275819,14,71,38,14,0.005334,0,2.8693970920872887,0.5740481078409048,0.0461445053079454,0.381367,9,2.385963041933191,6,0.110260444649116,35,74.0,999,112
2025-11-04 13:20:00+00:00,20251104_1320,rrc05,0.3506137579146413,0.2408,28,0.2607392607392607,0.5745967741935484,0.7647058823529411,0.19453,32.6,3.495084866832205,9,0.9420778667188848,0.7740846971486418,7,81,59,14,0.005898,0,2.8786427420025107,0.5748251668413967,0.0459881546779289,0.381299,9,2.3848382082803448,7,0.0966321196112998,48,74.0,1022,109
2025-11-04 19:40:00+00:00,20251104_1940,rrc05,0.3506477004393851,0.2392,28,0.2641831852358168,0.5745967741935484,0.7647058823529411,0.195106,32.2,3.415770038836188,7,0.8661885514436453,0.6799253881831014,5,62,12,13,0.001874,0,2.883643910734573,0.575109842712943,0.046002459123961,0.381354,9,2.3846439169139466,6,0.098906984766781,53,74.0,1270,100
2025-11-05 04:55:00+00:00,20251105_0455,rrc05,0.3441784243614462,0.2414,28,0.2698245614035087,0.5766129032258065,0.7720588235294118,0.195579,32.2,4.104293829164168,7,0.9744768285094152,1.964666374653234,153,72,316,14,0.028331,0,2.8553017612328717,0.577507782462388,0.0467603599670246,0.380559,9,2.38578961480025,6,0.1100726223458347,38,74.0,909,15
2025-11-05 05:15:00+00:00,20251105_0515,rrc05,0.3440809580340339,0.2421,28,0.2701754385964912,0.5766129032258065,0.7720588235294118,0.195095,32.6,3.395277341705913,7,0.8600267741585592,0.5577448198318787,3,62,12,14,0.009559,0,2.861911417559873,0.5800240869752264,0.0466108492384424,0.380549,9,2.384914712153518,5,0.0912783429071823,31,74.0,1149,109
2025-11-05 05:25:00+00:00,20251105_0525,rrc05,0.3440705422398338,0.2429,27,0.2698245614035087,0.5745967741935484,0.7720588235294118,0.195095,32.6,4.273963595062319,10,1.0047836576589773,1.9739168738004595,276,73,319,15,0.030662,0,2.8632836636923686,0.5798387351438217,0.0466155552231632,0.380549,9,2.3849324804548684,7,0.1424523431525912,280,74.0,953,22
2025-11-05 05:30:00+00:00,20251105_0530,rrc05,0.3440807191400055,0.2429,28,0.2698245614035087,0.5766129032258065,0.7720588235294118,0.195076,32.6,3.939399312081132,10,1.3441419185923995,1.5974438863101672,99,67,74,15,0.018909,0,2.863948872769546,0.5798898489938027,0.0466155216908516,0.380549,9,2.384914712153518,7,0.0846243549359962,363,74.0,1037,136
2025-11-05 05:35:00+00:00,20251105_0535,rrc05,0.350629055341844,0.2429,28,0.2698245614035087,0.5766129032258065,0.7720588235294118,0.195444,33.0,4.292033917215218,9,1.407653961760545,1.622554228917922,198,66,29,15,0.063757,0,2.8651719437390413,0.5770785630726325,0.045992406990032,0.381354,9,2.385156139607178,7,0.0929522692684104,304,74.0,928,15
2025-11-05 06:05:00+00:00,20251105_0605,rrc05,0.3501718940837892,0.2413,28,0.2701754385964912,0.5766129032258065,0.7720588235294118,0.196187,33.0,3.4762375606021942,8,0.937563062557822,0.6170518009940053,47,72,31,15,0.009418,0,2.8725132040117423,0.5727447862532968,0.0459964352119318,0.381354,9,2.386569167726438,7,0.0979058822862744,37,74.0,1180,114
