window_start,window_id,collector,frac_p2p_edges,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,std_edge_ixp_cosine_dist,symmetry_ratio,unique_peers,as_path_max,edit_distance_max,unique_as_path_max,flaps,nadas,origin_changes,ego_filter_ratio,ego_origin_violations,avg_ixp_cosine_dist,clustering_avg_local,degeneracy,kirchhoff_index,as_path_avg,as_path_std,edit_distance_avg,edit_distance_dict_0,ego_avg_violation_depth,ego_valley_free_violations,vf_rate_delta,new_prefixes,rich_club_p25,discovered_label,event_id,binary_label,provenance,incident_type
2025-11-01T02:45:00+00:00,20251101_0245,rrc05,0.2403,27,0.272072072072072,0.5827956989247312,0.7647058823529411,0.195268,32.2,14,7,5,68,151,754,40,0.0745597953909303,0,0.381403,0.5716089586649504,15,42913.07211313135,3.911145532633951,1.1043265294572746,1.7239204629767029,1600,0.4913,16567,0.042657,263,0.062183282026995,likely_normal,none,0,study,
2025-11-01T02:50:00+00:00,20251101_0250,rrc05,0.2405,27,0.272072072072072,0.5685483870967742,0.7647058823529411,0.194859,32.2,14,7,5,95,33,768,34,0.04443421007744,0,0.381394,0.5724772585584693,15,43088.93369555231,3.6492622020431327,1.3016149231400622,1.4930091185410337,1495,0.4065,16442,0.030199,124,0.0619107921767271,likely_normal,none,0,study,
2025-11-01T02:55:00+00:00,20251101_0255,rrc05,0.2405,27,0.272072072072072,0.5685483870967742,0.7647058823529411,0.194859,32.2,14,7,5,71,29,773,19,0.0602568877888185,0,0.381394,0.5724772585584693,15,43088.93369555231,3.6037387017255536,1.286140570327258,1.5202267170482329,1238,0.5052,32547,0.053457,249,0.0619107921767271,likely_normal,none,0,study,
2025-11-01T03:05:00+00:00,20251101_0305,rrc05,0.2404,28,0.2724324324324324,0.5705645161290323,0.7647058823529411,0.194846,32.2,15,7,5,63,24,759,40,0.0595983144208211,0,0.381394,0.5725869591451754,15,43087.70996273527,3.4623159745110965,1.1575261556957088,1.270306258322237,3357,0.501,16975,0.027204,1482,0.0619576942920125,likely_normal,none,0,study,
2025-11-01T03:10:00+00:00,20251101_0310,rrc05,0.2404,27,0.267719298245614,0.5685483870967742,0.7647058823529411,0.194798,32.2,15,7,5,71,101,812,42,0.0753869846785657,0,0.381394,0.5716756454724917,15,43071.91117127719,3.687176423735564,1.0831559672198536,1.5862913096695226,2107,0.4828,26362,0.04545,2997,0.0619576942920125,likely_normal,none,0,study,
2025-11-01T03:15:00+00:00,20251101_0315,rrc05,0.2404,27,0.267719298245614,0.5685483870967742,0.7647058823529411,0.194798,32.2,15,7,5,78,48,759,45,0.0581791174104103,0,0.381394,0.5716756454724917,15,43071.91117127719,3.679040119985002,1.24337688029439,1.550080289040546,1832,0.4726,19109,0.041812,121,0.0619576942920125,likely_normal,none,0,study,
2025-11-01T03:25:00+00:00,20251101_0325,rrc05,0.24,28,0.2680701754385965,0.5849462365591398,0.7647058823529411,0.195193,32.2,14,7,5,70,27,802,36,0.0573948065504032,0,0.381403,0.5709148070628546,15,42894.88964938606,3.875785231717435,1.4493103820615625,1.5405371006745576,1523,0.5143,17891,0.056546,114,0.0622780014207909,likely_normal,none,0,study,
2025-11-01T03:40:00+00:00,20251101_0340,rrc05,0.2405,28,0.2684210526315789,0.5870967741935483,0.7647058823529411,0.195213,32.2,14,7,5,64,64,781,33,0.065273155033087,0,0.381403,0.5712736989478471,15,42891.9938018382,3.708344733242134,1.2484681038900818,1.4484388850586034,2236,0.4891,35250,0.071404,323,0.0623253611176888,likely_normal,none,0,study,
2025-11-01T03:45:00+00:00,20251101_0345,rrc05,0.2402,27,0.267719298245614,0.5827956989247312,0.7647058823529411,0.195207,32.2,14,7,5,86,30,793,11,0.05309723673896,0,0.381403,0.5708046109292141,15,42896.093718044336,3.4995633187772928,1.3306829586749125,1.4048814667756628,1627,0.5062,20704,0.035242,91,0.0622306417238929,likely_normal,none,0,study,
2025-11-01T03:55:00+00:00,20251101_0355,rrc05,0.2402,28,0.2724324324324324,0.5849462365591398,0.7647058823529411,0.195254,32.2,14,7,5,71,40,806,18,0.0509036120502921,0,0.381403,0.571719154798591,15,42911.85174836408,3.481056829511465,1.3205804310996012,1.4097374179431073,2085,0.4966,16540,0.034885,390,0.0622306417238929,likely_normal,none,0,study,
2025-11-01T04:05:00+00:00,20251101_0405,rrc05,0.2403,27,0.272072072072072,0.5827956989247312,0.7647058823529411,0.195268,32.2,14,7,5,64,53,857,9,0.0638834155172586,0,0.381403,0.5716089586649504,15,42913.07211313135,3.454360228198859,1.21039618654335,1.1746414519609087,2572,0.5019,16370,0.046612,1405,0.062183282026995,likely_normal,none,0,study,
2025-11-01T04:10:00+00:00,20251101_0410,rrc05,0.2408,27,0.2724324324324324,0.5849462365591398,0.7647058823529411,0.195288,32.2,15,7,6,68,31,835,14,0.0545841659027446,0,0.381403,0.5719680850566666,15,42910.1750366078,3.720787787410479,1.3300671833033062,1.5377827365858607,1364,0.4626,15383,0.021951,237,0.0622306417238929,likely_normal,none,0,study,
2025-11-01T04:15:00+00:00,20251101_0415,rrc05,0.2402,28,0.2724324324324324,0.5849462365591398,0.7647058823529411,0.195254,32.2,14,8,6,74,35,972,10,0.0780391949292718,0,0.381403,0.571719154798591,15,42911.85174836408,3.50963576322145,1.0325529172048202,1.5049719967996342,1754,0.5075,22947,0.027366,10978,0.0622306417238929,likely_normal,none,0,study,
2025-11-01T04:35:00+00:00,20251101_0435,rrc05,0.2403,27,0.272072072072072,0.5827956989247312,0.7647058823529411,0.195268,32.2,15,7,5,62,45,745,14,0.0507292058911881,0,0.381403,0.5716089586649504,15,42913.07211313135,3.52674444199868,1.302932685480818,1.4364511207604742,1530,0.4902,22278,0.039078,48,0.062183282026995,likely_normal,none,0,study,
2025-11-01T04:40:00+00:00,20251101_0440,rrc05,0.2403,27,0.272072072072072,0.5827956989247312,0.7647058823529411,0.195268,32.2,13,9,5,70,43,777,14,0.0567785228661582,0,0.381403,0.5716089586649504,15,42913.07211313135,3.630520422973253,1.239708271318623,1.4765704011686709,1526,0.4524,20885,0.032236,250,0.062183282026995,likely_normal,none,0,study,
2025-11-01T04:45:00+00:00,20251101_0445,rrc05,0.24,28,0.2680701754385965,0.5849462365591398,0.7647058823529411,0.195193,32.2,14,7,5,65,24,792,9,0.0535653129822632,0,0.381403,0.5709148070628546,15,42894.88964938606,3.423195502357636,1.1478980593684334,1.3930859583555792,1543,0.4765,13007,0.025823,3043,0.0622780014207909,likely_normal,none,0,study,
2025-11-01T04:50:00+00:00,20251101_0450,rrc05,0.2402,27,0.267719298245614,0.5827956989247312,0.7647058823529411,0.195207,32.2,15,7,5,61,21,794,13,0.0433299661784973,0,0.381403,0.5708046109292141,15,42896.093718044336,3.563472846765825,1.3631157076380298,1.3338249754178957,2054,0.5003,20490,0.059894,29,0.0622306417238929,likely_normal,none,0,study,
2025-11-01T05:00:00+00:00,20251101_0500,rrc05,0.2402,27,0.267719298245614,0.5827956989247312,0.7647058823529411,0.195207,32.2,13,7,5,73,40,834,14,0.0460672739887726,0,0.381403,0.5708046109292141,15,42896.093718044336,3.630124875676872,1.326339469377826,1.4791073124406455,1762,0.4459,13394,0.047267,121,0.0622306417238929,likely_normal,none,0,study,
2025-11-01T05:05:00+00:00,20251101_0505,rrc05,0.24,28,0.2680701754385965,0.5849462365591398,0.7647058823529411,0.195193,32.2,13,7,5,68,24,717,27,0.0610992676269066,0,0.381403,0.5709148070628546,15,42894.88964938606,3.5520040164003013,1.170109943831486,1.3277251662301028,2872,0.5101,23475,0.053443,1517,0.0622780014207909,likely_normal,none,0,study,
2025-11-01T05:20:00+00:00,20251101_0520,rrc05,0.2402,27,0.267719298245614,0.5827956989247312,0.7647058823529411,0.195207,32.2,13,7,5,87,41,893,8,0.0722104926423544,0,0.381403,0.5708046109292141,15,42896.093718044336,3.459721107544141,0.9797461332130488,1.423621678567248,1849,0.4874,21292,0.024921,416,0.0622306417238929,likely_normal,none,0,study,
2025-11-01T05:25:00+00:00,20251101_0525,rrc05,0.2406,28,0.270990990990991,0.593103448275862,0.7583333333333333,0.195826,31.8,15,7,5,63,26,775,23,0.0539960744874124,0,0.381419,0.5711277519275201,15,42741.74218904438,3.4030898876404496,1.1778311269500876,1.361682458978507,1814,0.4571,14109,0.023638,43,0.0623146819703491,likely_normal,none,0,study,
2025-11-01T05:30:00+00:00,20251101_0530,rrc05,0.2408,27,0.2724324324324324,0.5849462365591398,0.7647058823529411,0.195288,32.2,13,7,5,72,23,721,1,0.0595899901961321,0,0.381403,0.5719680850566666,15,42910.1750366078,3.8436745704955273,1.3466740722307151,1.641521100633792,1046,0.5153,27764,0.093326,64,0.0622306417238929,likely_normal,none,0,study,
2025-11-01T05:35:00+00:00,20251101_0535,rrc05,0.2399,28,0.2684210526315789,0.5870967741935483,0.7647058823529411,0.195356,32.6,13,7,5,70,35,840,42,0.0709792814683721,0,0.381403,0.5716642021142487,15,42893.28644276861,3.456720335133498,0.9986397392754476,1.4153625612232708,1771,0.4664,24697,0.021448,10894,0.0623253611176888,likely_normal,none,0,study,
2025-11-01T05:40:00+00:00,20251101_0540,rrc05,0.2405,28,0.2687719298245614,0.5870967741935483,0.7647058823529411,0.195316,32.6,14,8,5,60,36,741,12,0.0534496488075792,0,0.381403,0.5720461422975973,15,42903.49747636231,3.607429066493394,1.329090750519664,1.4191368271282905,1714,0.4899,9941,0.027269,296,0.0623253611176888,likely_normal,none,0,study,
2025-11-01T05:50:00+00:00,20251101_0550,rrc05,0.2405,28,0.2687719298245614,0.5870967741935483,0.7647058823529411,0.195316,32.6,13,7,5,73,18,810,12,0.0461054790454173,0,0.381403,0.5720461422975973,15,42903.49747636231,3.599975068561456,1.3435685361369023,1.3797998918334236,1600,0.5427,21089,0.054922,163,0.0623253611176888,likely_normal,none,0,study,
2025-11-01T05:55:00+00:00,20251101_0555,rrc05,0.2405,28,0.2687719298245614,0.5870967741935483,0.7647058823529411,0.195316,32.6,13,8,6,78,28,758,18,0.0516735024558205,0,0.381403,0.5720461422975973,15,42903.49747636231,3.6289865780076345,1.359202196430104,1.4633342126088102,1491,0.4646,19047,0.0514,60,0.0623253611176888,likely_normal,none,0,study,
2025-11-01T06:05:00+00:00,20251101_0605,rrc05,0.2405,28,0.2687719298245614,0.5870967741935483,0.7647058823529411,0.195316,32.6,14,7,5,62,53,779,10,0.0637487790178107,0,0.381403,0.5720461422975973,15,42903.49747636231,3.596230598669623,1.1380830537437618,1.4270275019769791,3019,0.4809,18809,0.037602,1578,0.0623253611176888,likely_normal,none,0,study,
2025-11-01T06:10:00+00:00,20251101_0610,rrc05,0.2405,28,0.2687719298245614,0.5870967741935483,0.7647058823529411,0.195316,32.6,14,7,5,66,25,755,12,0.0536766290270079,0,0.381403,0.5720461422975973,15,42903.49747636231,3.6890184645286688,1.3277176186000648,1.4366846751877718,1647,0.5215,21748,0.053491,99,0.0623253611176888,likely_normal,none,0,study,
2025-11-01T06:15:00+00:00,20251101_0615,rrc05,0.2409,27,0.2684210526315789,0.5705645161290323,0.7647058823529411,0.194919,32.6,14,8,5,78,29,915,33,0.084363535315776,0,0.381394,0.5728032649896934,15,43080.55248354556,3.407580882990719,0.9342238520482792,1.1029122744327318,4208,0.4586,18724,0.01261,11352,0.0620045964072979,likely_normal,none,0,study,
2025-11-01T06:20:00+00:00,20251101_0620,rrc05,0.2409,27,0.2684210526315789,0.5705645161290323,0.7647058823529411,0.194919,32.6,13,8,6,65,42,747,19,0.0493512872892853,0,0.381394,0.5728032649896934,15,43080.55248354556,3.558859595340282,1.2632373944250892,1.4155858192823174,1726,0.5028,16541,0.022623,67,0.0620045964072979,likely_normal,none,0,study,
2025-11-01T06:30:00+00:00,20251101_0630,rrc05,0.2404,27,0.2641831852358168,0.5849462365591398,0.7647058823529411,0.195205,32.6,14,7,5,66,35,787,11,0.0619596541786743,0,0.381403,0.571246318181936,15,42876.25304315368,3.7950519830573737,1.349442142401712,1.5094397701621178,1597,0.5163,20064,0.048473,139,0.0623727208145867,likely_normal,none,0,study,
2025-11-01T06:35:00+00:00,20251101_0635,rrc05,0.2404,28,0.264524948735475,0.5870967741935483,0.7647058823529411,0.195255,32.6,14,8,6,67,32,807,10,0.0420532204632178,0,0.381403,0.5712417945618609,15,42886.53589759818,3.53703899397654,1.3150337902262526,1.4581785432849264,1801,0.5771,32783,0.061625,86,0.0623727208145867,likely_normal,none,0,study,
2025-11-01T06:40:00+00:00,20251101_0640,rrc05,0.24,27,0.2638414217361586,0.5827956989247312,0.7647058823529411,0.195248,32.6,15,7,5,71,38,817,15,0.0688499738872019,0,0.381403,0.5707728094985608,15,42890.63283357152,3.495324762063784,1.1793440192871214,1.4988026819923372,1409,0.5164,21030,0.031823,3129,0.0622780014207909,likely_normal,none,0,study,
2025-11-01T06:50:00+00:00,20251101_0650,rrc05,0.2402,27,0.2638414217361586,0.5827956989247312,0.7647058823529411,0.195092,32.6,14,7,5,66,30,835,48,0.0482067908773955,0,0.381413,0.572171538118235,15,43132.19215231922,3.588490099009901,1.3095466303280534,1.5146739751056295,1587,0.4935,13442,0.019101,468,0.0618169879461563,likely_normal,none,0,study,
2025-11-01T07:00:00+00:00,20251101_0700,rrc05,0.2403,28,0.2641831852358168,0.5705645161290323,0.7647058823529411,0.194672,32.6,14,7,5,66,40,896,15,0.0465278759047305,0,0.381403,0.5731437988389185,15,43307.25973239472,3.5377537753775377,1.2983400680738353,1.428191489361702,1936,0.4741,15843,0.033351,138,0.0615942028985507,likely_normal,none,0,study,
2025-11-01T07:05:00+00:00,20251101_0705,rrc05,0.2403,28,0.2641831852358168,0.5705645161290323,0.7647058823529411,0.194672,32.6,14,7,5,65,27,840,13,0.0597043783550003,0,0.381403,0.5731437988389185,15,43307.25973239472,3.503230589979875,1.25195404332171,1.4171511627906976,1502,0.4687,22405,0.052358,1354,0.0615942028985507,likely_normal,none,0,study,
2025-11-01T07:10:00+00:00,20251101_0710,rrc05,0.2406,27,0.2680701754385965,0.5685483870967742,0.7647058823529411,0.194745,32.6,15,7,5,66,26,887,13,0.0700163186150462,0,0.381403,0.5738337947627861,15,43325.54211278619,3.589218221603342,1.2268535878312927,1.5121829935355544,1341,0.4595,19506,0.037809,239,0.0615013006317354,likely_normal,none,0,study,
2025-11-01T07:20:00+00:00,20251101_0720,rrc05,0.2402,28,0.2684210526315789,0.5849462365591398,0.7647058823529411,0.19514,32.6,13,8,7,84,36,993,21,0.0807824817104293,0,0.381413,0.5730825433820994,15,43147.99546810441,3.451600216311882,0.9903070154778136,1.5067750677506777,1584,0.518,19788,0.013567,10966,0.0618169879461563,likely_normal,none,0,study,
2025-11-01T07:25:00+00:00,20251101_0725,rrc05,0.2404,27,0.2680701754385965,0.5827956989247312,0.7647058823529411,0.195153,32.6,14,7,4,69,29,909,22,0.0547880619109662,0,0.381413,0.5729731512042127,15,43149.21944447075,3.55277401894452,1.2525963453976947,1.5029015927892333,1420,0.4515,18095,0.045919,313,0.0617700858308709,likely_normal,none,0,study,
2025-11-01T07:30:00+00:00,20251101_0730,rrc05,0.2402,28,0.2684210526315789,0.5827956989247312,0.7647058823529411,0.195149,32.6,14,7,5,73,26,999,10,0.073920238071408,0,0.381413,0.5729631497543987,15,43147.333629847846,3.4215706272310045,0.9999713297099028,1.398421372191864,1609,0.492,20367,0.020618,10931,0.0618169879461563,likely_normal,none,0,study,
2025-11-01T07:40:00+00:00,20251101_0740,rrc05,0.2404,28,0.2684210526315789,0.5705645161290323,0.7647058823529411,0.194732,32.6,14,7,5,87,42,960,6,0.0593216788344104,0,0.381403,0.5739426957988323,15,43324.31477000776,3.738089836660617,1.2885573210740886,1.529004329004329,1657,0.5026,27686,0.054306,261,0.061547751765143,likely_normal,none,0,study,
2025-11-01T08:30:00+00:00,20251101_0830,rrc05,0.2394,28,0.2663157894736842,0.5885057471264368,0.75,0.195733,32.2,14,7,6,77,33,738,17,0.0427560922708795,0,0.381419,0.5699329598540557,15,42739.61142279656,3.727500260715403,1.286825438893923,1.5795721805353342,1308,0.4788,26095,0.040014,102,0.0622668579626972,likely_normal,none,0,study,
2025-11-01T08:40:00+00:00,20251101_0840,rrc05,0.2399,28,0.2641831852358168,0.5849462365591398,0.7647058823529411,0.195235,32.6,15,7,5,69,41,760,29,0.0385731113416199,0,0.381403,0.5708829026768685,15,42889.42890863293,3.58542372881356,1.2423131862904988,1.4815962099125364,1989,0.4494,17004,0.023369,254,0.0623253611176888,likely_normal,none,0,study,
2025-11-01T08:55:00+00:00,20251101_0855,rrc05,0.24,28,0.2684210526315789,0.5849462365591398,0.7647058823529411,0.195296,32.6,14,7,5,71,32,770,10,0.0504217201255925,0,0.381403,0.5716872504126048,15,42906.390980371245,3.571715675904379,1.3156640287846169,1.5055417326396745,1647,0.5577,18120,0.038516,97,0.0622780014207909,likely_normal,none,0,study,
2025-11-01T09:00:00+00:00,20251101_0900,rrc05,0.2404,28,0.2691228070175439,0.5849462365591398,0.7647058823529411,0.19524,32.6,14,11,8,65,62,818,23,0.0619769379331237,0,0.381403,0.5717134023066308,15,42902.82339559568,3.831431079894645,1.375915230870797,1.607180129409309,1535,0.4929,23396,0.038614,99,0.0623727208145867,likely_normal,none,0,study,
2025-11-01T09:05:00+00:00,20251101_0905,rrc05,0.24,27,0.2684210526315789,0.5827956989247312,0.7647058823529411,0.195273,32.6,14,8,5,67,56,761,54,0.0486386331721017,0,0.381403,0.5715849220663872,15,42905.347499020805,3.6689851767388815,1.324698231313559,1.5283901958369257,1378,0.5012,21721,0.032107,124,0.0622780014207909,likely_normal,none,0,study,
2025-11-01T09:15:00+00:00,20251101_0915,rrc05,0.24,27,0.2684210526315789,0.5827956989247312,0.7647058823529411,0.195273,32.6,14,7,5,61,35,917,13,0.0811877843163444,0,0.381403,0.5715849220663872,15,42905.347499020805,3.481526443576481,0.9837431344172916,1.4723432343234324,1511,0.4846,17752,0.013528,10845,0.0622780014207909,likely_normal,none,0,study,
2025-11-01T09:20:00+00:00,20251101_0920,rrc05,0.24,27,0.2684210526315789,0.5827956989247312,0.7647058823529411,0.195273,32.6,13,9,6,67,40,908,13,0.0845430137682947,0,0.381403,0.5715849220663872,15,42905.347499020805,3.514583012968373,0.997153554286834,1.5203261927945473,1414,0.463,23835,0.021426,41,0.0622780014207909,likely_normal,none,0,study,
