source,target,weight
6939,8220,1
8220,8659,1
8220,31898,1
8220,20940,1
8220,59908,1
8220,25479,1
8220,16383,1
8220,15695,1
8220,49934,1
8220,25356,1
8220,48884,1
8220,53766,1
8220,55256,1
8220,199524,1
8220,29802,1
8220,13150,1
8220,11179,1
8220,21433,1
8220,22604,1
8220,208176,1
8220,15608,1
2134,8220,1
8220,30939,1
8220,210995,1
12956,262182,1
52489,262182,1
262182,263930,1
262182,265705,1
262182,264123,1
174,12338,1
6453,12338,1
12338,60068,1
12338,48187,1
3352,210995,1
5511,36925,1
174,36925,1
12956,36925,1
21433,36925,1
3356,262210,1
1299,262210,1
174,262210,1
12956,262210,1
6762,262210,1
52468,262210,1
12357,44585,1
12357,25247,1
12357,48048,1
12357,43919,1
12357,51415,1
12357,29661,1
12357,211359,1
12357,201976,1
12357,210007,1
12357,204748,1
12357,197478,1
12357,200165,1
12357,57117,1
12357,212059,1
8659,12357,1
12357,204643,1
12357,42212,1
12357,209195,1
12357,212230,1
3356,22604,1
2914,22604,1
6461,22604,1
1299,22604,1
174,22604,1
12956,22604,1
6762,22604,1
1299,139341,1
6939,139341,1
3356,139341,1
2914,139341,1
5511,139341,1
9002,139341,1
174,139341,1
3257,139341,1
6453,139341,1
21859,139341,1
132203,139341,1
12956,139341,1
60068,139341,1
8529,139341,1
35753,139341,1
8781,139341,1
52468,139341,1
5405,139341,1
2134,7438,1
2134,32098,1
2134,3352,1
2134,3356,1
2134,46887,1
2134,14178,1
2134,2856,1
2134,21508,1
2134,3320,1
3352,47209,1
174,262253,1
12956,262253,1
6762,262253,1
3356,8301,1
1299,8301,1
6939,8301,1
5405,8301,1
8301,12956,1
3257,8301,1
2914,16509,1
1299,16509,1
174,16509,1
3320,16509,1
3257,16509,1
6461,16509,1
16509,60068,1
6453,16509,1
3356,16509,1
9002,16509,1
6939,16509,1
6762,16509,1
12956,16509,1
5405,16509,1
5511,16509,1
3352,30846,1
12479,30846,1
1299,200845,1
174,200845,1
3257,200845,1
6939,200845,1
60068,200845,1
5405,200845,1
51152,200845,1
3356,63648,1
1299,63648,1
174,63648,1
2914,63648,1
12956,63648,1
13335,63648,1
3356,61610,1
6057,61610,1
12956,61610,1
6939,61610,1
52468,61610,1
174,3356,1
174,1299,1
174,6461,1
174,20940,1
174,2914,1
174,6713,1
174,5511,1
174,3257,1
174,3320,1
174,12956,1
174,13489,1
174,6762,1
174,6453,1
174,52320,1
174,8781,1
174,18734,1
174,6400,1
174,14522,1
174,199524,1
174,23764,1
174,12946,1
174,17072,1
174,37468,1
174,32098,1
174,60068,1
174,54113,1
174,31898,1
174,14259,1
174,53907,1
174,18678,1
174,8529,1
174,12684,1
174,35753,1
174,15964,1
174,12252,1
174,52468,1
174,132203,1
174,12189,1
174,28665,1
174,269832,1
174,11594,1
174,263702,1
174,6752,1
174,33182,1
174,29119,1
174,13335,1
174,766,1
174,14178,1
174,29231,1
174,136907,1
174,7979,1
174,22364,1
174,59908,1
174,29802,1
174,264744,1
174,8069,1
174,21859,1
174,57929,1
174,48697,1
174,63199,1
174,19551,1
174,27796,1
174,6507,1
174,11816,1
174,48728,1
174,64123,1
174,265662,1
174,15695,1
174,48266,1
174,33185,1
174,55256,1
174,263218,1
174,270068,1
174,262706,1
174,64289,1
174,8075,1
174,21559,1
174,44585,1
174,53766,1
174,21433,1
174,200165,1
174,54994,1
174,199478,1
174,139057,1
174,133613,1
174,208176,1
174,8544,1
174,264825,1
174,19855,1
174,400696,1
174,23344,1
174,11179,1
174,215856,1
174,52580,1
174,199589,1
174,48348,1
174,23379,1
174,28458,1
174,3223,1
8903,12462,1
12462,12541,1
12462,44989,1
29802,133296,1
133296,199524,1
133296,400696,1
3356,14522,1
1299,14522,1
12956,14522,1
14522,272022,1
14522,269831,1
13335,14522,1
10429,12956,1
10429,52468,1
10429,263444,1
10429,21433,1
10429,400696,1
10429,136907,1
10429,13335,1
10429,11179,1
10429,61832,1
5511,12479,1
12479,60068,1
3356,12479,1
6939,12479,1
12479,39551,1
12479,13041,1
12479,49851,1
12479,20905,1
12479,210158,1
12479,48884,1
12479,24920,1
12479,204748,1
12479,198355,1
12479,216034,1
12479,206046,1
12479,30939,1
12479,202997,1
12479,16383,1
3356,262355,1
6762,262355,1
12956,262355,1
9002,262355,1
6939,262355,1
3352,198871,1
6739,198871,1
3352,51415,1
3352,30939,1
8414,8659,1
6730,8414,1
6939,135391,1
9002,135391,1
1299,135391,1
12956,135391,1
3356,18666,1
12956,18666,1
3352,202997,1
5405,18678,1
1299,18678,1
6461,18678,1
6939,18678,1
18678,27882,1
12956,18678,1
18678,55256,1
18678,54113,1
9002,18678,1
3320,12541,1
12541,20784,1
1299,6400,1
2914,6400,1
6400,6453,1
6400,12956,1
3356,14593,1
1299,14593,1
2914,14593,1
6939,14593,1
5405,14593,1
8529,14593,1
3257,14593,1
12956,14593,1
6762,14593,1
6461,14593,1
14593,52468,1
14593,21859,1
8781,14593,1
14593,48728,1
9002,14593,1
59908,215298,1
3352,215298,1
3356,198949,1
1299,198949,1
2914,198949,1
6939,198949,1
12956,198949,1
9002,198949,1
15830,198949,1
136907,198949,1
11179,198949,1
52468,198949,1
3352,209195,1
1299,18734,1
3257,18734,1
6939,18734,1
3356,18734,1
6762,18734,1
6461,18734,1
12956,18734,1
18734,32098,1
17072,18734,1
18734,20940,1
18734,21859,1
8903,20784,1
3352,20784,1
1267,28977,1
3352,28977,1
3320,6453,1
6453,9002,1
2914,6453,1
6453,6461,1
3356,6453,1
1299,6453,1
6453,6939,1
6453,8781,1
6453,32098,1
5511,6453,1
3257,6453,1
6453,8529,1
6453,35753,1
6453,12946,1
6453,6762,1
6453,21859,1
6453,20940,1
6453,31898,1
6453,132203,1
6453,12189,1
6453,136907,1
714,6453,1
6453,60068,1
6453,263444,1
6453,52468,1
6453,63199,1
6453,8069,1
6453,54113,1
6453,32067,1
6453,29119,1
6453,13335,1
6453,199524,1
6453,54994,1
6453,53766,1
6453,12252,1
6453,17072,1
6453,15695,1
6453,23764,1
6453,35280,1
6453,139057,1
6453,14907,1
6453,8075,1
6453,30383,1
6453,16371,1
6453,64289,1
3356,6461,1
1299,6461,1
3257,6461,1
2914,6461,1
6461,6762,1
5511,6461,1
6461,12956,1
6057,6461,1
6461,52320,1
6461,9002,1
6461,6939,1
6461,46887,1
6461,23764,1
6461,35753,1
3320,6461,1
6461,17072,1
6461,7782,1
6461,28458,1
6461,8529,1
6461,20940,1
6461,269832,1
714,6461,1
6461,13335,1
2856,6461,1
6461,37468,1
6461,33185,1
6461,137831,1
6461,54113,1
6461,64289,1
6461,21859,1
6461,53766,1
6461,55256,1
6461,15695,1
6461,13150,1
6461,8075,1
6461,54994,1
6461,23344,1
12956,262462,1
6939,22860,1
6762,22860,1
12956,22860,1
6939,8529,1
8529,60068,1
3356,8529,1
8529,9002,1
6762,8529,1
1299,8529,1
8529,21859,1
3320,8529,1
8529,55256,1
8529,13335,1
8529,199524,1
8529,54994,1
8529,139057,1
8529,400696,1
5405,8529,1
3257,8529,1
12956,22869,1
3352,24920,1
2914,22874,1
12956,22874,1
6939,22874,1
1299,8544,1
6939,8544,1
5405,8544,1
8544,12956,1
8544,9002,1
3356,6507,1
5405,6507,1
1299,6507,1
6507,6939,1
2914,6507,1
6507,12956,1
6507,52320,1
6507,9002,1
12956,18809,1
3356,18809,1
13335,18809,1
3356,262532,1
52320,262532,1
6939,262532,1
12956,262532,1
3356,61832,1
12956,61832,1
6939,61832,1
37468,61832,1
11921,61832,1
5405,12684,1
6939,12684,1
3257,12684,1
12684,60725,1
12684,12956,1
12684,52468,1
5511,12684,1
9002,12684,1
12956,274830,1
12956,22927,1
10834,22927,1
22927,52468,1
6939,270735,1
3356,270735,1
12956,270735,1
3257,270735,1
5405,35228,1
9002,35228,1
12956,35228,1
6939,35228,1
3257,35228,1
5089,35228,1
3356,33182,1
6939,33182,1
2914,33182,1
15830,33182,1
1299,33182,1
12956,33182,1
33182,53087,1
17072,33182,1
3352,211359,1
3257,33185,1
1299,33185,1
6939,33185,1
33185,400696,1
3356,6568,1
6568,6762,1
6568,6939,1
6568,12956,1
3352,20905,1
264635,273189,1
52468,264635,1
12956,264635,1
23764,29119,1
29119,60068,1
9002,29119,1
3257,29119,1
2914,29119,1
3356,29119,1
6939,29119,1
1299,29119,1
5405,29119,1
5511,29119,1
29119,199478,1
12956,29119,1
6762,29119,1
3352,35264,1
3320,20940,1
2914,20940,1
1299,20940,1
20940,60068,1
3356,20940,1
3257,20940,1
6939,20940,1
6762,20940,1
9002,20940,1
12956,20940,1
5405,20940,1
5511,20940,1
20940,27781,1
2914,35280,1
3356,35280,1
6939,35280,1
1299,35280,1
5405,35280,1
12956,35280,1
9002,35280,1
6730,8659,1
3352,8659,1
6939,266715,1
12956,266715,1
12956,393693,1
12956,270817,1
6939,270817,1
12956,266732,1
6762,266732,1
6939,133613,1
2914,133613,1
133613,400696,1
1299,59908,1
6939,59908,1
1299,53766,1
3257,53766,1
6939,53766,1
2914,53766,1
12956,53766,1
3356,53766,1
5405,53766,1
12956,264744,1
52468,264744,1
2914,29231,1
6939,29231,1
29231,61181,1
6762,262706,1
12956,262706,1
6939,262706,1
52640,262706,1
263702,266803,1
12956,266803,1
2914,8757,1
1299,8757,1
6939,8757,1
8757,136907,1
8757,9002,1
8757,12956,1
6713,6762,1
5511,6713,1
6713,12956,1
3356,14907,1
1299,14907,1
2914,14907,1
6939,14907,1
5405,14907,1
12956,14907,1
12956,264764,1
12956,205375,1
6939,205375,1
12956,272962,1
3352,57929,1
5405,6730,1
6730,6939,1
6730,60068,1
3356,8781,1
1299,8781,1
8781,9002,1
3257,8781,1
6939,8781,1
8781,48728,1
6762,8781,1
8781,21859,1
8781,139057,1
8781,400696,1
8781,13335,1
5511,8781,1
8781,60068,1
10834,12956,1
10834,136907,1
6739,16338,1
6739,44585,1
6739,198355,1
6739,48202,1
3352,62043,1
15830,62043,1
23764,37468,1
37468,60068,1
3257,37468,1
3356,37468,1
9002,37468,1
1299,37468,1
2914,37468,1
28126,37468,1
37468,52925,1
37468,52468,1
37468,263327,1
28173,37468,1
6939,37468,1
5405,37468,1
12956,37468,1
37468,263311,1
13335,37468,1
37468,54994,1
37468,52580,1
5511,6752,1
6752,6939,1
3257,6752,1
6752,12956,1
6752,13335,1
6752,9002,1
1299,137831,1
2914,137831,1
6939,137831,1
3356,137831,1
63199,137831,1
12956,137831,1
21859,137831,1
52468,137831,1
3320,6762,1
6762,9002,1
3356,6762,1
1299,6762,1
6762,13489,1
2914,6762,1
6762,6939,1
6762,60068,1
6762,21575,1
6762,14259,1
6762,199524,1
5511,6762,1
5405,6762,1
1267,6762,1
6762,27986,1
6762,52468,1
6762,21351,1
3223,6762,1
6762,35753,1
6762,28008,1
6762,31898,1
6762,17072,1
6762,15830,1
6762,28173,1
6762,136907,1
3257,6762,1
6762,27924,1
6762,263444,1
6762,12956,1
6762,21859,1
6762,263702,1
6762,23764,1
6762,265867,1
6762,14979,1
6762,54113,1
6762,28458,1
6762,263311,1
6762,21559,1
6762,15695,1
6762,13335,1
6762,55256,1
6762,274150,1
6762,19551,1
6762,139057,1
6762,27843,1
6762,64289,1
5511,33392,1
12956,33392,1
52468,264825,1
12956,264825,1
12956,64123,1
6939,64123,1
3356,64123,1
6939,268925,1
12956,268925,1
3352,35454,1
16338,35454,1
16153,39551,1
21193,39551,1
3352,39551,1
6939,14979,1
12956,14979,1
12956,64134,1
12946,200165,1
1299,53907,1
6939,53907,1
3356,53907,1
12956,53907,1
6805,9002,1
6805,12956,1
6805,60068,1
5405,6805,1
6805,6939,1
3257,12956,1
3356,12956,1
3320,12956,1
9002,12956,1
2914,12956,1
1299,12956,1
6939,12956,1
12956,60068,1
12956,28008,1
12956,21575,1
3816,12956,1
7004,12956,1
12956,52320,1
12956,14259,1
3352,12956,1
12956,27986,1
12956,19422,1
12956,28024,1
7438,12956,1
12956,21351,1
12956,13489,1
12956,15830,1
12956,28186,1
12956,25620,1
12956,132203,1
12956,15107,1
12956,15964,1
12956,28665,1
12956,269832,1
12956,19114,1
12252,12956,1
5511,12956,1
12956,52468,1
12956,27843,1
11594,12956,1
12956,27924,1
12956,31898,1
12956,53087,1
12956,53237,1
12956,52873,1
11367,12956,1
12956,52973,1
12956,40336,1
12956,22364,1
12956,48348,1
12956,52863,1
5405,12956,1
12956,28126,1
12956,52229,1
12956,27796,1
12956,27882,1
11921,12956,1
12956,27781,1
12956,25479,1
12956,16383,1
714,12956,1
12956,48266,1
12956,62834,1
12956,263444,1
12956,263212,1
12956,263824,1
11816,12956,1
8069,12956,1
12956,23379,1
12956,267700,1
12956,273189,1
12956,265867,1
12956,265662,1
12956,263238,1
12956,273149,1
12956,23764,1
12956,17072,1
12956,269864,1
12956,28173,1
12956,27730,1
12956,47806,1
12956,198198,1
12956,21859,1
12956,26210,1
12189,12956,1
12956,263702,1
12956,32067,1
12956,63199,1
12956,15695,1
12956,54113,1
12956,263218,1
12956,208103,1
12956,263327,1
12956,210847,1
12956,273824,1
12956,271935,1
12956,263763,1
12956,263930,1
12956,55256,1
12956,136907,1
12956,203936,1
12956,32098,1
12956,202310,1
12956,60134,1
3223,12956,1
12956,13335,1
12956,19551,1
12956,54994,1
8075,12956,1
12956,199478,1
12956,271803,1
12956,274150,1
12956,401322,1
12956,265705,1
12956,270068,1
12956,52925,1
12956,21559,1
12956,29802,1
12956,208176,1
12956,60917,1
12956,267724,1
12956,270086,1
12956,269831,1
12956,271929,1
7979,12956,1
12956,19855,1
12956,60725,1
12956,263783,1
12956,139057,1
5089,12956,1
12956,15810,1
12956,39784,1
11179,12956,1
12956,264123,1
12956,23344,1
12956,13150,1
12956,272022,1
12956,21433,1
12956,210055,1
12956,28257,1
12956,28458,1
12956,52640,1
12956,52580,1
12956,53991,1
12956,15994,1
7726,12956,1
12956,30383,1
12956,271868,1
12956,265724,1
12956,263311,1
12956,263961,1
6057,12956,1
12956,199524,1
12956,265554,1
12956,64289,1
12956,52489,1
3352,6813,1
3352,25247,1
1299,60068,1
2914,60068,1
2856,60068,1
5511,60068,1
13489,60068,1
6057,60068,1
3257,60068,1
52320,60068,1
31898,60068,1
32098,60068,1
52468,60068,1
3356,60068,1
6939,60068,1
60068,263238,1
5405,60068,1
48266,60068,1
52580,60068,1
17072,60068,1
19114,52468,1
3356,17072,1
6939,17072,1
13335,17072,1
17072,19551,1
17072,32098,1
1299,17072,1
3352,31418,1
3352,49851,1
766,49851,1
6939,47806,1
3257,8903,1
5405,8903,1
3320,8903,1
6939,8903,1
8903,44127,1
2914,8903,1
714,1299,1
714,3356,1
714,9002,1
714,6939,1
714,3320,1
6939,60134,1
3356,53991,1
6939,53991,1
1299,53991,1
5405,53991,1
766,13041,1
6939,13041,1
13041,15633,1
766,9002,1
766,6939,1
766,3356,1
766,210158,1
3352,25356,1
3352,49934,1
3352,197397,1
3320,6939,1
5511,6939,1
6939,13489,1
6939,9002,1
6939,52320,1
6939,21575,1
6939,23764,1
6939,14259,1
6939,32098,1
6939,19551,1
6939,199524,1
6939,35753,1
6939,21859,1
6939,31898,1
6939,15830,1
6939,7782,1
6939,28458,1
6939,21559,1
6939,52468,1
6939,8075,1
6939,28186,1
6939,15994,1
6939,132203,1
6939,12189,1
6939,136907,1
3356,6939,1
6939,269832,1
6939,7004,1
6939,11921,1
6939,263702,1
6939,29802,1
6939,13335,1
6939,53087,1
6939,14178,1
6939,60314,1
6939,48728,1
6939,54994,1
3223,6939,1
6939,7979,1
6939,48348,1
1299,6939,1
6939,53237,1
6939,263444,1
6939,28126,1
6939,52973,1
6939,52925,1
6939,27781,1
1267,6939,1
6939,63199,1
6939,15695,1
6939,28665,1
6939,203936,1
6939,48266,1
6939,23379,1
6939,54113,1
6939,55256,1
6939,21351,1
6939,208103,1
6939,263311,1
6939,210847,1
6939,64289,1
6939,263238,1
6939,199478,1
6939,401322,1
6939,27924,1
6939,13150,1
6939,60917,1
6939,139057,1
6939,23344,1
6939,210055,1
6939,52640,1
6939,52580,1
6939,28008,1
6939,19855,1
6939,30383,1
5405,6939,1
6939,28173,1
2914,6939,1
3257,6939,1
6057,6939,1
6939,52873,1
6939,263961,1
6939,263327,1
6939,272022,1
6939,52863,1
9002,64289,1
2856,5405,1
2856,9002,1
3356,9002,1
3320,9002,1
2914,9002,1
5511,9002,1
3257,9002,1
1299,9002,1
9002,52320,1
8075,9002,1
9002,13335,1
1267,9002,1
9002,21859,1
9002,48266,1
9002,54113,1
9002,54994,1
9002,19551,1
9002,199524,1
9002,139057,1
9002,21433,1
6057,9002,1
9002,15830,1
9002,23764,1
5405,9002,1
9002,29802,1
9002,28008,1
9002,263444,1
9002,28458,1
9002,35753,1
9002,21351,1
9002,31898,1
9002,15695,1
9002,63199,1
9002,136907,1
9002,132203,1
9002,23344,1
3352,215856,1
3257,23344,1
1299,23344,1
3356,23344,1
1299,23379,1
23379,267700,1
7004,14259,1
7004,400696,1
5405,13150,1
1299,13150,1
3257,13150,1
3356,13150,1
2914,13150,1
13150,21859,1
13150,52468,1
3320,54113,1
2914,54113,1
1299,54113,1
3356,54113,1
5405,54113,1
3257,54113,1
21859,54113,1
5511,54113,1
32098,54113,1
2914,3356,1
2914,3320,1
1299,2914,1
2914,5511,1
2914,3257,1
2914,6057,1
2914,3223,1
2914,5405,1
2914,32098,1
2914,19551,1
2914,23764,1
2914,21859,1
2914,31898,1
2914,15830,1
2914,12252,1
2914,21351,1
2914,132203,1
2914,12189,1
2914,13335,1
2914,28173,1
2914,54994,1
2914,136907,1
2914,7979,1
2914,8069,1
2914,199524,1
2914,55256,1
2914,8075,1
2914,63199,1
2914,15695,1
2914,401322,1
2914,60917,1
1299,199524,1
3257,199524,1
5511,199524,1
3356,199524,1
5405,199524,1
52320,199524,1
21859,199524,1
3320,199524,1
3352,197478,1
1299,21351,1
3356,39784,1
3352,209774,1
3352,43919,1
3352,60314,1
3352,25508,1
3352,199589,1
3356,35753,1
31898,35753,1
35753,132203,1
35753,55256,1
35753,400696,1
13335,35753,1
35753,54994,1
35753,139057,1
11179,13335,1
1299,11179,1
3356,11179,1
11179,15830,1
3320,11179,1
3352,29612,1
3352,48048,1
21433,32098,1
14178,21433,1
3356,21433,1
15830,21433,1
3352,25544,1
3352,29661,1
3356,5089,1
3352,216034,1
13335,21508,1
13335,15830,1
1299,13335,1
3257,13335,1
3356,13335,1
5405,13335,1
13335,265554,1
5511,13335,1
7979,13335,1
13335,28126,1
13335,52468,1
13335,14259,1
13335,263327,1
12252,13335,1
3352,207904,1
1299,21559,1
3257,21559,1
5405,21559,1
3352,48187,1
3356,263238,1
3356,21575,1
3352,48202,1
3352,210007,1
3352,212059,1
3352,44127,1
3257,52320,1
1299,52320,1
28126,52320,1
52320,52468,1
52320,53237,1
15964,52320,1
5405,52320,1
3356,52320,1
3320,19551,1
3257,19551,1
1299,19551,1
5405,19551,1
5511,19551,1
3356,19551,1
19551,32098,1
1299,29802,1
3356,29802,1
3257,29802,1
29802,52580,1
3356,132203,1
1299,132203,1
5405,132203,1
21859,132203,1
3257,48266,1
3356,48266,1
27796,52468,1
3223,3356,1
1299,3223,1
3223,53087,1
3223,5405,1
3223,48348,1
3356,31898,1
5405,31898,1
1299,31898,1
3257,31898,1
3320,31898,1
3352,42147,1
13489,15830,1
3257,3320,1
3257,5511,1
1299,3257,1
3257,3356,1
3257,32098,1
3257,15830,1
3257,23764,1
3257,12252,1
3257,20355,1
3257,21859,1
3257,5405,1
3257,48348,1
3257,62834,1
3257,63199,1
3257,28458,1
3257,55256,1
3257,54994,1
3257,139057,1
3257,15695,1
3257,15994,1
3356,27843,1
3320,23764,1
1299,23764,1
3356,23764,1
21859,23764,1
23764,139057,1
5405,48348,1
3352,206046,1
3352,42211,1
3352,42212,1
27882,28008,1
3352,210158,1
1267,1299,1
1267,3356,1
5511,52468,1
1299,52468,1
3356,52468,1
52468,53237,1
52468,263824,1
52468,269831,1
52468,271929,1
52468,270068,1
52468,265724,1
52468,263783,1
3352,44280,1
3352,15608,1
3352,201976,1
3320,3356,1
1299,3320,1
3320,5511,1
3320,136907,1
3320,55256,1
3320,8075,1
3320,5405,1
3352,212230,1
7438,32098,1
7438,136907,1
3352,15633,1
1299,3356,1
1299,5511,1
1299,46887,1
1299,15830,1
1299,21859,1
1299,12252,1
1299,269832,1
1299,263444,1
1299,7979,1
1299,14178,1
1299,8069,1
1299,15695,1
1299,265724,1
1299,12189,1
1299,63199,1
1299,55256,1
1299,8075,1
1299,54994,1
1299,5405,1
1299,62834,1
1299,52580,1
1299,6057,1
1299,28458,1
3356,263444,1
3352,16371,1
3352,200669,1
3352,48697,1
3352,61181,1
3352,204643,1
3352,200165,1
3352,204748,1
3352,198355,1
3352,400696,1
3352,57117,1
3352,44585,1
3352,48884,1
3352,51152,1
3352,16373,1
3352,208726,1
3352,44989,1
3352,16383,1
3356,5511,1
3356,46887,1
3356,19855,1
3356,15830,1
3356,27986,1
3356,28024,1
3356,14259,1
3356,15994,1
3356,28126,1
3356,28186,1
3356,12189,1
3356,28665,1
3356,52925,1
3356,263702,1
3356,136907,1
3356,53087,1
3356,52973,1
3356,270068,1
3356,7979,1
3356,28173,1
3356,52873,1
3356,14178,1
3356,21859,1
3356,63199,1
3356,32067,1
3356,7726,1
3356,6057,1
3356,32098,1
3356,55256,1
3356,202310,1
3356,8075,1
3356,272022,1
3356,15695,1
3356,28458,1
3356,139057,1
3356,54994,1
3356,30383,1
3356,271868,1
5405,5511,1
5405,15830,1
5405,32098,1
5405,28008,1
5405,7979,1
5405,21859,1
5405,55256,1
5405,60917,1
3816,400696,1
48728,400696,1
20355,400696,1
7782,400696,1
5511,400696,1
15830,400696,1
21859,63199,1
21859,28458,1
21859,55256,1
21859,139057,1
21859,54994,1
52580,52925,1
5511,136907,1
5511,6057,1
5511,55256,1
5511,139057,1
263702,271803,1
263702,265662,1
263702,267724,1
15830,204643,1
15830,30383,1
28186,52863,1
11921,52925,1
12252,136907,1
14178,136907,1
63199,139057,1
8069,8075,1
