window_start,window_id,collector,frac_p2p_edges,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,std_edge_ixp_cosine_dist,symmetry_ratio,as_path_avg,as_path_max,as_path_std,edit_distance_avg,unique_as_path_max,origin_changes,unique_peers,vf_rate_delta,ego_origin_violations,adj_eig_ratio_1_2,clustering_avg_local,pagerank,avg_ixp_cosine_dist,edit_distance_max,ego_filter_ratio,flaps,n_customers,nadas,number_rare_ases,discovered_label,event_id,binary_label,provenance,incident_type
2016-10-21T11:10:00+00:00,20161021_1110,rrc05,0.2433,17,0.2016949152542373,0.5415384615384615,0.6923076923076923,0.240137,23.2,4.55435847208619,11,1.1506068253811343,2.087984241628365,24,28,9,0.006835,0,2.157387929910692,0.5112650586093368,0.0852577234709983,0.467322,7,0.80064,130,82.0,587,111,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
2016-10-21T11:15:00+00:00,20161021_1115,rrc05,0.2433,17,0.2016949152542373,0.5415384615384615,0.6923076923076923,0.240137,23.2,4.776334483458494,10,1.2117908184048485,2.0715571557155714,19,2,8,0.010648,0,2.157387929910692,0.5112650586093368,0.0852577234709983,0.467322,7,0.799114,148,82.0,526,56,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
2016-10-21T11:20:00+00:00,20161021_1120,rrc05,0.243,17,0.2016949152542373,0.5415384615384615,0.6923076923076923,0.239804,23.2,4.128079658605975,10,0.9189367011080956,1.9782178217821784,18,7,8,0.011944,0,2.1606541739141014,0.5112730668031849,0.0852408725149299,0.467322,6,0.923689,93,82.0,7999,8639,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
2016-10-21T11:25:00+00:00,20161021_1125,rrc05,0.2433,17,0.2016949152542373,0.5415384615384615,0.6923076923076923,0.240137,23.2,4.600338536768855,10,1.1222926951772418,1.89042530902996,22,5,8,0.006211,0,2.157387929910692,0.5112650586093368,0.0852577234709983,0.467322,6,0.821189,119,82.0,556,91,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
2016-10-21T11:30:00+00:00,20161021_1130,rrc05,0.2454,18,0.2028248587570621,0.5476923076923077,0.7051282051282052,0.240098,23.2,4.8652329540494135,11,0.9601345052392122,2.1542910447761194,21,4,9,0.022319,2,2.1665086617311884,0.5144689276743672,0.0852241964374738,0.467322,7,0.847981,151,82.0,7047,7641,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
2016-10-21T11:35:00+00:00,20161021_1135,rrc05,0.2454,18,0.2028248587570621,0.5476923076923077,0.7051282051282052,0.240098,23.2,4.942449503045848,9,1.3143391774574875,1.9659504734158777,19,6,8,1.1e-05,0,2.1665086617311884,0.5144689276743672,0.0852241964374738,0.467322,7,0.806638,184,82.0,605,136,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
2016-10-21T11:40:00+00:00,20161021_1140,rrc05,0.2444,17,0.2022598870056497,0.5446153846153846,0.6923076923076923,0.240197,23.2,4.815063887020847,10,1.245848682594778,2.090689462925107,19,5,10,0.005695,0,2.161642247740428,0.5121234794809411,0.0852417570969149,0.467322,8,0.812144,154,82.0,661,74,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
2016-10-21T11:45:00+00:00,20161021_1145,rrc05,0.2433,17,0.2016949152542373,0.5415384615384615,0.6923076923076923,0.240137,23.2,5.379933326164104,10,1.3632824333893625,1.926850048685492,23,4,9,0.008037,0,2.157387929910692,0.5112650586093368,0.0852577234709983,0.467322,8,0.757031,456,82.0,537,71,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
2016-10-21T11:50:00+00:00,20161021_1150,rrc05,0.2444,18,0.2022598870056497,0.5446153846153846,0.7051282051282052,0.240037,23.2,4.624373956594324,9,1.0856080999084896,1.9190972961464765,21,6,10,0.00529,0,2.1622398316654032,0.5136162802985614,0.0852401034093842,0.467322,6,0.801529,152,82.0,619,78,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
2016-10-21T11:55:00+00:00,20161021_1155,rrc05,0.2433,17,0.2016949152542373,0.5415384615384615,0.6923076923076923,0.240137,23.2,4.574798829553767,9,1.1773739802754952,2.012111087909793,18,6,7,0.006599,0,2.157387929910692,0.5112650586093368,0.0852577234709983,0.467322,7,0.782938,146,82.0,503,116,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as3352,1,historical,dos_attack
