window_start,window_id,collector,frac_p2p_edges,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,std_edge_ixp_cosine_dist,symmetry_ratio,as_path_avg,as_path_max,as_path_std,edit_distance_avg,unique_as_path_max,origin_changes,unique_peers,vf_rate_delta,ego_origin_violations,adj_eig_ratio_1_2,clustering_avg_local,pagerank,avg_ixp_cosine_dist,edit_distance_max,ego_filter_ratio,flaps,n_customers,nadas,number_rare_ases,discovered_label,event_id,binary_label,provenance,incident_type
2016-10-21T11:10:00+00:00,20161021_1110,rrc04,0.3169,31,0.0525162292626088,0.2267414679756896,0.4034833091436865,0.157544,53.2,4.311557306177346,11,1.489284672940284,1.8529645164947288,36,24,8,-0.000685,0,1.7125513238942365,0.604261361095543,0.0256324659376783,0.380182,8,0.803859,264,122.0,479,264,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T11:15:00+00:00,20161021_1115,rrc04,0.3168,31,0.0525439715918548,0.2269752220663861,0.3976240391334731,0.157556,53.2,4.23790111842793,10,1.517014005277345,1.784176715879635,25,3,8,-0.001114,0,1.7129667680023113,0.6044030155217662,0.0256311546311927,0.380182,8,0.803812,233,122.0,411,80,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T11:20:00+00:00,20161021_1120,rrc04,0.3168,31,0.0525439715918548,0.2267414679756896,0.4034833091436865,0.157247,53.2,4.053498985801217,11,1.436515206544005,1.701332963065815,35,2,8,-0.001615,0,1.71235347630388,0.6043976660472398,0.0256310748413305,0.380182,8,0.789315,198,122.0,351,100,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T11:25:00+00:00,20161021_1125,rrc04,0.3169,31,0.0525162292626088,0.2267414679756896,0.4034833091436865,0.157544,53.2,4.332852169482891,10,1.4356444633349166,1.7581678063605777,40,1,9,-0.000478,0,1.7125513238942365,0.604261361095543,0.0256324659376783,0.380182,8,0.830166,253,122.0,546,232,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T11:30:00+00:00,20161021_1130,rrc04,0.3169,31,0.0525162292626088,0.2267414679756896,0.4034833091436865,0.157544,53.2,4.43588699829032,10,1.483729841611424,1.8962107208872456,38,4,8,0.000377,0,1.7125513238942365,0.604261361095543,0.0256324659376783,0.380182,8,0.839556,310,122.0,508,169,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T11:35:00+00:00,20161021_1135,rrc04,0.3169,31,0.0525162292626088,0.2267414679756896,0.4034833091436865,0.157544,53.2,4.54985754985755,10,1.5090516412281565,1.8864101315148565,42,3,8,-0.000775,0,1.7125513238942365,0.604261361095543,0.0256324659376783,0.380182,8,0.799778,312,122.0,450,114,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T11:40:00+00:00,20161021_1140,rrc04,0.3169,31,0.0525162292626088,0.2267414679756896,0.4034833091436865,0.157544,53.2,4.493185550082102,10,1.5259324552568316,1.9281743580693549,38,2,10,-0.000852,0,1.7125513238942365,0.604261361095543,0.0256324659376783,0.380182,7,0.830749,278,122.0,511,56,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T11:45:00+00:00,20161021_1145,rrc04,0.3168,31,0.0525439715918548,0.2267414679756896,0.4034833091436865,0.157316,53.2,5.204523319987015,11,1.6260570619330554,2.0588577749315946,49,2,9,-0.000148,0,1.712394508270814,0.6046905447641814,0.025626144726923,0.380182,9,0.862083,306,122.0,424,58,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T11:50:00+00:00,20161021_1150,rrc04,0.3169,31,0.0525162292626088,0.2267414679756896,0.4034833091436865,0.157544,53.2,4.252244083779128,10,1.388010770515998,1.7633184221228142,36,2,8,-0.000654,0,1.7125513238942365,0.604261361095543,0.0256324659376783,0.380182,8,0.802147,279,122.0,490,108,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T11:55:00+00:00,20161021_1155,rrc04,0.3169,31,0.0525162292626088,0.2267414679756896,0.4034833091436865,0.157544,53.2,4.266915621943629,10,1.470400326786606,1.859521943573668,29,3,9,-0.000397,0,1.7125513238942365,0.604261361095543,0.0256324659376783,0.380182,9,0.824001,237,122.0,380,83,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
