window_start,window_id,collector,frac_p2p_edges,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,std_edge_ixp_cosine_dist,symmetry_ratio,as_path_avg,as_path_max,as_path_std,edit_distance_avg,unique_as_path_max,origin_changes,unique_peers,vf_rate_delta,ego_origin_violations,adj_eig_ratio_1_2,clustering_avg_local,pagerank,avg_ixp_cosine_dist,edit_distance_max,ego_filter_ratio,flaps,n_customers,nadas,number_rare_ases,discovered_label,event_id,binary_label,provenance,incident_type
2016-10-21T11:10:00+00:00,20161021_1110,rrc05,0.2404,32,0.034249648067076,0.0893887820038478,0.1865831078193989,0.197079,165.2,4.55435847208619,11,1.1506068253811343,2.087984241628365,24,28,9,-0.003376,0,2.185989735516166,0.592678691950882,0.0104286116987351,0.669673,7,0.898543,130,91.0,587,111,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:15:00+00:00,20161021_1115,rrc05,0.2404,32,0.0342651176461488,0.0894997780079917,0.1870103973792907,0.197157,165.2,4.776334483458494,10,1.2117908184048485,2.0715571557155714,19,2,8,-0.003262,0,2.1860795581733163,0.5924153984350352,0.0104245117938138,0.669676,7,0.901219,148,91.0,526,56,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:20:00+00:00,20161021_1120,rrc05,0.2404,32,0.0342419132775397,0.0893887820038478,0.1865831078193989,0.197154,165.2,4.128079658605975,10,0.9189367011080956,1.9782178217821784,18,7,8,0.005786,0,2.1869001758072635,0.592664465087658,0.0104288202882686,0.669673,6,0.958721,93,91.0,7999,8639,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:25:00+00:00,20161021_1125,rrc05,0.2404,32,0.034249648067076,0.0894257806718958,0.1867255376726962,0.197178,165.2,4.600338536768855,10,1.1222926951772418,1.89042530902996,22,5,8,-0.003564,0,2.1866064747868816,0.5926027309068137,0.0104288077306793,0.669673,6,0.909216,119,91.0,556,91,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:30:00+00:00,20161021_1130,rrc05,0.2416,32,0.0341429722573961,0.089175011921793,0.1870103973792907,0.197019,165.2,4.8652329540494135,11,0.9601345052392122,2.1542910447761194,21,4,9,-0.002655,0,2.1817820873008364,0.5948635681403851,0.0104231001775748,0.669442,7,0.961838,151,91.0,7047,7641,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:35:00+00:00,20161021_1135,rrc05,0.2409,33,0.0341846758349705,0.0895367766760396,0.1871528272325879,0.196825,165.2,4.942449503045848,9,1.3143391774574875,1.9659504734158777,19,6,8,-0.003819,0,2.188215064698139,0.5949673003359509,0.0104284533765942,0.669555,7,0.894517,184,91.0,605,136,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:40:00+00:00,20161021_1140,rrc05,0.2407,32,0.0341692669209137,0.0894627793399437,0.1868679675259934,0.196815,165.2,4.815063887020847,10,1.245848682594778,2.090689462925107,19,5,10,-0.002123,0,2.188100651043054,0.5929441208232589,0.0104286358664145,0.669673,8,0.91031,154,91.0,661,74,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:45:00+00:00,20161021_1145,rrc05,0.241,34,0.034249648067076,0.0900880728466935,0.1868679675259934,0.197171,165.2,5.379933326164104,10,1.3632824333893625,1.926850048685492,23,4,9,-0.001451,0,2.1881222382802665,0.5934699558185292,0.0104332379023359,0.669712,8,0.859378,456,91.0,537,71,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:50:00+00:00,20161021_1150,rrc05,0.2411,32,0.0341199493496028,0.0891016470415612,0.1870103973792907,0.196749,165.2,4.624373956594324,9,1.0856080999084896,1.9190972961464765,21,6,10,-0.00383,0,2.1852473495867706,0.5940034903566,0.0104176909852817,0.669187,6,0.887467,152,91.0,619,78,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:55:00+00:00,20161021_1155,rrc05,0.2414,33,0.0339379264132553,0.0890282821613293,0.1868679675259934,0.19663,165.6,4.574798829553767,9,1.1773739802754952,2.012111087909793,18,6,7,-0.003471,0,2.1848669720488623,0.5912883482269945,0.0104143954323508,0.669668,7,0.910651,146,91.0,503,116,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
