source,target,weight
43754,210392,1
43754,204104,1
43754,61173,1
43754,61209,1
43754,212216,1
43754,212077,1
43754,209836,1
43754,61386,1
43754,210820,1
43754,213953,1
51074,205550,1
58224,60148,1
31549,62198,1
58224,62198,1
42337,213775,1
58224,205588,1
48147,205588,1
62229,62442,1
42337,62229,1
6939,15547,1
6939,34177,1
3491,6939,1
5511,6939,1
3257,6939,1
35615,42337,1
35615,50810,1
42337,62265,1
42337,58169,1
31549,205647,1
31549,61173,1
31549,44436,1
31549,198154,1
1756,31549,1
31549,50795,1
42337,207680,1
50810,205643,1
42337,205643,1
204104,205647,1
205647,211904,1
21341,48159,1
42337,203616,1
41881,203616,1
42337,52070,1
51074,52070,1
35690,58224,1
35690,42337,1
42337,62318,1
48159,58224,1
43965,58224,1
9147,58224,1
44208,58224,1
50733,58224,1
5542,58224,1
58224,60340,1
44045,58224,1
58224,203798,1
58224,203951,1
5627,58224,1
48898,58224,1
58224,62334,1
50692,58224,1
58224,203684,1
58224,204650,1
58224,60811,1
48147,58224,1
49103,58224,1
58224,216205,1
44400,58224,1
5618,58224,1
44410,58224,1
58224,61248,1
58224,204213,1
58224,208072,1
48121,58224,1
49148,58224,1
21419,58224,1
1756,58224,1
58224,61246,1
58224,60407,1
58224,208703,1
58224,201689,1
58224,61129,1
58224,204001,1
58224,61173,1
58224,210609,1
44243,58224,1
58224,60887,1
58224,204686,1
58224,205837,1
58224,205833,1
58224,212476,1
58224,210820,1
58224,58331,1
58224,200406,1
58224,210695,1
57241,58224,1
58224,205883,1
42337,209783,1
41856,51074,1
29577,42337,1
41881,62442,1
41881,202468,1
41881,48608,1
41881,42337,1
41881,202391,1
41881,204104,1
41881,48551,1
41881,204203,1
41881,211904,1
5618,41881,1
41881,60637,1
41881,50733,1
41881,44932,1
41881,210392,1
51074,215974,1
42337,211881,1
21419,48147,1
42337,209836,1
42337,52140,1
13231,51074,1
35766,51074,1
9147,42337,1
42337,52155,1
50810,52155,1
211904,214922,1
42337,213953,1
50114,51074,1
51074,207817,1
42337,199633,1
42337,58333,1
51074,52196,1
48551,62442,1
62442,212077,1
50810,60407,1
50177,51074,1
33891,216067,1
42337,216067,1
44244,216067,1
42337,205837,1
42337,48147,1
48159,206596,1
48159,212227,1
1756,48159,1
48159,202735,1
42019,51074,1
51074,207920,1
51074,56375,1
42043,42337,1
42043,51074,1
204650,212036,1
42337,212036,1
42337,205894,1
33891,34177,1
15547,33891,1
42337,60516,1
200370,212077,1
200370,203951,1
42337,44208,1
3257,3491,1
3257,5511,1
15547,34177,1
15547,198150,1
42337,60605,1
42337,212161,1
49100,60627,1
42337,60627,1
50810,56547,1
48434,212216,1
15611,42337,1
42337,212227,1
42337,48431,1
48434,210650,1
48434,61173,1
48434,49099,1
56632,200370,1
42337,204104,1
204203,214361,1
42337,48944,1
42337,61362,1
42337,202468,1
42337,49103,1
42337,202391,1
42337,204650,1
42337,206217,1
42337,44400,1
5618,42337,1
42337,61209,1
42337,208560,1
42337,61250,1
42337,61248,1
42337,42990,1
42337,204393,1
42337,198154,1
16292,42337,1
42337,198357,1
42337,212355,1
42337,61176,1
42337,42586,1
42337,200554,1
16018,42337,1
42337,50692,1
42337,198341,1
42337,214515,1
42337,214922,1
42337,214475,1
42337,204203,1
42337,210470,1
42337,210474,1
42337,48762,1
16320,42337,1
42337,214737,1
42337,44436,1
42337,49148,1
42337,210603,1
42337,206325,1
42337,214526,1
42337,44607,1
42337,208555,1
42337,202319,1
42337,61386,1
42337,212907,1
42337,204781,1
42337,48551,1
42337,57241,1
42337,204213,1
42337,61055,1
51074,208231,1
51074,208246,1
5511,34177,1
34177,198150,1
3491,5511,1
44436,204203,1
204203,208555,1
198154,214526,1
49100,202251,1
42586,50810,1
50810,208651,1
50810,61250,1
1756,49100,1
51074,61173,1
51074,206596,1
51074,57292,1
42907,51074,1
