bucket,pair,balance_fit,calibration,alignment,classifier,view,macro_f1_mean,macro_f1_std,pr_auc_anomaly_mean,pr_auc_anomaly_std,recall_anomaly_mean,recall_anomaly_std
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,random_forest,fusion_late_attention,0.0958,0.0,0.071,0.005,1.0,0.0
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,random_forest,fusion_late_mean,0.1419,0.0132,0.0713,0.0051,0.2977,0.0189
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,random_forest,fusion_late_or,0.1189,0.0215,0.0924,0.0053,0.5858,0.3782
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,random_forest,graph,0.3286,0.2125,0.1232,0.0013,0.407,0.5414
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,random_forest,stat,0.1407,0.013,0.0708,0.005,0.2964,0.0135
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,xgboost,fusion_early,0.0955,0.0003,0.1124,0.0246,0.994,0.0034
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,xgboost,fusion_late_attention,0.0968,0.0026,0.1097,0.0152,0.994,0.0064
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,xgboost,fusion_late_mean,0.1233,0.0154,0.1123,0.0165,0.9503,0.0304
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,xgboost,fusion_late_or,0.0958,0.0,0.1007,0.0167,1.0,0.0
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,xgboost,graph,0.0958,0.0,0.12,0.0009,1.0,0.0
cross_as,rrc04_as3352__to__rrc05_as12880,none,none,before_coral,xgboost,stat,0.1483,0.0041,0.0993,0.0169,0.8801,0.0231
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,lstm,fusion_early,0.0792,0.0,0.4374,0.1892,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,lstm,fusion_late_mean,0.0792,0.0,0.3696,0.2592,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,lstm,fusion_late_or,0.0792,0.0,0.6369,0.0519,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,lstm,graph,0.0792,0.0,0.2899,0.4133,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,lstm,stat,0.0792,0.0,0.6365,0.0526,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,mlp,fusion_early,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,mlp,fusion_late_mean,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,mlp,fusion_late_or,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,mlp,graph,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,mlp,stat,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,random_forest,fusion_early,0.0792,0.0,0.0705,0.0042,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,random_forest,fusion_late_mean,0.0792,0.0,0.0731,0.001,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,random_forest,fusion_late_or,0.0792,0.0,0.062,0.0028,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,random_forest,graph,0.0792,0.0,0.0966,0.0015,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,random_forest,stat,0.0792,0.0,0.062,0.0028,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,xgboost,fusion_early,0.0792,0.0,0.0635,0.003,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,xgboost,fusion_late_mean,0.0792,0.0,0.0733,0.0034,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,xgboost,fusion_late_or,0.0792,0.0,0.0608,0.0041,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,xgboost,graph,0.0792,0.0,0.0974,0.0009,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,after_coral,xgboost,stat,0.0792,0.0,0.0608,0.0041,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,lstm,fusion_early,0.0792,0.0,0.132,0.0495,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,lstm,fusion_late_mean,0.0792,0.0,0.4585,0.1602,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,lstm,fusion_late_or,0.0792,0.0,0.2062,0.0197,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,lstm,graph,0.0792,0.0,0.4078,0.2649,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,lstm,stat,0.0792,0.0,0.2062,0.0197,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,mlp,fusion_early,0.1077,0.0247,0.1543,0.0264,0.9975,0.0018
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,mlp,fusion_late_mean,0.0842,0.0076,0.2853,0.172,0.9914,0.0149
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,mlp,fusion_late_or,0.0806,0.0024,0.2366,0.0963,0.9939,0.0105
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,mlp,graph,0.3281,0.2614,0.5186,0.4035,0.1055,0.1801
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,mlp,stat,0.0806,0.0024,0.2366,0.0963,0.9939,0.0105
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,random_forest,fusion_early,0.0792,0.0,0.1378,0.0272,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,random_forest,fusion_late_mean,0.0792,0.0,0.1211,0.0205,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,random_forest,fusion_late_or,0.0792,0.0,0.1227,0.012,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,random_forest,graph,0.0792,0.0,0.0903,0.006,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,random_forest,stat,0.0792,0.0,0.1227,0.012,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,xgboost,fusion_early,0.0792,0.0,0.172,0.0049,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,xgboost,fusion_late_mean,0.0792,0.0,0.0958,0.0183,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,xgboost,fusion_late_or,0.0792,0.0,0.0813,0.0179,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,xgboost,graph,0.0792,0.0,0.0957,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,equal,none,before_coral,xgboost,stat,0.0792,0.0,0.081,0.0175,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,lstm,fusion_early,0.0792,0.0,0.4973,0.2263,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,lstm,fusion_late_mean,0.0792,0.0,0.0527,0.0039,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,lstm,fusion_late_or,0.0792,0.0,0.1399,0.0775,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,lstm,graph,0.0792,0.0,0.0542,0.0029,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,lstm,stat,0.0792,0.0,0.1399,0.0775,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,mlp,fusion_early,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,mlp,fusion_late_mean,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,mlp,fusion_late_or,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,mlp,graph,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,mlp,stat,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,random_forest,fusion_early,0.0792,0.0,0.0699,0.0072,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,random_forest,fusion_late_mean,0.0792,0.0,0.0877,0.0349,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,random_forest,fusion_late_or,0.0792,0.0,0.0909,0.038,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,random_forest,graph,0.0792,0.0,0.0845,0.0082,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,random_forest,stat,0.0792,0.0,0.0909,0.038,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,xgboost,fusion_early,0.0792,0.0,0.0597,0.0064,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,xgboost,fusion_late_mean,0.0792,0.0,0.0821,0.0166,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,xgboost,fusion_late_or,0.0792,0.0,0.0718,0.0128,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,xgboost,graph,0.0792,0.0,0.0954,0.0003,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,after_coral,xgboost,stat,0.0792,0.0,0.0718,0.0128,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,lstm,fusion_early,0.0792,0.0,0.0595,0.0028,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,lstm,fusion_late_mean,0.0792,0.0,0.1036,0.0575,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,lstm,fusion_late_or,0.0792,0.0,0.0632,0.0132,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,lstm,graph,0.0792,0.0,0.0981,0.0547,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,lstm,stat,0.0792,0.0,0.0632,0.0132,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,mlp,fusion_early,0.0881,0.0126,0.12,0.0217,0.9975,0.0044
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,mlp,fusion_late_mean,0.1651,0.1488,0.2458,0.1747,0.9878,0.0211
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,mlp,fusion_late_or,0.0825,0.0058,0.1603,0.0524,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,mlp,graph,0.3453,0.2304,0.5216,0.4046,0.3338,0.5769
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,mlp,stat,0.0825,0.0058,0.1603,0.0524,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,random_forest,fusion_early,0.0791,0.0,0.1634,0.0316,0.9985,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,random_forest,fusion_late_mean,0.0792,0.0,0.1269,0.016,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,random_forest,fusion_late_or,0.0792,0.0,0.1358,0.0181,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,random_forest,graph,0.0792,0.0,0.0908,0.0067,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,random_forest,stat,0.079,0.0001,0.1283,0.0165,0.997,0.0015
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,xgboost,fusion_early,0.0792,0.0,0.1442,0.0118,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,xgboost,fusion_late_mean,0.0792,0.0,0.0963,0.0241,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,xgboost,fusion_late_or,0.0792,0.0,0.0856,0.0279,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,xgboost,graph,0.0792,0.0,0.0968,0.0018,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352,none,none,before_coral,xgboost,stat,0.0791,0.0,0.0856,0.0279,0.9985,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,none,after_coral,lstm,core10,0.0792,0.0,0.0503,0.0005,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,none,after_coral,mlp,core10,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,none,after_coral,random_forest,core10,0.0792,0.0,0.0685,0.0001,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,none,after_coral,xgboost,core10,0.0792,0.0,0.069,0.0001,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,none,before_coral,lstm,core10,0.0536,0.0241,0.0568,0.0029,0.6464,0.3245
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,none,before_coral,mlp,core10,0.0926,0.0191,0.0599,0.0037,0.7052,0.3492
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,none,before_coral,random_forest,core10,0.0792,0.0,0.0621,0.0008,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,none,before_coral,xgboost,core10,0.0792,0.0,0.0586,0.0015,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,none,after_coral,lstm,core10,0.0792,0.0,0.0546,0.0059,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,none,after_coral,mlp,core10,0.0792,0.0,0.086,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,none,after_coral,random_forest,core10,0.0792,0.0,0.0792,0.0001,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,none,after_coral,xgboost,core10,0.0792,0.0,0.0794,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,none,before_coral,lstm,core10,0.0801,0.0015,0.1116,0.0749,1.0,0.0
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,none,before_coral,mlp,core10,0.15,0.1226,0.0786,0.0288,0.9878,0.0211
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,none,before_coral,random_forest,core10,0.2349,0.0176,0.1085,0.0108,0.9594,0.0062
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,none,before_coral,xgboost,core10,0.0794,0.0002,0.0885,0.0047,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,lstm,fusion_early,0.0474,0.0,0.0412,0.0049,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,lstm,fusion_late_attention,0.0474,0.0,0.0731,0.0327,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,lstm,fusion_late_mean,0.0474,0.0,0.076,0.0311,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,lstm,fusion_late_or,0.0474,0.0,0.0421,0.0065,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,lstm,graph,0.226,0.2473,0.0869,0.034,0.6892,0.4407
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,lstm,stat,0.0474,0.0,0.0421,0.0065,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,mlp,fusion_early,0.0474,0.0,0.0498,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,mlp,fusion_late_attention,0.0474,0.0,0.0736,0.0533,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,mlp,fusion_late_mean,0.0474,0.0,0.0736,0.0533,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,mlp,fusion_late_or,0.0474,0.0,0.0498,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,mlp,graph,0.0474,0.0,0.0736,0.0533,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,mlp,stat,0.0474,0.0,0.0498,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,random_forest,fusion_early,0.0474,0.0,0.1057,0.0452,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,random_forest,fusion_late_attention,0.0474,0.0,0.0962,0.0029,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,random_forest,fusion_late_mean,0.0474,0.0,0.0962,0.0029,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,random_forest,fusion_late_or,0.0474,0.0,0.0394,0.0024,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,random_forest,graph,0.0474,0.0,0.1051,0.0003,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,random_forest,stat,0.0474,0.0,0.0394,0.0024,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,xgboost,fusion_early,0.0474,0.0,0.2209,0.1014,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,xgboost,fusion_late_attention,0.0474,0.0,0.3025,0.0962,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,xgboost,fusion_late_mean,0.0474,0.0,0.3041,0.0988,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,xgboost,fusion_late_or,0.0474,0.0,0.2719,0.073,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,xgboost,graph,0.0474,0.0,0.0853,0.0355,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,after_coral,xgboost,stat,0.0474,0.0,0.2702,0.073,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,lstm,fusion_early,0.0474,0.0,0.0646,0.0082,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,lstm,fusion_late_attention,0.0474,0.0,0.0581,0.0092,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,lstm,fusion_late_mean,0.0474,0.0,0.0578,0.0112,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,lstm,fusion_late_or,0.0474,0.0,0.0593,0.0121,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,lstm,graph,0.4113,0.1955,0.0639,0.0026,0.2192,0.4045
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,lstm,stat,0.0474,0.0,0.0593,0.0121,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,mlp,fusion_early,0.0794,0.0334,0.2759,0.0784,0.9924,0.006
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,mlp,fusion_late_attention,0.1404,0.0864,0.3152,0.1345,0.9679,0.0284
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,mlp,fusion_late_mean,0.1911,0.1389,0.2693,0.0766,0.9318,0.0638
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,mlp,fusion_late_or,0.1409,0.1122,0.3513,0.1199,0.9638,0.0355
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,mlp,graph,0.4479,0.0962,0.083,0.0178,0.1429,0.3113
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,mlp,stat,0.142,0.111,0.3513,0.1199,0.9633,0.0348
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,random_forest,fusion_early,0.0474,0.0,0.3063,0.0436,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,random_forest,fusion_late_attention,0.0474,0.0,0.1916,0.0455,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,random_forest,fusion_late_mean,0.0474,0.0,0.1739,0.0284,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,random_forest,fusion_late_or,0.0474,0.0,0.1658,0.0517,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,random_forest,graph,0.0474,0.0,0.1233,0.0031,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,random_forest,stat,0.0474,0.0,0.1658,0.0517,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,xgboost,fusion_early,0.0474,0.0,0.3056,0.0426,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,xgboost,fusion_late_attention,0.0474,0.0,0.1361,0.0088,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,xgboost,fusion_late_mean,0.0474,0.0,0.1341,0.0069,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,xgboost,fusion_late_or,0.0474,0.0,0.1852,0.0321,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,xgboost,graph,0.0474,0.0,0.1254,0.0018,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,equal,none,before_coral,xgboost,stat,0.0474,0.0,0.1852,0.0321,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,lstm,fusion_early,0.0474,0.0,0.0393,0.0052,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,lstm,fusion_late_attention,0.0474,0.0,0.0582,0.002,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,lstm,fusion_late_mean,0.0474,0.0,0.0582,0.0021,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,lstm,fusion_late_or,0.0474,0.0,0.0425,0.0047,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,lstm,graph,0.0488,0.003,0.0581,0.002,0.9808,0.043
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,lstm,stat,0.0474,0.0,0.0425,0.0047,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,mlp,fusion_early,0.0474,0.0,0.0498,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,mlp,fusion_late_attention,0.0474,0.0,0.0498,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,mlp,fusion_late_mean,0.0474,0.0,0.0498,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,mlp,fusion_late_or,0.0474,0.0,0.0498,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,mlp,graph,0.0474,0.0,0.0498,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,mlp,stat,0.0474,0.0,0.0498,0.0,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,random_forest,fusion_early,0.0474,0.0,0.0891,0.0291,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,random_forest,fusion_late_attention,0.0474,0.0,0.1351,0.092,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,random_forest,fusion_late_mean,0.0474,0.0,0.1241,0.0535,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,random_forest,fusion_late_or,0.0474,0.0,0.0835,0.0888,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,random_forest,graph,0.0474,0.0,0.1057,0.0031,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,random_forest,stat,0.0474,0.0,0.0835,0.0888,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,xgboost,fusion_early,0.0474,0.0,0.039,0.0033,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,xgboost,fusion_late_attention,0.0474,0.0,0.0986,0.0431,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,xgboost,fusion_late_mean,0.0474,0.0,0.0986,0.0431,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,xgboost,fusion_late_or,0.0474,0.0,0.0512,0.0234,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,xgboost,graph,0.0474,0.0,0.0939,0.0261,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,after_coral,xgboost,stat,0.0474,0.0,0.0512,0.0234,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,lstm,fusion_early,0.0474,0.0,0.0638,0.0097,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,lstm,fusion_late_attention,0.0474,0.0,0.0601,0.0192,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,lstm,fusion_late_mean,0.0474,0.0,0.088,0.0291,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,lstm,fusion_late_or,0.0474,0.0,0.0627,0.0184,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,lstm,graph,0.0474,0.0,0.1176,0.0487,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,lstm,stat,0.0474,0.0,0.0627,0.0184,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,mlp,fusion_early,0.0474,0.0,0.0933,0.0187,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,mlp,fusion_late_attention,0.0476,0.0004,0.0901,0.0119,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,mlp,fusion_late_mean,0.0665,0.0261,0.0917,0.0102,0.9854,0.0206
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,mlp,fusion_late_or,0.0474,0.0,0.1474,0.0258,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,mlp,graph,0.4016,0.198,0.0835,0.0177,0.2023,0.4459
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,mlp,stat,0.0474,0.0,0.1459,0.0233,1.0,0.0
cross_as,rrc05_as12880__to__rrc05_as3352,none,none,before_coral,random_forest,fusion_early,0.0474,0.0,0.3717,0.04,1.0,0.0
