bucket,pair,balance_fit,classifier,view,macro_f1_isotonic_f1,macro_f1_none,macro_f1_platt_prior,ece_isotonic_f1,ece_none,ece_platt_prior,brier_isotonic_f1,brier_none,brier_platt_prior,pr_auc_anomaly_isotonic_f1,pr_auc_anomaly_none,pr_auc_anomaly_platt_prior
cross_as,rrc05_as12880__to__rrc04_as3352,equal,random_forest,graph,,0.0792,,,0.7949,,,0.7105,,,0.0903,
cross_as,rrc05_as12880__to__rrc04_as3352,equal,random_forest,stat,,0.0792,,,0.8696,,,0.8369,,,0.1227,
cross_as,rrc05_as12880__to__rrc04_as3352,equal,xgboost,fusion_early,,0.0792,,,0.9135,,,0.9131,,,0.172,
cross_as,rrc05_as12880__to__rrc04_as3352,equal,xgboost,fusion_late_mean,,0.0792,,,0.9106,,,0.908,,,0.0958,
cross_as,rrc05_as12880__to__rrc04_as3352,equal,xgboost,fusion_late_or,,0.0792,,,0.9129,,,0.9122,,,0.0813,
cross_as,rrc05_as12880__to__rrc04_as3352,equal,xgboost,graph,,0.0792,,,0.9084,,,0.9037,,,0.0957,
cross_as,rrc05_as12880__to__rrc04_as3352,equal,xgboost,stat,,0.0792,,,0.9129,,,0.9122,,,0.081,
cross_as,rrc05_as12880__to__rrc04_as3352,none,lstm,fusion_early,,0.0792,,,0.8907,,,0.8735,,,0.0595,
cross_as,rrc05_as12880__to__rrc04_as3352,none,lstm,fusion_late_mean,,0.0792,,,0.6992,,,0.5681,,,0.1036,
cross_as,rrc05_as12880__to__rrc04_as3352,none,lstm,fusion_late_or,,0.0792,,,0.9089,,,0.9056,,,0.0632,
cross_as,rrc05_as12880__to__rrc04_as3352,none,lstm,graph,,0.0792,,,0.4895,,,0.3187,,,0.0981,
cross_as,rrc05_as12880__to__rrc04_as3352,none,lstm,stat,,0.0792,,,0.9089,,,0.9056,,,0.0632,
cross_as,rrc05_as12880__to__rrc04_as3352,none,mlp,fusion_early,,0.0881,,,0.7868,,,0.714,,,0.12,
cross_as,rrc05_as12880__to__rrc04_as3352,none,mlp,fusion_late_mean,,0.1651,,,0.5791,,,0.4158,,,0.2458,
cross_as,rrc05_as12880__to__rrc04_as3352,none,mlp,fusion_late_or,,0.0825,,,0.7664,,,0.6737,,,0.1603,
cross_as,rrc05_as12880__to__rrc04_as3352,none,mlp,graph,,0.3453,,,0.4108,,,0.2422,,,0.5216,
cross_as,rrc05_as12880__to__rrc04_as3352,none,mlp,stat,,0.0825,,,0.7663,,,0.6736,,,0.1603,
cross_as,rrc05_as12880__to__rrc04_as3352,none,random_forest,fusion_early,,0.0791,,,0.6039,,,0.4482,,,0.1634,
cross_as,rrc05_as12880__to__rrc04_as3352,none,random_forest,fusion_late_mean,,0.0792,,,0.6956,,,0.5667,,,0.1269,
cross_as,rrc05_as12880__to__rrc04_as3352,none,random_forest,fusion_late_or,,0.0792,,,0.7255,,,0.6065,,,0.1358,
cross_as,rrc05_as12880__to__rrc04_as3352,none,random_forest,graph,,0.0792,,,0.7043,,,0.5749,,,0.0908,
cross_as,rrc05_as12880__to__rrc04_as3352,none,random_forest,stat,,0.079,,,0.6882,,,0.5613,,,0.1283,
cross_as,rrc05_as12880__to__rrc04_as3352,none,xgboost,fusion_early,,0.0792,,,0.9139,,,0.9138,,,0.1442,
cross_as,rrc05_as12880__to__rrc04_as3352,none,xgboost,fusion_late_mean,,0.0792,,,0.9086,,,0.9042,,,0.0963,
cross_as,rrc05_as12880__to__rrc04_as3352,none,xgboost,fusion_late_or,,0.0792,,,0.9138,,,0.9137,,,0.0856,
cross_as,rrc05_as12880__to__rrc04_as3352,none,xgboost,graph,,0.0792,,,0.9033,,,0.8946,,,0.0968,
cross_as,rrc05_as12880__to__rrc04_as3352,none,xgboost,stat,,0.0791,,,0.9139,,,0.9138,,,0.0856,
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,lstm,core10,,0.0536,,,0.8336,,,0.7498,,,0.0568,
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,mlp,core10,,0.0926,,,0.7807,,,0.7086,,,0.0599,
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,random_forest,core10,,0.0792,,,0.8095,,,0.749,,,0.0621,
cross_as,rrc05_as12880__to__rrc04_as3352__core10,equal,xgboost,core10,,0.0792,,,0.9135,,,0.9134,,,0.0586,
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,lstm,core10,,0.0801,,,0.7964,,,0.7231,,,0.1116,
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,mlp,core10,,0.15,,,0.8042,,,0.754,,,0.0786,
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,random_forest,core10,,0.2349,,,0.5162,,,0.3522,,,0.1085,
cross_as,rrc05_as12880__to__rrc04_as3352__core10,none,xgboost,core10,,0.0794,,,0.8929,,,0.8751,,,0.0885,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,lstm,fusion_early,,0.0474,,,0.8074,,,0.7026,,,0.0646,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,lstm,fusion_late_attention,,0.0474,,,0.8814,,,0.8244,,,0.0581,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,lstm,fusion_late_mean,,0.0474,,,0.6305,,,0.4458,,,0.0578,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,lstm,fusion_late_or,,0.0474,,,0.8213,,,0.7249,,,0.0593,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,lstm,graph,,0.4113,,,0.4409,,,0.2412,,,0.0639,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,lstm,stat,,0.0474,,,0.8213,,,0.7249,,,0.0593,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,mlp,fusion_early,,0.0794,,,0.7934,,,0.6904,,,0.2759,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,mlp,fusion_late_attention,,0.1404,,,0.7422,,,0.6216,,,0.3152,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,mlp,fusion_late_mean,,0.1911,,,0.5526,,,0.3556,,,0.2693,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,mlp,fusion_late_or,,0.1409,,,0.7178,,,0.5797,,,0.3513,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,mlp,graph,,0.4479,,,0.3942,,,0.2025,,,0.083,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,mlp,stat,,0.142,,,0.7135,,,0.5762,,,0.3513,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,random_forest,fusion_early,,0.0474,,,0.86,,,0.7852,,,0.3063,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,random_forest,fusion_late_attention,,0.0474,,,0.936,,,0.9234,,,0.1916,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,random_forest,fusion_late_mean,,0.0474,,,0.8294,,,0.7347,,,0.1739,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,random_forest,fusion_late_or,,0.0474,,,0.9046,,,0.8651,,,0.1658,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,random_forest,graph,,0.0474,,,0.7545,,,0.6162,,,0.1233,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,random_forest,stat,,0.0474,,,0.9046,,,0.8651,,,0.1658,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,xgboost,fusion_early,,0.0474,,,0.9498,,,0.9494,,,0.3056,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,xgboost,fusion_late_attention,,0.0474,,,0.9414,,,0.9336,,,0.1361,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,xgboost,fusion_late_mean,,0.0474,,,0.9311,,,0.9143,,,0.1341,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,xgboost,fusion_late_or,,0.0474,,,0.9497,,,0.9493,,,0.1852,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,xgboost,graph,,0.0474,,,0.9124,,,0.8805,,,0.1254,
cross_as,rrc05_as12880__to__rrc05_as3352,equal,xgboost,stat,,0.0474,,,0.9497,,,0.9493,,,0.1852,
cross_as,rrc05_as12880__to__rrc05_as3352,none,lstm,fusion_early,,0.0474,,,0.9071,,,0.8719,,,0.0638,
cross_as,rrc05_as12880__to__rrc05_as3352,none,lstm,fusion_late_attention,,0.0474,,,0.8993,,,0.8562,,,0.0601,
cross_as,rrc05_as12880__to__rrc05_as3352,none,lstm,fusion_late_mean,,0.0474,,,0.7398,,,0.595,,,0.088,
cross_as,rrc05_as12880__to__rrc05_as3352,none,lstm,fusion_late_or,,0.0474,,,0.9227,,,0.8988,,,0.0627,
cross_as,rrc05_as12880__to__rrc05_as3352,none,lstm,graph,,0.0474,,,0.5573,,,0.3591,,,0.1176,
cross_as,rrc05_as12880__to__rrc05_as3352,none,lstm,stat,,0.0474,,,0.9227,,,0.8988,,,0.0627,
cross_as,rrc05_as12880__to__rrc05_as3352,none,mlp,fusion_early,,0.0474,,,0.8457,,,0.7721,,,0.0933,
cross_as,rrc05_as12880__to__rrc05_as3352,none,mlp,fusion_late_attention,,0.0476,,,0.8382,,,0.7588,,,0.0901,
cross_as,rrc05_as12880__to__rrc05_as3352,none,mlp,fusion_late_mean,,0.0665,,,0.6111,,,0.4295,,,0.0917,
cross_as,rrc05_as12880__to__rrc05_as3352,none,mlp,fusion_late_or,,0.0474,,,0.8184,,,0.7253,,,0.1474,
cross_as,rrc05_as12880__to__rrc05_as3352,none,mlp,graph,,0.4016,,,0.4263,,,0.265,,,0.0835,
cross_as,rrc05_as12880__to__rrc05_as3352,none,mlp,stat,,0.0474,,,0.7995,,,0.6971,,,0.1459,
cross_as,rrc05_as12880__to__rrc05_as3352,none,random_forest,fusion_early,,0.0474,,,0.6638,,,0.4856,,,0.3717,
cross_as,rrc05_as12880__to__rrc05_as3352,none,random_forest,fusion_late_attention,,0.0474,,,0.9495,,,0.9488,,,0.3013,
cross_as,rrc05_as12880__to__rrc05_as3352,none,random_forest,fusion_late_mean,,0.0474,,,0.7168,,,0.5596,,,0.3069,
cross_as,rrc05_as12880__to__rrc05_as3352,none,random_forest,fusion_late_or,,0.0474,,,0.7473,,,0.6032,,,0.2906,
cross_as,rrc05_as12880__to__rrc05_as3352,none,random_forest,graph,,0.0474,,,0.6895,,,0.5221,,,0.1234,
cross_as,rrc05_as12880__to__rrc05_as3352,none,random_forest,stat,,0.0474,,,0.7447,,,0.5998,,,0.2892,
cross_as,rrc05_as12880__to__rrc05_as3352,none,xgboost,fusion_early,,0.0474,,,0.9501,,,0.95,,,0.299,
cross_as,rrc05_as12880__to__rrc05_as3352,none,xgboost,fusion_late_attention,,0.0474,,,0.95,,,0.9498,,,0.1405,
cross_as,rrc05_as12880__to__rrc05_as3352,none,xgboost,fusion_late_mean,,0.0474,,,0.9372,,,0.9255,,,0.1407,
cross_as,rrc05_as12880__to__rrc05_as3352,none,xgboost,fusion_late_or,,0.0474,,,0.9501,,,0.9501,,,0.1343,
cross_as,rrc05_as12880__to__rrc05_as3352,none,xgboost,graph,,0.0474,,,0.9242,,,0.9014,,,0.136,
cross_as,rrc05_as12880__to__rrc05_as3352,none,xgboost,stat,,0.0474,,,0.9501,,,0.9501,,,0.1343,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,lstm,fusion_early,,0.8484,,,0.1739,,,0.0788,,,0.6866,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,lstm,fusion_late_mean,,0.8546,,,0.3016,,,0.1353,,,0.7387,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,lstm,fusion_late_or,,0.8145,,,0.3786,,,0.1987,,,0.7059,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,lstm,graph,,0.4869,,,0.3361,,,0.2098,,,0.1115,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,lstm,stat,,0.862,,,0.1996,,,0.0855,,,0.743,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,mlp,fusion_early,,0.669,,,0.4006,,,0.2076,,,0.8306,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,mlp,fusion_late_mean,,0.6893,,,0.4213,,,0.2255,,,0.7988,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,mlp,fusion_late_or,,0.6473,,,0.4271,,,0.2345,,,0.7826,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,mlp,graph,,0.4636,,,0.3825,,,0.2426,,,0.1098,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,mlp,stat,,0.6968,,,0.4068,,,0.2164,,,0.8045,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,random_forest,fusion_early,,0.0973,,,0.632,,,0.4938,,,0.1696,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,random_forest,fusion_late_mean,,0.1022,,,0.6022,,,0.4459,,,0.5302,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,random_forest,fusion_late_or,,0.0973,,,0.7377,,,0.6388,,,0.1914,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,random_forest,graph,,0.0973,,,0.7367,,,0.6389,,,0.1085,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,random_forest,stat,,0.2922,,,0.467,,,0.2987,,,0.5313,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,xgboost,fusion_early,,0.3116,,,0.5336,,,0.3809,,,0.6956,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,xgboost,fusion_late_mean,,0.1327,,,0.6316,,,0.481,,,0.5471,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,xgboost,fusion_late_or,,0.0973,,,0.8688,,,0.8503,,,0.3479,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,xgboost,graph,,0.0973,,,0.8683,,,0.8501,,,0.1076,
cross_as,rrc05_as3352__to__rrc04_as12880,equal,xgboost,stat,,0.5186,,,0.395,,,0.2691,,,0.5502,
cross_as,rrc05_as3352__to__rrc04_as12880,none,lstm,fusion_early,,0.7971,,,0.165,,,0.0908,,,0.6957,
cross_as,rrc05_as3352__to__rrc04_as12880,none,lstm,fusion_late_mean,,0.8481,,,0.2324,,,0.1043,,,0.7015,
cross_as,rrc05_as3352__to__rrc04_as12880,none,lstm,fusion_late_or,,0.8288,,,0.3213,,,0.1527,,,0.6951,
cross_as,rrc05_as3352__to__rrc04_as12880,none,lstm,graph,,0.4715,,,0.2532,,,0.1611,,,0.1159,
cross_as,rrc05_as3352__to__rrc04_as12880,none,lstm,stat,,0.8288,,,0.1602,,,0.0841,,,0.6955,
cross_as,rrc05_as3352__to__rrc04_as12880,none,mlp,fusion_early,,0.8711,,,0.2945,,,0.127,,,0.8311,
cross_as,rrc05_as3352__to__rrc04_as12880,none,mlp,fusion_late_mean,,0.8518,,,0.3686,,,0.1796,,,0.7971,
cross_as,rrc05_as3352__to__rrc04_as12880,none,mlp,fusion_late_or,,0.5803,,,0.4334,,,0.2399,,,0.7875,
cross_as,rrc05_as3352__to__rrc04_as12880,none,mlp,graph,,0.4674,,,0.391,,,0.2509,,,0.1078,
cross_as,rrc05_as3352__to__rrc04_as12880,none,mlp,stat,,0.8733,,,0.2958,,,0.1295,,,0.8246,
cross_as,rrc05_as3352__to__rrc04_as12880,none,random_forest,fusion_early,,0.4881,,,0.2958,,,0.1816,,,0.153,
cross_as,rrc05_as3352__to__rrc04_as12880,none,random_forest,fusion_late_mean,,0.5661,,,0.2459,,,0.143,,,0.4203,
cross_as,rrc05_as3352__to__rrc04_as12880,none,random_forest,fusion_late_or,,0.4223,,,0.3901,,,0.2441,,,0.1922,
cross_as,rrc05_as3352__to__rrc04_as12880,none,random_forest,graph,,0.3612,,,0.3857,,,0.2447,,,0.1082,
cross_as,rrc05_as3352__to__rrc04_as12880,none,random_forest,stat,,0.5719,,,0.1092,,,0.0893,,,0.4215,
cross_as,rrc05_as3352__to__rrc04_as12880,none,xgboost,fusion_early,,0.2365,,,0.6749,,,0.5526,,,0.5409,
cross_as,rrc05_as3352__to__rrc04_as12880,none,xgboost,fusion_late_mean,,0.6436,,,0.2667,,,0.165,,,0.4469,
cross_as,rrc05_as3352__to__rrc04_as12880,none,xgboost,fusion_late_or,,0.2931,,,0.4551,,,0.3233,,,0.4625,
cross_as,rrc05_as3352__to__rrc04_as12880,none,xgboost,graph,,0.2349,,,0.3137,,,0.2338,,,0.1077,
cross_as,rrc05_as3352__to__rrc04_as12880,none,xgboost,stat,,0.6459,,,0.2211,,,0.1922,,,0.4834,
cross_as,rrc05_as3352__to__rrc04_as12880__core10,equal,lstm,core10,,0.7756,,,0.1223,,,0.0678,,,0.7098,
cross_as,rrc05_as3352__to__rrc04_as12880__core10,equal,mlp,core10,,0.8087,,,0.3518,,,0.1766,,,0.7195,
cross_as,rrc05_as3352__to__rrc04_as12880__core10,equal,random_forest,core10,,0.1844,,,0.4894,,,0.3082,,,0.5964,
cross_as,rrc05_as3352__to__rrc04_as12880__core10,equal,xgboost,core10,,0.7586,,,0.2945,,,0.1493,,,0.6349,
cross_as,rrc05_as3352__to__rrc04_as12880__core10,none,lstm,core10,,0.7935,,,0.0384,,,0.0534,,,0.7042,
cross_as,rrc05_as3352__to__rrc04_as12880__core10,none,mlp,core10,,0.8286,,,0.24,,,0.1041,,,0.7547,
cross_as,rrc05_as3352__to__rrc04_as12880__core10,none,random_forest,core10,,0.5277,,,0.1569,,,0.1044,,,0.3273,
cross_as,rrc05_as3352__to__rrc04_as12880__core10,none,xgboost,core10,,0.7281,,,0.202,,,0.125,,,0.4497,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,lstm,fusion_early,,0.8198,,,0.2407,,,0.1175,,,0.6299,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,lstm,fusion_late_mean,,0.8119,,,0.3108,,,0.1495,,,0.689,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,lstm,fusion_late_or,,0.8356,,,0.3613,,,0.1844,,,0.7362,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,lstm,graph,,0.472,,,0.3176,,,0.1959,,,0.267,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,lstm,stat,,0.8356,,,0.2464,,,0.1158,,,0.6881,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,mlp,fusion_early,,0.6498,,,0.3764,,,0.2003,,,0.7035,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,mlp,fusion_late_mean,,0.6315,,,0.4166,,,0.2284,,,0.6921,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,mlp,fusion_late_or,,0.6288,,,0.419,,,0.2329,,,0.7059,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,mlp,graph,,0.4731,,,0.3794,,,0.2388,,,0.2024,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,mlp,stat,,0.6288,,,0.4068,,,0.223,,,0.69,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,random_forest,fusion_early,,0.0958,,,0.5962,,,0.4429,,,0.4016,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,random_forest,fusion_late_mean,,0.0958,,,0.626,,,0.4625,,,0.7315,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,random_forest,fusion_late_or,,0.0958,,,0.736,,,0.6351,,,0.1786,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,random_forest,graph,,0.0958,,,0.7351,,,0.6352,,,0.1073,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,random_forest,stat,,0.1085,,,0.5162,,,0.3209,,,0.7542,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,xgboost,fusion_early,,0.121,,,0.6611,,,0.516,,,0.7161,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,xgboost,fusion_late_mean,,0.0955,,,0.7081,,,0.58,,,0.7665,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,xgboost,fusion_late_or,,0.0958,,,0.8571,,,0.8274,,,0.4425,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,xgboost,graph,,0.0958,,,0.8557,,,0.8274,,,0.1069,
cross_as,rrc05_as3352__to__rrc05_as12880,equal,xgboost,stat,,0.3044,,,0.5609,,,0.3925,,,0.7829,
cross_as,rrc05_as3352__to__rrc05_as12880,none,lstm,fusion_early,,0.748,,,0.2335,,,0.1253,,,0.6078,
cross_as,rrc05_as3352__to__rrc05_as12880,none,lstm,fusion_late_mean,,0.8111,,,0.2792,,,0.1378,,,0.6418,
cross_as,rrc05_as3352__to__rrc05_as12880,none,lstm,fusion_late_or,,0.7168,,,0.3294,,,0.1688,,,0.6577,
cross_as,rrc05_as3352__to__rrc05_as12880,none,lstm,graph,,0.472,,,0.2515,,,0.1564,,,0.2481,
cross_as,rrc05_as3352__to__rrc05_as12880,none,lstm,stat,,0.7168,,,0.2671,,,0.1419,,,0.6412,
cross_as,rrc05_as3352__to__rrc05_as12880,none,mlp,fusion_early,,0.8374,,,0.2819,,,0.1305,,,0.7015,
cross_as,rrc05_as3352__to__rrc05_as12880,none,mlp,fusion_late_mean,,0.8316,,,0.3424,,,0.1686,,,0.6969,
cross_as,rrc05_as3352__to__rrc05_as12880,none,mlp,fusion_late_or,,0.8344,,,0.4081,,,0.2238,,,0.6699,
cross_as,rrc05_as3352__to__rrc05_as12880,none,mlp,graph,,0.4984,,,0.3723,,,0.2334,,,0.1468,
cross_as,rrc05_as3352__to__rrc05_as12880,none,mlp,stat,,0.8337,,,0.2679,,,0.1235,,,0.6954,
cross_as,rrc05_as3352__to__rrc05_as12880,none,random_forest,fusion_early,,0.4765,,,0.2589,,,0.1591,,,0.2049,
cross_as,rrc05_as3352__to__rrc05_as12880,none,random_forest,fusion_late_mean,,0.5321,,,0.2936,,,0.1521,,,0.5905,
cross_as,rrc05_as3352__to__rrc05_as12880,none,random_forest,fusion_late_or,,0.5186,,,0.3747,,,0.2316,,,0.1872,
cross_as,rrc05_as3352__to__rrc05_as12880,none,random_forest,graph,,0.49,,,0.3698,,,0.2326,,,0.1084,
cross_as,rrc05_as3352__to__rrc05_as12880,none,random_forest,stat,,0.5505,,,0.1927,,,0.0997,,,0.6344,
cross_as,rrc05_as3352__to__rrc05_as12880,none,xgboost,fusion_early,,0.0953,,,0.852,,,0.8146,,,0.5484,
cross_as,rrc05_as3352__to__rrc05_as12880,none,xgboost,fusion_late_mean,,0.4677,,,0.3872,,,0.2575,,,0.2312,
cross_as,rrc05_as3352__to__rrc05_as12880,none,xgboost,fusion_late_or,,0.2814,,,0.5726,,,0.4315,,,0.6621,
cross_as,rrc05_as3352__to__rrc05_as12880,none,xgboost,graph,,0.4241,,,0.2651,,,0.1987,,,0.1088,
cross_as,rrc05_as3352__to__rrc05_as12880,none,xgboost,stat,,0.3274,,,0.5528,,,0.4145,,,0.6613,
cross_as,rrc05_as3352__to__rrc05_as12880__core10,equal,lstm,core10,,0.7654,,,0.1435,,,0.0714,,,0.7391,
cross_as,rrc05_as3352__to__rrc05_as12880__core10,equal,mlp,core10,,0.7717,,,0.3577,,,0.1795,,,0.699,
cross_as,rrc05_as3352__to__rrc05_as12880__core10,equal,random_forest,core10,,0.3534,,,0.4523,,,0.2757,,,0.5157,
cross_as,rrc05_as3352__to__rrc05_as12880__core10,equal,xgboost,core10,,0.6775,,,0.2481,,,0.1354,,,0.5777,
cross_as,rrc05_as3352__to__rrc05_as12880__core10,none,lstm,core10,,0.7936,,,0.0565,,,0.0511,,,0.751,
cross_as,rrc05_as3352__to__rrc05_as12880__core10,none,mlp,core10,,0.7958,,,0.2375,,,0.1056,,,0.7491,
cross_as,rrc05_as3352__to__rrc05_as12880__core10,none,random_forest,core10,,0.5307,,,0.1374,,,0.0896,,,0.5003,
cross_as,rrc05_as3352__to__rrc05_as12880__core10,none,xgboost,core10,,0.6965,,,0.0728,,,0.0778,,,0.4455,
same_as,rrc04_as12880__to__rrc05_as12880,equal,lstm,fusion_early,0.8494,0.855,0.7977,0.128,0.1243,0.1419,0.0715,0.063,0.0716,0.778,0.821,0.821
same_as,rrc04_as12880__to__rrc05_as12880,equal,lstm,fusion_late_attention,0.8417,0.8438,0.8451,0.0998,0.1087,0.1013,0.0609,0.0579,0.0585,0.7966,0.8305,0.8305
same_as,rrc04_as12880__to__rrc05_as12880,equal,lstm,fusion_late_mean,0.8458,0.8711,0.8224,0.0895,0.2483,0.1237,0.0582,0.0986,0.0608,0.7483,0.8301,0.8304
same_as,rrc04_as12880__to__rrc05_as12880,equal,lstm,fusion_late_or,0.608,0.859,0.8201,0.4566,0.3957,0.4519,0.2582,0.2038,0.2532,0.7629,0.8262,0.8294
same_as,rrc04_as12880__to__rrc05_as12880,equal,lstm,graph,0.3826,0.4738,0.472,0.4036,0.3503,0.4047,0.2585,0.2181,0.2586,0.106,0.1957,0.1957
same_as,rrc04_as12880__to__rrc05_as12880,equal,lstm,stat,0.8452,0.8648,0.8201,0.0874,0.0817,0.1044,0.0581,0.0489,0.0567,0.7932,0.8306,0.8306
same_as,rrc04_as12880__to__rrc05_as12880,equal,mlp,fusion_early,0.7892,0.8226,0.703,0.17,0.1458,0.1432,0.0935,0.0759,0.0789,0.7817,0.8102,0.8102
same_as,rrc04_as12880__to__rrc05_as12880,equal,mlp,fusion_late_attention,0.8374,0.8432,0.8366,0.0644,0.0646,0.0758,0.0556,0.0514,0.0553,0.7717,0.7931,0.7932
same_as,rrc04_as12880__to__rrc05_as12880,equal,mlp,fusion_late_mean,0.6856,0.8469,0.82,0.1529,0.2498,0.0968,0.1146,0.1001,0.056,0.7402,0.7937,0.7931
same_as,rrc04_as12880__to__rrc05_as12880,equal,mlp,fusion_late_or,0.5373,0.8444,0.0958,0.5287,0.4304,0.4381,0.3722,0.2354,0.2439,0.6204,0.7943,0.7539
same_as,rrc04_as12880__to__rrc05_as12880,equal,mlp,graph,0.3215,0.5018,0.0958,0.4912,0.3894,0.3943,0.3766,0.2463,0.2502,0.106,0.2231,0.1309
same_as,rrc04_as12880__to__rrc05_as12880,equal,mlp,stat,0.8366,0.8467,0.82,0.0476,0.0483,0.0615,0.0514,0.0473,0.051,0.7717,0.7932,0.7932
same_as,rrc04_as12880__to__rrc05_as12880,equal,random_forest,fusion_early,0.1009,0.1004,0.0943,0.7938,0.5477,0.7029,0.72,0.3554,0.5654,0.5885,0.8099,0.8099
same_as,rrc04_as12880__to__rrc05_as12880,equal,random_forest,fusion_late_attention,0.0936,0.0939,0.0932,0.8236,0.7454,0.826,0.768,0.6301,0.7671,0.5409,0.8106,0.7962
same_as,rrc04_as12880__to__rrc05_as12880,equal,random_forest,fusion_late_mean,0.094,0.0941,0.0944,0.8525,0.5552,0.8158,0.8207,0.3721,0.7501,0.3128,0.7826,0.6729
same_as,rrc04_as12880__to__rrc05_as12880,equal,random_forest,fusion_late_or,0.0958,0.0958,0.0958,0.7592,0.5912,0.7245,0.6643,0.411,0.5987,0.5647,0.812,0.8049
same_as,rrc04_as12880__to__rrc05_as12880,equal,random_forest,graph,0.0974,0.0965,0.0976,0.5192,0.5136,0.4858,0.3646,0.3556,0.3266,0.1485,0.2423,0.2423
same_as,rrc04_as12880__to__rrc05_as12880,equal,random_forest,stat,0.0929,0.0927,0.0941,0.7528,0.5825,0.726,0.6546,0.3972,0.5998,0.5643,0.8048,0.8048
same_as,rrc04_as12880__to__rrc05_as12880,equal,xgboost,fusion_early,0.0933,0.0927,0.0931,0.881,0.8835,0.8766,0.8673,0.8708,0.8598,0.4193,0.8133,0.8133
same_as,rrc04_as12880__to__rrc05_as12880,equal,xgboost,fusion_late_attention,0.0937,0.0931,0.0935,0.8716,0.8802,0.8721,0.851,0.8665,0.8522,0.4197,0.3147,0.2394
same_as,rrc04_as12880__to__rrc05_as12880,equal,xgboost,fusion_late_mean,0.0938,0.0948,0.0945,0.8938,0.8196,0.8715,0.8913,0.7662,0.8516,0.142,0.203,0.1776
