bucket,coral_kind,pair,source,target,feature_set,balance_fit,calibration,alignment,classifier,edge,view,macro_f1_mean,macro_f1_std,precision_normal_mean,precision_normal_std,precision_anomaly_mean,precision_anomaly_std,recall_normal_mean,recall_normal_std,recall_anomaly_mean,recall_anomaly_std,f1_normal_mean,f1_normal_std,f1_anomaly_mean,f1_anomaly_std,balanced_accuracy_mean,balanced_accuracy_std,TN_mean,TN_std,FP_mean,FP_std,FN_mean,FN_std,TP_mean,TP_std,n_rows_mean,n_rows_std,n_anomaly_mean,n_anomaly_std,n_normal_mean,n_normal_std,pr_auc_anomaly_mean,pr_auc_anomaly_std,ece_mean,ece_std,brier_mean,brier_std,fit_ms_mean,fit_ms_std,predict_target_ms_mean,predict_target_ms_std,predict_source_ms_mean,predict_source_ms_std,single_window_ms_median_mean,single_window_ms_median_std,single_window_ms_p95_mean,single_window_ms_p95_std,batched_ms_per_window_median_mean,batched_ms_per_window_median_std
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,equal,none,before_coral,xgboost,,stat,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.185222,0.032143,0.949748,0.000134,0.949324,0.000251,309.796200,49.914318,9.099800,1.554365,2.005800,0.247650,0.597860,0.043086,0.690100,0.096873,0.001060,0.000134
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,astopo_8h,fusion_early,0.603780,0.048311,0.974816,0.001331,0.201061,0.067281,0.867064,0.060831,0.571429,0.052559,0.917012,0.033512,0.290548,0.063278,0.719246,0.007142,5676.666667,398.261639,870.333333,398.261639,147.000000,18.027756,196.000000,18.027756,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.397068,0.006742,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,astopo_8h_gps,fusion_early,0.624737,0.020147,0.974823,0.002071,0.223002,0.030659,0.895168,0.030124,0.557823,0.051359,0.933099,0.015598,0.316375,0.024722,0.726496,0.010892,5860.666667,197.221534,686.333333,197.221534,151.666667,17.616280,191.333333,17.616280,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.406298,0.025373,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,astopo_8h_gps_pe,fusion_early,0.577901,0.092833,0.974990,0.001724,0.189561,0.109601,0.816557,0.129637,0.599611,0.076601,0.884996,0.077794,0.270805,0.109290,0.708084,0.032666,5346.000000,848.730228,1201.000000,848.730228,137.333333,26.274195,205.666667,26.274195,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.411962,0.006133,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,astopo_8h_hgt,fusion_early,0.609524,0.049751,0.976519,0.000408,0.205506,0.068927,0.866351,0.051559,0.602527,0.020477,0.917611,0.028803,0.301436,0.070908,0.734439,0.016254,5672.000000,337.554440,875.000000,337.554440,136.333333,7.023769,206.666667,7.023769,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.428173,0.011749,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,astopo_8h_weighted,fusion_early,0.639830,0.052970,0.974508,0.002841,0.268559,0.118658,0.904638,0.055910,0.546161,0.080444,0.937626,0.028589,0.342034,0.077459,0.725400,0.013858,5922.666667,366.045535,624.333333,366.045535,155.666667,27.592269,187.333333,27.592269,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.411134,0.015860,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,knn,fusion_early,0.529772,0.010157,0.976064,0.000338,0.122837,0.006943,0.757955,0.016655,0.645287,0.003366,0.853227,0.010672,0.206316,0.009642,0.701621,0.006895,4962.333333,109.038220,1584.666667,109.038220,121.666667,1.154701,221.333333,1.154701,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.526166,0.030693,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,knn,graph,0.394595,0.032824,0.959386,0.000700,0.060117,0.002621,0.529810,0.074080,0.571429,0.064470,0.680545,0.062679,0.108645,0.003255,0.550619,0.005744,3468.666667,485.001375,3078.333333,485.001375,147.000000,22.113344,196.000000,22.113344,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.121461,0.007633,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,knn,stat,0.498626,0.003807,0.971833,0.000411,0.100449,0.002319,0.716766,0.006004,0.603499,0.002915,0.825027,0.004113,0.172226,0.003511,0.660132,0.004300,4692.666667,39.310728,1854.333333,39.310728,136.000000,1.000000,207.000000,1.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.470287,0.018242,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,temporal,fusion_early,0.453013,0.032391,0.968239,0.001677,0.080573,0.009862,0.633318,0.071129,0.603499,0.049045,0.764249,0.051054,0.141777,0.013992,0.618408,0.016763,4146.333333,465.682653,2400.666667,465.682653,136.000000,16.822604,207.000000,16.822604,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.202060,0.032709,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,temporal,graph,0.389464,0.046696,0.949338,0.004336,0.050074,0.006164,0.545542,0.104568,0.449951,0.064952,0.689098,0.086331,0.089829,0.009160,0.497747,0.026064,3571.666667,684.608891,2975.333333,684.608891,188.666667,22.278540,154.333333,22.278540,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.131930,0.004443,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,gnn,temporal,stat,0.449976,0.039770,0.967983,0.001508,0.079916,0.010741,0.628532,0.092631,0.601555,0.076933,0.759569,0.065611,0.140382,0.014003,0.615044,0.009407,4115.000000,606.456099,2432.000000,606.456099,136.666667,26.388129,206.333333,26.388129,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.155062,0.038030,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,lstm,,fusion_early,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.039253,0.005176,0.950040,0.000113,0.949884,0.000209,3152.061400,190.625920,40.837600,5.157447,26.212800,2.897256,2.163280,0.112422,2.227860,0.101197,0.004120,0.000217
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,lstm,,fusion_late_attention,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.058221,0.002048,0.927391,0.018597,0.907710,0.033942,3.721000,0.018668,0.178000,0.032481,,,0.000012,0.000000,0.000012,0.000000,0.000012,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,lstm,,fusion_late_mean,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.058202,0.002061,0.852762,0.073694,0.779087,0.120759,0.000000,0.000000,,,,,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,lstm,,fusion_late_or,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.042533,0.004747,0.950043,0.000165,0.949888,0.000311,0.000000,0.000000,,,,,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,lstm,,graph,0.048769,0.003013,0.136538,0.305309,0.048962,0.001834,0.002169,0.004850,0.980758,0.043026,0.004270,0.009548,0.093268,0.003522,0.491463,0.019088,14.200000,31.752165,6532.800000,31.752165,6.600000,14.758049,336.400000,14.758049,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.058139,0.002012,0.755662,0.147307,0.635954,0.203444,3039.177200,189.216774,35.280400,7.524471,21.979400,1.347971,2.122060,0.094606,2.436020,0.389527,0.003580,0.000164
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,lstm,,stat,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.042533,0.004747,0.950043,0.000165,0.949888,0.000311,3011.565200,225.439455,41.795200,7.393221,25.565800,1.972457,2.199200,0.100260,2.255820,0.119741,0.004120,0.000259
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,mlp,,fusion_early,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.049782,0.000000,0.950218,0.000000,0.950218,0.000000,3649.176800,322.792779,5.253200,1.434491,1.763400,0.244917,1.029380,0.004321,1.048940,0.003078,0.000200,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,mlp,,fusion_late_attention,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.049782,0.000000,0.949549,0.000098,0.948946,0.000187,4.659200,0.374215,0.133000,0.008515,,,0.000011,0.000001,0.000012,0.000000,0.000011,0.000001
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,mlp,,fusion_late_mean,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.049782,0.000000,0.950218,0.000000,0.950218,0.000000,0.000000,0.000000,,,,,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,mlp,,fusion_late_or,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.049782,0.000000,0.950218,0.000000,0.950218,0.000000,0.000000,0.000000,,,,,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,mlp,,graph,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.049782,0.000000,0.950218,0.000000,0.950218,0.000000,3175.937600,253.319219,2.523800,0.408774,1.239800,0.083536,0.974640,0.051704,0.989620,0.052807,0.000180,0.000045
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,mlp,,stat,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.049782,0.000000,0.950218,0.000000,0.950218,0.000000,3412.422200,302.602420,3.192000,0.522093,1.352000,0.135412,0.992440,0.073269,1.012060,0.079866,0.000200,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,random_forest,,fusion_early,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.089081,0.029057,0.734692,0.030238,0.579252,0.044987,2164.194400,328.992494,130.348400,47.964009,138.892400,48.793081,77.214340,24.886519,124.551800,24.542319,0.018260,0.005760
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,random_forest,,fusion_late_attention,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.135081,0.092020,0.949574,0.000101,0.949006,0.000193,4.548400,0.320484,0.191800,0.021776,,,0.000011,0.000001,0.000011,0.000001,0.000011,0.000001
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,random_forest,,fusion_late_mean,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.124145,0.053548,0.665082,0.013162,0.489127,0.018130,0.000000,0.000000,,,,,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,random_forest,,fusion_late_or,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.083512,0.088809,0.803928,0.009394,0.689461,0.015825,0.000000,0.000000,,,,,0.000003,0.000000,0.000003,0.000000,0.000003,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,random_forest,,graph,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.105711,0.003126,0.529161,0.022452,0.326135,0.022848,2030.165200,459.004910,131.855600,21.417135,129.035600,27.127708,76.212380,19.132165,141.764340,32.269359,0.017780,0.004311
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,random_forest,,stat,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.083512,0.088809,0.803928,0.009394,0.689461,0.015825,2168.599000,577.378430,127.779800,41.669376,125.632200,38.314738,84.879760,22.924701,132.656640,14.934555,0.020100,0.005214
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,xgboost,,fusion_early,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.038993,0.003309,0.950168,0.000022,0.950129,0.000040,782.770800,51.163505,12.960600,0.716663,9.640600,0.377340,0.643620,0.003524,0.668500,0.005714,0.001620,0.000045
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,xgboost,,fusion_late_attention,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.098610,0.043077,0.950072,0.000023,0.949940,0.000044,4.651600,0.129317,0.131800,0.004438,,,0.000012,0.000000,0.000012,0.000000,0.000012,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,xgboost,,fusion_late_mean,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.098610,0.043077,0.946716,0.002869,0.943577,0.005428,0.000000,0.000000,,,,,0.000002,0.000000,0.000002,0.000000,0.000002,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,xgboost,,fusion_late_or,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.051186,0.023373,0.950213,0.000001,0.950210,0.000003,0.000000,0.000000,,,,,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,xgboost,,graph,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.093913,0.026135,0.943218,0.005739,0.936982,0.010798,832.482800,332.175038,27.761400,17.086702,18.196000,11.623329,0.657380,0.017075,11.676780,16.466870,0.003020,0.001329
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,after_coral,xgboost,,stat,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.051186,0.023373,0.950213,0.000001,0.950210,0.000003,722.286400,328.254688,14.012200,5.573197,9.774400,3.301441,0.612140,0.046804,0.662740,0.051364,0.001440,0.000391
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,astopo_8h,fusion_early,0.168270,0.153277,0.629798,0.545545,0.050740,0.003005,0.164859,0.222469,0.843537,0.187596,0.241113,0.303291,0.095426,0.004039,0.504198,0.020758,1079.333333,1456.505865,5467.666667,1456.505865,53.666667,64.345422,289.333333,64.345422,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.054708,0.015392,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,astopo_8h_gps,fusion_early,0.188719,0.202056,0.932223,0.020033,0.045180,0.007375,0.238583,0.367874,0.725948,0.416910,0.293468,0.421539,0.083969,0.017483,0.482265,0.024574,1562.000000,2408.470884,4985.000000,2408.470884,94.000000,143.000000,249.000000,143.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.079239,0.025746,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,astopo_8h_gps_pe,fusion_early,0.155632,0.185479,0.627484,0.543430,0.047954,0.003142,0.169441,0.291499,0.811467,0.324026,0.221226,0.379223,0.090038,0.008265,0.490454,0.016264,1109.333333,1908.446052,5437.666667,1908.446052,64.666667,111.141052,278.333333,111.141052,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.051002,0.002450,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,astopo_8h_hgt,fusion_early,0.351039,0.268242,0.890074,0.121745,0.079005,0.051618,0.514434,0.449217,0.598639,0.364237,0.569981,0.494559,0.132097,0.075062,0.556537,0.101739,3368.000000,2941.025501,3179.000000,2941.025501,137.666667,124.933316,205.333333,124.933316,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.106962,0.099414,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,astopo_8h_weighted,fusion_early,0.047484,0.000108,0.222222,0.384900,0.049741,0.000071,0.000102,0.000176,0.999028,0.001683,0.000204,0.000353,0.094764,0.000137,0.499565,0.000753,0.666667,1.154701,6546.333333,1.154701,0.333333,0.577350,342.666667,0.577350,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.049275,0.000271,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,knn,fusion_early,0.556080,0.000000,0.953678,0.000000,1.000000,0.000000,1.000000,0.000000,0.072886,0.000000,0.976290,0.000000,0.135870,0.000000,0.536443,0.000000,6547.000000,0.000000,0.000000,0.000000,318.000000,0.000000,25.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.132667,0.018011,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,knn,graph,0.047422,0.000000,0.000000,0.000000,0.049782,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.094843,0.000000,0.500000,0.000000,0.000000,0.000000,6547.000000,0.000000,0.000000,0.000000,343.000000,0.000000,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.061463,0.009709,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,knn,stat,0.457581,0.135804,0.946748,0.019786,0.102786,0.097898,0.697673,0.264343,0.315841,0.076712,0.785697,0.188487,0.129464,0.086134,0.506757,0.113726,4567.666667,1730.653441,1979.333333,1730.653441,234.666667,26.312228,108.333333,26.312228,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.169316,0.062318,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,temporal,fusion_early,0.551154,0.007041,0.953429,0.000386,0.914263,0.116787,0.999593,0.000578,0.068027,0.008416,0.975965,0.000232,0.126343,0.014028,0.533810,0.004038,6544.333333,3.785939,2.666667,3.785939,319.666667,2.886751,23.333333,2.886751,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.119069,0.010245,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,temporal,graph,0.140461,0.161149,0.314690,0.545060,0.048358,0.002466,0.135787,0.235191,0.846453,0.265951,0.189714,0.328594,0.091208,0.006296,0.491120,0.015380,889.000000,1539.793168,5658.000000,1539.793168,52.666667,91.221343,290.333333,91.221343,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.100776,0.042754,,,,,,,,,,,,,,,,
cross_as,study_only,rrc05_as12880__to__rrc05_as3352,rrc05_as12880,rrc05_as3352,shared22,none,none,before_coral,gnn,temporal,stat,0.445353,0.035842,0.943067,0.006087,0.014538,0.012607,0.809684,0.162766,0.080661,0.070596,0.866080,0.093031,0.024626,0.021373,0.445172,0.046165,5301.000000,1065.630799,1246.000000,1065.630799,315.333333,24.214321,27.666667,24.214321,6890.000000,0.000000,343.000000,0.000000,6547.000000,0.000000,0.036056,0.001473,,,,,,,,,,,,,,,,
