asn,degree,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,local_clustering,avg_neighbor_degree,node_clique_number,eccentricity,core_number,n_providers,n_customers,n_peers,provider_ratio,is_tier1,avg_ixp_cosine_dist,ixp_vector_norm,n_ixp_memberships
559,11,0.034375,6.649779817883266e-05,0.33195020746887965,0.04308802438652312,0.004598226211885384,0.6909090909090909,12.272727272727273,7,4,7,1,0,10,0.0909,False,0.101032,32.093613,5
1756,4,0.0125,0.0017483647664565363,0.36240090600226493,0.033942105253200315,0.0032796061752634344,0.16666666666666666,32.0,3,4,3,3,0,1,0.75,False,,0.0,0
3257,11,0.034375,8.382781012091357e-05,0.33195020746887965,0.04267195128143023,0.004668566897751235,0.6727272727272727,12.181818181818182,7,4,7,0,6,4,0.0,True,0.096271,27.331301,2
3491,9,0.028125,0.00020198910285117177,0.33229491173416403,0.03532224072889051,0.004088152934431609,0.6666666666666666,12.11111111111111,7,4,7,0,4,5,0.0,True,0.162337,25.059928,13
5511,11,0.034375,6.050343334826093e-05,0.33195020746887965,0.04365461378362924,0.004604157301629093,0.7090909090909091,12.545454545454545,7,4,7,0,5,6,0.0,True,0.05697,30.626786,2
5542,2,0.00625,0.0006730202628937707,0.3180914512922466,0.022951666644703647,0.0019643646151493626,0.0,55.0,2,4,2,2,0,0,1.0,False,1.0,1.0,0
5618,3,0.009375000000000001,0.007814967541616771,0.4221635883905013,0.07210275694258658,0.002732161000291514,0.0,86.0,2,4,3,2,0,1,0.6667,False,,0.0,0
5627,1,0.003125,0.0,0.311284046692607,0.021135330917077394,0.001273629526846749,0.0,97.0,2,4,1,1,0,0,1.0,False,,0.0,0
6453,9,0.028125,5.150022391401702e-05,0.33126293995859213,0.03724838031942366,0.003909602517697065,0.6944444444444444,13.0,7,4,7,0,6,3,0.0,True,0.124589,28.301943,0
6736,13,0.040625,0.009366235940439973,0.3451995685005394,0.023683088123080537,0.010564184152604031,0.0,3.076923076923077,2,4,3,1,12,0,0.0769,False,1.0,2.645751,1
6762,9,0.028125,9.423048216151664e-05,0.33126293995859213,0.03580844130482259,0.004068242562809004,0.6388888888888888,12.444444444444445,7,4,7,0,5,4,0.0,True,0.178365,24.819347,12
6939,14,0.043750000000000004,0.000164040341842066,0.3329864724245578,0.05200588856948442,0.00570096069262003,0.6153846153846154,11.714285714285714,7,4,7,1,1,11,0.0714,False,0.25491,23.345235,327
8220,8,0.025,3.284072249589491e-05,0.3309203722854188,0.035199296680019594,0.0034759210041106392,0.7142857142857143,14.0,6,4,7,2,1,5,0.25,False,0.118344,21.725561,49
8868,1,0.003125,0.0,0.311284046692607,0.021135330917077394,0.001273629526846749,0.0,97.0,2,4,1,1,0,0,1.0,False,,0.0,0
9147,2,0.00625,0.004740675407795366,0.41237113402061853,0.0674460067267903,0.002056071594524954,0.0,120.0,2,4,2,2,0,0,1.0,False,,0.0,0
12389,7,0.021875000000000002,2.798925212718316e-06,0.3305785123966942,0.03241554121269529,0.00313149753906944,0.9523809523809523,14.857142857142858,7,4,7,5,1,0,0.7143,False,0.094458,24.535688,10
12660,2,0.00625,0.0019052984039057092,0.36076662908680945,0.04812701153733916,0.0019404668756069867,0.0,78.0,2,4,2,2,0,0,1.0,False,0.622036,1.0,0
12880,20,0.0625,0.1471000856230476,0.5161290322580645,0.12238127177774533,0.016611420413834906,0.04736842105263158,20.45,3,2,3,1,19,0,0.05,False,0.399932,2.0,0
13231,1,0.003125,0.0,0.2728047740835465,0.003619876864748853,0.001302788591744878,0.0,30.0,2,4,1,0,0,1,0.0,False,,0.0,0
15547,10,0.03125,3.8088707269741754e-05,0.33160621761658027,0.040047283814150174,0.004232986915037228,0.7555555555555555,12.5,7,4,7,1,0,9,0.1,False,0.10977,31.304952,7
15611,1,0.003125,0.0,0.35049288061336253,0.0463106758097129,0.0012497317873043732,0.0,143.0,2,4,1,1,0,0,1.0,False,,0.0,0
16018,1,0.003125,0.0,0.35049288061336253,0.0463106758097129,0.0012497317873043732,0.0,143.0,2,4,1,1,0,0,1.0,False,,0.0,0
16292,1,0.003125,0.0,0.35049288061336253,0.0463106758097129,0.0012497317873043732,0.0,143.0,2,4,1,1,0,0,1.0,False,,0.0,0
16320,1,0.003125,0.0,0.35049288061336253,0.0463106758097129,0.0012497317873043732,0.0,143.0,2,4,1,1,0,0,1.0,False,,0.0,0
20932,8,0.025,1.6327063740856843e-05,0.3309203722854188,0.034063147977481924,0.003501515400491408,0.8214285714285714,13.25,7,4,6,0,0,8,0.0,False,0.176553,23.685439,6
21170,1,0.003125,0.0,0.2728047740835465,0.003619876864748853,0.001302788591744878,0.0,30.0,2,4,1,0,0,1,0.0,False,,0.0,0
21341,7,0.021875000000000002,0.015048979849185663,0.35794183445190153,0.02522391290077579,0.006278027941052482,0.047619047619047616,9.714285714285714,3,3,3,3,2,2,0.4286,False,0.833333,1.0,0
21419,2,0.00625,0.0,0.3489640130861505,0.02662812752759981,0.002087621373978367,1.0,50.5,3,4,2,2,0,0,1.0,False,,0.0,0
24631,23,0.07187500000000001,0.0959828972312259,0.4227212681638045,0.08060236650508384,0.02347204130504587,0.019762845849802372,8.652173913043478,3,3,3,2,19,2,0.087,False,,0.0,0
24707,2,0.00625,0.0006730202628937706,0.3180914512922466,0.022951666644703647,0.0019643646151493626,0.0,55.0,2,4,2,2,0,0,1.0,False,1.0,1.0,0
25091,13,0.040625,0.0001682154052843708,0.33264033264033266,0.04877896959100278,0.005351760469024423,0.5897435897435898,11.76923076923077,7,4,7,4,0,8,0.3077,False,0.121831,27.0,51
25184,14,0.043750000000000004,0.017392920966053844,0.4155844155844156,0.10095900783470177,0.01135522002167763,0.0989010989010989,14.857142857142858,3,4,3,2,11,0,0.1429,False,0.505545,1.732051,0
29049,10,0.03125,4.2473690103000445e-05,0.33160621761658027,0.04211944747738702,0.0041725293649087425,0.7555555555555555,13.5,7,4,7,3,1,6,0.3,False,0.071261,25.768197,4
29068,4,0.0125,0.001609069889451885,0.38600723763570566,0.03556731831582946,0.0032922958908976094,0.16666666666666666,35.75,3,3,3,4,0,0,1.0,False,0.875,1.0,0
29077,1,0.003125,0.0,0.35049288061336253,0.0463106758097129,0.0012497317873043732,0.0,143.0,2,4,1,1,0,0,1.0,False,,0.0,0
29079,2,0.00625,0.004740675407795366,0.41237113402061853,0.0674460067267903,0.002056071594524954,0.0,120.0,2,4,2,2,0,0,1.0,False,,0.0,0
29577,1,0.003125,0.0,0.35049288061336253,0.0463106758097129,0.0012497317873043732,0.0,143.0,2,4,1,1,0,0,1.0,False,,0.0,0
31182,3,0.009375000000000001,0.007593613033425253,0.4221635883905013,0.07148917413256323,0.002801535918658739,0.0,85.66666666666667,2,4,3,1,0,1,0.3333,False,,0.0,0
31303,1,0.003125,0.0,0.34078807241746545,0.009394209626325365,0.0011732751012496858,0.0,20.0,2,3,1,1,0,0,1.0,False,,0.0,0
31549,13,0.040625,0.01014994322739048,0.3571428571428571,0.04200147866401101,0.00951211403535418,0.038461538461538464,6.461538461538462,4,4,3,3,9,0,0.2308,False,0.587183,1.732051,0
33891,7,0.021875000000000002,4.8164838035527686e-05,0.3305785123966942,0.03065302028288816,0.003242999080263968,0.7142857142857143,13.714285714285714,6,4,6,0,2,5,0.0,False,0.346935,13.379088,28
34177,11,0.034375,6.211281534557397e-05,0.33195020746887965,0.04315804678162445,0.0045936061141693355,0.7090909090909091,12.272727272727273,7,4,7,1,0,10,0.0909,False,0.101089,31.906112,5
34592,1,0.003125,0.0,0.34078807241746545,0.009394209626325365,0.0011732751012496858,0.0,20.0,2,3,1,1,0,0,1.0,False,,0.0,0
34984,4,0.0125,2.798925212718316e-06,0.329557157569516,0.021480823357916092,0.0020628061204470112,0.8333333333333334,16.5,4,4,4,3,1,0,0.75,False,0.487991,5.196152,4
35043,2,0.00625,0.000942775069477947,0.37339556592765455,0.05289032143331524,0.0018987683099358638,0.0,85.5,2,4,2,2,0,0,1.0,False,,0.0,0
35088,1,0.003125,0.0,0.311284046692607,0.021135330917077394,0.001273629526846749,0.0,97.0,2,4,1,1,0,0,1.0,False,,0.0,0
35285,2,0.00625,0.0006730202628937707,0.3180914512922466,0.022951666644703647,0.0019643646151493626,0.0,55.0,2,4,2,2,0,0,1.0,False,1.0,1.0,0
35372,1,0.003125,0.0,0.29739776951672864,0.006186705332725186,0.0013347346883483793,0.0,23.0,2,4,1,1,0,0,1.0,False,,0.0,0
35615,2,0.00625,0.0014129740227163598,0.3615819209039548,0.05035384321548582,0.001995196111438158,0.0,80.0,2,4,2,1,0,1,0.5,False,,0.0,0
35690,2,0.00625,0.004740675407795366,0.41237113402061853,0.0674460067267903,0.002056071594524954,0.0,120.0,2,4,2,2,0,0,1.0,False,,0.0,0
35766,1,0.003125,0.0,0.2728047740835465,0.003619876864748853,0.001302788591744878,0.0,30.0,2,4,1,0,0,1,0.0,False,,0.0,0
39200,2,0.00625,0.0005587731234282958,0.33542976939203356,0.014417819970699358,0.0016393251889050848,0.0,25.0,2,4,2,2,0,0,1.0,False,0.855263,2.0,0
39501,1,0.003125,0.0,0.35049288061336253,0.0463106758097129,0.0012497317873043732,0.0,143.0,2,4,1,1,0,0,1.0,False,,0.0,0
39533,3,0.009375000000000001,0.0008493948580155478,0.335781741867786,0.017127915930094186,0.002025428512952687,0.3333333333333333,19.666666666666668,3,4,3,1,2,0,0.3333,False,0.719974,4.123106,7
39571,3,0.009375000000000001,0.009081072430580308,0.378698224852071,0.05458730289025804,0.002761320065189643,0.0,63.666666666666664,2,4,3,2,0,1,0.6667,False,,0.0,0
39650,2,0.00625,0.0,0.35674470457079155,0.052549717839207914,0.0019444753905406603,1.0,77.0,3,4,2,1,0,1,0.5,False,,0.0,0
41061,2,0.00625,0.0014399636029135317,0.3242147922998987,0.025178498322850313,0.0020190938509805335,0.0,57.0,2,4,2,1,0,1,0.5,False,,0.0,0
41620,2,0.00625,0.0013090736776550122,0.27972027972027974,0.005436212592375106,0.0019935236800474915,0.0,21.5,2,4,2,1,0,1,0.5,False,1.0,1.0,0
41689,3,0.009375000000000001,0.0014105549482070776,0.350109409190372,0.02118645553085565,0.002099994990157326,0.3333333333333333,23.666666666666668,3,4,3,2,1,0,0.6667,False,0.738252,1.732051,0
