window_start,window_id,collector,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,symmetry_ratio,as_path_avg,as_path_max,edit_distance_avg,edit_distance_max,unique_as_path_max,flaps,nadas,vf_rate_delta,ego_filter_ratio,ego_origin_violations,std_edge_ixp_cosine_dist,unique_peers,clustering_avg_local,frac_p2p_edges,avg_ixp_cosine_dist,as_path_std,origin_changes,discovered_label,event_id,binary_label,provenance,incident_type
2016-10-21T11:10:00+00:00,20161021_1110,rrc05,32,0.034249648067076,0.0893887820038478,0.1865831078193989,165.2,4.55435847208619,11,2.087984241628365,7,24,130,587,-0.003376,0.898543,0,0.197079,9,0.592678691950882,0.2404,0.669673,1.1506068253811343,28,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:15:00+00:00,20161021_1115,rrc05,32,0.0342651176461488,0.0894997780079917,0.1870103973792907,165.2,4.776334483458494,10,2.0715571557155714,7,19,148,526,-0.003262,0.901219,0,0.197157,8,0.5924153984350352,0.2404,0.669676,1.2117908184048485,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:20:00+00:00,20161021_1120,rrc05,32,0.0342419132775397,0.0893887820038478,0.1865831078193989,165.2,4.128079658605975,10,1.9782178217821784,6,18,93,7999,0.005786,0.958721,0,0.197154,8,0.592664465087658,0.2404,0.669673,0.9189367011080956,7,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:25:00+00:00,20161021_1125,rrc05,32,0.034249648067076,0.0894257806718958,0.1867255376726962,165.2,4.600338536768855,10,1.89042530902996,6,22,119,556,-0.003564,0.909216,0,0.197178,8,0.5926027309068137,0.2404,0.669673,1.1222926951772418,5,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:30:00+00:00,20161021_1130,rrc05,32,0.0341429722573961,0.089175011921793,0.1870103973792907,165.2,4.8652329540494135,11,2.1542910447761194,7,21,151,7047,-0.002655,0.961838,0,0.197019,9,0.5948635681403851,0.2416,0.669442,0.9601345052392122,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:35:00+00:00,20161021_1135,rrc05,33,0.0341846758349705,0.0895367766760396,0.1871528272325879,165.2,4.942449503045848,9,1.9659504734158777,7,19,184,605,-0.003819,0.894517,0,0.196825,8,0.5949673003359509,0.2409,0.669555,1.3143391774574875,6,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:40:00+00:00,20161021_1140,rrc05,32,0.0341692669209137,0.0894627793399437,0.1868679675259934,165.2,4.815063887020847,10,2.090689462925107,8,19,154,661,-0.002123,0.91031,0,0.196815,10,0.5929441208232589,0.2407,0.669673,1.245848682594778,5,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:45:00+00:00,20161021_1145,rrc05,34,0.034249648067076,0.0900880728466935,0.1868679675259934,165.2,5.379933326164104,10,1.926850048685492,8,23,456,537,-0.001451,0.859378,0,0.197171,9,0.5934699558185292,0.241,0.669712,1.3632824333893625,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:50:00+00:00,20161021_1150,rrc05,32,0.0341199493496028,0.0891016470415612,0.1870103973792907,165.2,4.624373956594324,9,1.9190972961464765,6,21,152,619,-0.00383,0.887467,0,0.196749,10,0.5940034903566,0.2411,0.669187,1.0856080999084896,6,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:55:00+00:00,20161021_1155,rrc05,33,0.0339379264132553,0.0890282821613293,0.1868679675259934,165.6,4.574798829553767,9,2.012111087909793,7,18,146,503,-0.003471,0.910651,0,0.19663,7,0.5912883482269945,0.2414,0.669668,1.1773739802754952,6,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
