window_start,window_id,collector,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,symmetry_ratio,as_path_avg,as_path_max,edit_distance_avg,edit_distance_max,unique_as_path_max,flaps,nadas,vf_rate_delta,ego_filter_ratio,ego_origin_violations,std_edge_ixp_cosine_dist,unique_peers,clustering_avg_local,frac_p2p_edges,avg_ixp_cosine_dist,as_path_std,origin_changes,discovered_label,event_id,binary_label,provenance,incident_type
2026-04-01 00:00:00+00:00,20260401_0000,rrc18,25,0.0070979318239261,0.0264102121787131,0.0560477657935285,144.6,4.095490716180372,7,0.5151515151515151,4,3,28,24,0.0,0.3682719546742209,0,0.151806,4,0.4588205808575668,0.2223,0.699867,0.8228167989419202,12,likely_normal,none,0,study,
2026-04-01 00:05:00+00:00,20260401_0005,rrc18,25,0.0071082756152237,0.0263243641851451,0.0561119671289162,144.6,4.063106796116505,8,0.3947368421052631,4,3,23,19,0.0,0.1877729257641921,0,0.151766,3,0.4587610497379548,0.2223,0.699867,1.0733571943149838,2,likely_normal,none,0,study,
2026-04-01 00:15:00+00:00,20260401_0015,rrc18,23,0.0070739536267729,0.026112303852263,0.0557870681543218,143.8,4.282296650717703,7,0.8977272727272727,4,5,32,20,0.0,0.2313694888802185,0,0.151517,4,0.4581947382867503,0.2226,0.699859,1.0704611192047626,1,likely_normal,none,0,study,
2026-04-01 00:20:00+00:00,20260401_0020,rrc18,23,0.0070657610698678,0.026112303852263,0.0557870681543218,143.8,3.8452380952380953,7,0.7101449275362319,4,3,23,27,0.0,0.2084805653710247,0,0.151511,3,0.4580407676326867,0.2225,0.699859,1.058007383887137,2,likely_normal,none,0,study,
2026-04-01 00:25:00+00:00,20260401_0025,rrc18,23,0.0070655121546646,0.0260599396065699,0.0555854281489447,143.4,4.107981220657277,7,1.0,4,5,23,15,0.0,0.2437086092715231,0,0.151552,3,0.4576480415828953,0.2226,0.699861,0.9020846713932424,3,likely_normal,none,0,study,
2026-04-01 00:35:00+00:00,20260401_0035,rrc18,25,0.0070958429681804,0.0262729159163794,0.0559193631227529,144.2,4.150214592274678,7,1.2096774193548387,4,5,37,20,0.0,0.3123486682808716,0,0.151902,2,0.4590732913997365,0.2223,0.699864,1.003748339781309,2,likely_normal,none,0,study,
2026-04-01 00:40:00+00:00,20260401_0040,rrc18,25,0.0070937541124347,0.0263757115749525,0.0559193631227529,144.6,4.008196721311475,7,0.9010989010989012,4,4,32,19,0.0,0.0579810901001112,0,0.151971,2,0.460558828287949,0.2223,0.699848,1.0924047670773132,6,likely_normal,none,0,study,
2026-04-01 00:45:00+00:00,20260401_0045,rrc18,23,0.0070573369135997,0.0262646601667373,0.0556526414840704,143.8,3.994871794871795,7,0.4935064935064935,2,4,26,18,0.0,0.2205980066445182,0,0.151614,3,0.4580330323972182,0.2227,0.699859,1.1509630028781048,0,likely_normal,none,0,study,
2026-04-01 00:50:00+00:00,20260401_0050,rrc18,23,0.0070634017866375,0.0262646601667373,0.0556526414840704,143.4,3.657142857142857,7,0.4757281553398058,4,3,24,31,0.0,0.1886988076723691,0,0.15162,3,0.4584821390673608,0.2227,0.699859,1.16428980286028,3,likely_normal,none,0,study,
2026-04-01 00:55:00+00:00,20260401_0055,rrc18,25,0.0071061824834171,0.026513968419226,0.0558623754205548,144.2,3.994652406417112,7,0.7721518987341772,4,3,27,15,0.0,0.2342606149341142,0,0.151848,2,0.4593701783383646,0.2225,0.699864,1.054928658869081,2,likely_normal,none,0,study,
2026-04-01 01:00:00+00:00,20260401_0100,rrc18,25,0.007114452069735,0.0265313204927988,0.056176168464304,144.2,4.320224719101123,7,1.0384615384615383,4,3,18,21,0.0,0.1642636457260556,0,0.151864,3,0.4597383341233953,0.2224,0.699864,1.1218104591588407,4,likely_normal,none,0,study,
2026-04-01 01:05:00+00:00,20260401_0105,rrc18,25,0.007114452069735,0.0265313204927988,0.056176168464304,144.2,4.070707070707071,7,0.5164835164835165,4,3,26,19,0.0,0.2165775401069518,0,0.152319,2,0.5150077115185963,0.2223,0.699875,1.025091554683164,2,likely_normal,none,0,study,
