window_start,window_id,collector,innermost_core_size,rich_club_p75,rich_club_p90,rich_club_p95,symmetry_ratio,as_path_avg,as_path_max,edit_distance_avg,edit_distance_max,unique_as_path_max,flaps,nadas,vf_rate_delta,ego_filter_ratio,ego_origin_violations,std_edge_ixp_cosine_dist,unique_peers,clustering_avg_local,frac_p2p_edges,avg_ixp_cosine_dist,as_path_std,origin_changes,discovered_label,event_id,binary_label,provenance,incident_type
2016-10-21T12:10:00+00:00,20161021_1210,rrc04,31,0.0525162292626088,0.2267414679756896,0.4034833091436865,53.2,4.989689620172018,10,2.021527332127647,8,37,320,456,-0.000787,0.869283,0,0.157544,9,0.604261361095543,0.3169,0.380182,1.551705459531177,7,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T12:15:00+00:00,20161021_1215,rrc04,31,0.0526271985795927,0.2274427302477793,0.3990216631726065,53.2,5.400921658986175,11,1.9250730432108256,8,33,922,449,-0.000201,0.802036,0,0.157303,9,0.6046521080726169,0.3169,0.380182,1.6214045204367007,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T12:20:00+00:00,20161021_1220,rrc04,31,0.0525162292626088,0.2267414679756896,0.4034833091436865,53.2,4.431175211981932,11,1.7511926605504586,8,28,272,459,-0.001258,0.800824,0,0.157544,9,0.604261361095543,0.3169,0.380182,1.471905647407917,1,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T12:25:00+00:00,20161021_1225,rrc04,31,0.0525439715918548,0.2267414679756896,0.4034833091436865,53.2,4.242894786373047,11,1.7933858267716536,8,34,287,472,-0.000792,0.812088,0,0.157247,10,0.6043976660472398,0.3168,0.380182,1.5576781682663967,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T12:30:00+00:00,20161021_1230,rrc04,31,0.0525717139211008,0.222832303820636,0.4034833091436865,53.2,4.620211267605634,12,1.8052586408675977,9,43,417,483,-0.000306,0.829022,0,0.157702,10,0.6044394073660242,0.3174,0.380182,1.484876914936232,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T12:35:00+00:00,20161021_1235,rrc04,35,0.052343856771901,0.2258064516129032,0.40041928721174,53.6,4.383878691141261,10,1.8565198802907223,8,37,270,406,-0.115229,0.72214,0,0.157314,9,0.605249906915926,0.3183,0.38019,1.342838106843412,10,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T12:40:00+00:00,20161021_1240,rrc04,31,0.0524884869333629,0.226507713884993,0.4034833091436865,53.2,4.650606860158312,11,1.808628841607565,8,36,598,418,-0.062037,0.793344,0,0.157558,10,0.6042872381081851,0.317,0.380182,1.368888035062103,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T12:45:00+00:00,20161021_1245,rrc04,31,0.0525717139211008,0.2272089761570827,0.3983228511530398,53.2,4.488473967684022,11,1.702215136767914,9,33,329,457,-0.009608,0.825488,0,0.157592,9,0.6044689312602268,0.3168,0.380182,1.481510097275419,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T12:50:00+00:00,20161021_1250,rrc04,31,0.0524884869333629,0.226507713884993,0.4027576197387518,53.2,4.5181484502446985,11,1.7597894568944892,8,40,261,534,-0.002261,0.857478,0,0.157552,8,0.6042682305415356,0.317,0.380182,1.469032162148142,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T12:55:00+00:00,20161021_1255,rrc04,31,0.0525162292626088,0.226507713884993,0.4027576197387518,53.2,4.428225220130867,10,1.6234191611318352,8,28,247,383,-0.000347,0.837391,0,0.157341,9,0.6048553203276232,0.3169,0.380182,1.4306553639525017,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:00:00+00:00,20161021_1300,rrc04,31,0.0524884869333629,0.226507713884993,0.4027576197387518,53.2,4.55843722914861,13,1.688015599220039,8,30,533,423,-0.015042,0.837752,0,0.157552,10,0.6042682305415356,0.317,0.380182,1.4620261012100637,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:05:00+00:00,20161021_1305,rrc04,31,0.0524607446041169,0.2262739597942964,0.4027576197387518,53.2,4.388422557980476,11,1.850835675195977,8,36,316,334,-0.000131,0.840476,0,0.15762,9,0.6042814719605516,0.3171,0.380182,1.5018233804296766,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:10:00+00:00,20161021_1310,rrc04,31,0.0522649043095139,0.2230610844200412,0.4034833091436865,53.2,4.617828172915224,14,1.6063676893295007,12,32,320,491,-0.002434,0.962453,0,0.1576,10,0.604718858111312,0.3177,0.380183,1.2485265534777046,5,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:15:00+00:00,20161021_1315,rrc04,31,0.0522649043095139,0.2235186456188515,0.3969252271139064,53.2,3.860980798603535,10,1.289391063084112,8,34,351,480,-0.001284,0.926406,0,0.157441,9,0.6045587031527249,0.3177,0.38019,1.144622483053861,56,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:20:00+00:00,20161021_1320,rrc04,31,0.0520675059691773,0.2221724524076147,0.3990216631726065,53.6,4.763536981153561,11,1.943108616620958,8,37,347,460,-0.000307,0.864023,0,0.156919,9,0.6060098345991005,0.3191,0.380198,1.4920540609287634,7,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:25:00+00:00,20161021_1325,rrc04,31,0.0519611862785294,0.2235186456188515,0.4034833091436865,53.2,4.222710799710075,11,1.840055325034578,7,32,344,418,-0.00052,0.88953,0,0.157275,9,0.6055108390103708,0.3178,0.38019,1.337660766302449,5,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:30:00+00:00,20161021_1330,rrc04,31,0.0519611862785294,0.2237474262182567,0.3976240391334731,53.2,4.116196923982633,10,1.7837792218752635,7,34,307,455,-0.00062,0.834206,0,0.15751,8,0.6050118248421585,0.3181,0.38019,1.3235020653118963,6,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:35:00+00:00,20161021_1335,rrc04,31,0.0519611862785294,0.2237474262182567,0.4042089985486212,53.2,4.24318353584094,13,1.820148795304075,8,35,263,437,6e-06,0.874009,0,0.15751,9,0.6050186323158994,0.3178,0.38019,1.422407132489437,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:40:00+00:00,20161021_1340,rrc04,31,0.0522373674790031,0.2235186456188515,0.4034833091436865,53.2,4.480654526260227,11,1.787317196167423,8,30,482,285,-0.076508,0.792641,0,0.157459,10,0.604600781025002,0.3178,0.38019,1.407838065090835,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:45:00+00:00,20161021_1345,rrc04,31,0.0522373674790031,0.2232898650194463,0.4027576197387518,53.2,4.77317967522263,11,1.8043492124226768,8,35,474,408,-0.000658,0.855283,0,0.157138,9,0.6045795224007958,0.3175,0.38019,1.4445328910220845,14,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:50:00+00:00,20161021_1350,rrc04,31,0.0522098306484923,0.2232898650194463,0.4027576197387518,53.2,4.39407618595074,11,1.795122819508722,8,32,354,548,-0.000146,0.810349,0,0.157483,8,0.6054187960393315,0.3175,0.38019,1.5162950612306914,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T13:55:00+00:00,20161021_1355,rrc04,31,0.0522373674790031,0.2232898650194463,0.4027576197387518,53.2,4.484528782836508,12,1.8846423562412344,8,25,312,480,-0.000803,0.837565,0,0.157154,9,0.6047369085263519,0.3175,0.38019,1.5002565408496356,7,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:00:00+00:00,20161021_1400,rrc04,31,0.0522891895585622,0.2221724524076147,0.3990216631726065,53.2,4.263778790337682,11,1.8757335880988129,8,39,343,393,-0.000451,0.830742,0,0.157172,9,0.6040359261744239,0.3179,0.380182,1.3992880040771152,11,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:05:00+00:00,20161021_1405,rrc04,31,0.0522373674790031,0.2235186456188515,0.4034833091436865,53.2,4.356854548075537,11,1.8954328897650727,8,30,306,546,-0.000723,0.836347,0,0.157478,8,0.6046379434413856,0.3178,0.38019,1.4693635612158926,6,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:10:00+00:00,20161021_1410,rrc04,31,0.0522098306484923,0.2232898650194463,0.4027576197387518,53.2,4.706202756780791,10,1.8705642546094687,6,30,276,373,-0.000141,0.939224,0,0.157453,10,0.6046007738416644,0.3176,0.38019,1.0507767733358029,5,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:15:00+00:00,20161021_1415,rrc04,31,0.0518791854585212,0.2232898650194463,0.4027576197387518,53.2,4.291502330584439,11,1.8035822971915485,7,47,440,445,-0.000722,0.841559,0,0.157503,9,0.6050500928722407,0.3175,0.38019,1.429547504982868,9,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:20:00+00:00,20161021_1420,rrc04,31,0.0518791854585212,0.2232898650194463,0.4027576197387518,53.2,4.568085249881972,11,1.913911845730028,8,37,305,439,-0.070975,0.770561,0,0.157503,8,0.6050500928722407,0.3175,0.38019,1.4597439561071488,71,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:25:00+00:00,20161021_1425,rrc04,31,0.0518791854585212,0.2232898650194463,0.4027576197387518,53.2,4.230218648887146,12,1.7845011809695197,8,30,269,426,-0.000647,0.80199,0,0.157503,9,0.6050500928722407,0.3175,0.38019,1.501109173895302,15,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:30:00+00:00,20161021_1430,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.65410236950839,11,1.6732054322052166,8,32,264,378,-0.000307,0.81815,0,0.157675,9,0.6047102742101376,0.317,0.380182,1.7537067198397078,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:35:00+00:00,20161021_1435,rrc04,31,0.0521547569874707,0.2262739597942964,0.4027576197387518,53.2,4.291246504533514,10,1.8683917921762865,8,37,391,448,-0.00075,0.82255,0,0.157376,8,0.6048465810144673,0.3169,0.380182,1.492920745677557,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:40:00+00:00,20161021_1440,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.23223075408545,10,1.8109882515549407,8,33,322,367,-0.000934,0.8091,0,0.157675,9,0.6047102742101376,0.317,0.380182,1.520920620036348,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:45:00+00:00,20161021_1445,rrc04,31,0.0521798551318846,0.2248913292152825,0.3898989898989899,53.6,4.590477818616976,14,1.912538949178038,12,27,240,482,-0.026568,0.80304,0,0.157664,9,0.6045298922048687,0.3194,0.380191,1.8029292484552373,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:50:00+00:00,20161021_1450,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.257258064516129,11,1.7518999754841873,8,33,210,401,-0.000905,0.812423,0,0.157656,9,0.6047102610242955,0.3169,0.380182,1.5206173703964487,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T14:55:00+00:00,20161021_1455,rrc04,31,0.0521547569874707,0.2262739597942964,0.4027576197387518,53.2,4.799085244597641,9,2.0886222350730086,8,33,284,411,-0.000354,0.852496,0,0.157358,9,0.6048465678286252,0.3168,0.380182,1.567232145441352,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:00:00+00:00,20161021_1500,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.710815551008477,10,1.7916960162792517,8,28,1577,486,-0.001245,0.887842,0,0.157656,10,0.6047102610242955,0.3169,0.380182,1.2790184382102754,30,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:05:00+00:00,20161021_1505,rrc04,34,0.0521547569874707,0.226507713884993,0.4034833091436865,53.2,4.384941127866143,10,1.881381209131582,8,31,276,391,-0.000811,0.791982,0,0.157662,8,0.6048422111682868,0.3172,0.380182,1.590902384597734,11,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:10:00+00:00,20161021_1510,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.056958441852565,10,1.7471321695760598,8,39,285,416,-0.000463,0.799037,0,0.157656,9,0.6047102610242954,0.3169,0.380182,1.5142340832452643,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:15:00+00:00,20161021_1515,rrc04,31,0.0521547569874707,0.226507713884993,0.4034833091436865,53.2,4.11599815583218,11,1.8296500920810312,8,32,296,476,-0.000304,0.817996,0,0.157528,9,0.6354335314037652,0.3172,0.380182,1.402363839336746,10,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:20:00+00:00,20161021_1520,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.395321318041144,10,1.801692865779928,8,33,261,471,-0.00056,0.821587,0,0.157656,10,0.6047102610242954,0.3169,0.380182,1.633460978114558,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:25:00+00:00,20161021_1525,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.386298013824481,12,1.9289940828402368,10,33,283,604,-0.001118,0.828447,0,0.157656,10,0.6047102610242954,0.3169,0.380182,1.5456957033306378,18,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:30:00+00:00,20161021_1530,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.367160543941546,13,1.9301470588235288,8,35,351,599,-0.000375,0.827675,0,0.157853,8,0.6052420520083284,0.3168,0.380191,1.3316288653052024,118,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:35:00+00:00,20161021_1535,rrc04,31,0.0521251879185458,0.2217245240761478,0.4027576197387518,54.0,4.400955723138953,11,1.693564690026954,8,31,408,427,8e-05,0.842172,0,0.157936,9,0.6037196649000911,0.3179,0.380197,1.4769957380779624,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:40:00+00:00,20161021_1540,rrc04,31,0.0521547569874707,0.226507713884993,0.4027576197387518,53.2,4.238722482858174,11,1.9416975690152447,8,35,771,584,0.000345,0.825665,0,0.157907,9,0.6053322147442003,0.3167,0.380191,1.211005766842569,1,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:45:00+00:00,20161021_1545,rrc04,31,0.0521547569874707,0.226507713884993,0.4027576197387518,53.2,4.253869384673462,11,1.825461370034408,8,32,316,419,-0.000457,0.806119,0,0.157907,8,0.6053322147442003,0.3167,0.380191,1.5089192540572194,15,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:50:00+00:00,20161021_1550,rrc04,31,0.0521547569874707,0.226507713884993,0.4027576197387518,53.2,4.351244833221187,10,1.945230439442658,8,38,281,434,-0.000958,0.805729,0,0.157907,9,0.6053322147442003,0.3167,0.380191,1.6604285051018246,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T15:55:00+00:00,20161021_1555,rrc04,31,0.0521547569874707,0.226507713884993,0.4027576197387518,53.2,4.866974179523885,11,2.2071582285649565,9,44,416,398,-0.000215,0.869071,0,0.157907,9,0.6053322147442003,0.3167,0.380191,1.565658061404197,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:00:00+00:00,20161021_1600,rrc04,31,0.0521547569874707,0.226507713884993,0.4034833091436865,53.2,4.446936401240952,11,1.9310518369401104,8,39,339,525,-0.001983,0.85219,0,0.157894,9,0.6053262123912827,0.3167,0.380191,1.438063382961509,1,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:05:00+00:00,20161021_1605,rrc04,31,0.0521547569874707,0.226507713884993,0.3969252271139064,53.2,4.2698504582730346,10,1.85771968972479,8,40,276,410,-0.000293,0.806789,0,0.157911,9,0.6054168421467343,0.3167,0.380191,1.4629157092817635,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:10:00+00:00,20161021_1610,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.469222868880521,16,1.852839027542201,10,43,324,376,-0.000693,0.837359,0,0.157888,9,0.605326212230664,0.3164,0.380191,1.7063493268286452,10,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:15:00+00:00,20161021_1615,rrc04,31,0.0521547569874707,0.226507713884993,0.4034833091436865,53.2,4.234060095272993,12,1.785558667911609,8,29,293,544,-0.000875,0.831448,0,0.157893,8,0.6053542249028911,0.3167,0.380191,1.510718354172076,1,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:20:00+00:00,20161021_1620,rrc04,31,0.0521547569874707,0.2262739597942964,0.4027576197387518,53.2,4.445721468977283,12,1.9149266776731089,8,37,275,566,-0.001153,0.812683,0,0.157857,8,0.6052613942855708,0.3167,0.380191,1.5038097759733204,7,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:25:00+00:00,20161021_1625,rrc04,31,0.0521822938179815,0.2262739597942964,0.4027576197387518,53.2,4.014607632204734,10,1.7052737824880142,9,28,240,546,-0.001487,0.804856,0,0.157558,9,0.6053975146287258,0.3166,0.380191,1.3929573555118973,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:30:00+00:00,20161021_1630,rrc04,31,0.0521547569874707,0.2262739597942964,0.4027576197387518,53.2,4.093402357087785,10,1.7483212809917354,8,37,248,536,-0.0003,0.788487,0,0.157857,9,0.6052613942855708,0.3167,0.380191,1.3904433683724684,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:35:00+00:00,20161021_1635,rrc04,31,0.0521822938179815,0.226507713884993,0.4034833091436865,53.2,4.362253365295961,10,1.8278893217460792,8,40,262,443,-0.000655,0.817432,0,0.157632,8,0.6061752140730263,0.3169,0.380183,1.6155567628564664,1,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:40:00+00:00,20161021_1640,rrc04,31,0.0521822938179815,0.2262739597942964,0.4027576197387518,53.2,4.122350566333969,12,1.7512122342409548,8,34,270,585,-0.001055,0.776028,0,0.157558,10,0.6053975146287258,0.3166,0.380191,1.532858131891026,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:45:00+00:00,20161021_1645,rrc04,31,0.0521272201569599,0.2262739597942964,0.4027576197387518,53.2,4.260385968247932,13,1.781027253668763,10,38,301,534,-0.001323,0.793077,0,0.157887,9,0.6052640731378753,0.3164,0.380191,1.5514808643684015,20,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:50:00+00:00,20161021_1650,rrc04,31,0.0521547569874707,0.226507713884993,0.4034833091436865,53.2,4.227910178095156,13,1.796847309019681,8,31,298,480,-0.000463,0.810047,0,0.157877,8,0.6052967085643431,0.3167,0.380191,1.460289064643301,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T16:55:00+00:00,20161021_1655,rrc04,35,0.0521525215252152,0.2251201098146877,0.3990216631726065,53.6,4.426927367741178,11,1.8836584189123995,8,32,346,448,-0.000551,0.849236,0,0.157842,8,0.6035528301302788,0.3173,0.380185,1.4724881796385376,6,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T17:00:00+00:00,20161021_1700,rrc04,31,0.0521547569874707,0.2235186456188515,0.4027576197387518,53.2,4.166038525963149,11,1.7325916439891147,6,33,371,634,-0.000732,0.817713,0,0.15793,9,0.6032465918740613,0.3168,0.380182,1.3335890878713614,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T17:05:00+00:00,20161021_1705,rrc04,31,0.0522345223452234,0.225577671013498,0.3997204751921733,53.4,4.399619739002679,10,1.7999249601350715,8,30,337,497,-0.000839,0.805831,0,0.157275,9,0.6038152843940745,0.3179,0.38009,1.4765864511422175,3,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
2016-10-21T17:10:00+00:00,20161021_1710,rrc04,31,0.0522345223452234,0.225577671013498,0.3997204751921733,53.4,4.683239669421488,10,1.7459537572254336,8,32,366,684,-0.000772,0.827406,0,0.157275,9,0.6038152843940745,0.3179,0.38009,1.48890370874486,15,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc04_as3352,1,historical,dos_attack
